Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;ICU;IMC;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;LGL 7D Hospital;Hospital Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %
2020-11-16;Mon, 16;24166;6224;17650;292;215;0;215;0;-51,9 %;-115;323;7;3040;3039;4,44 %;204,8;204,8;196,1;-2329;-1958;-1735;-994;7,31 %;48214;3524;47657;266;87;0;8,7;0,97;1,05;-7 %;-4,6 %;-8,3 %;742;24168;-2;-145;584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;500;;;;83,33 %;;
2020-11-17;Tue, 17;24741;6300;18147;294;575;0;574;1;2,3 %;76;497;2;3054;3052;15,96 %;205,8;205,6;177,3;-2295;-1924;-1701;-960;7,26 %;67969;4935;48135;286;88;1;28,5;0,93;1,01;0 %;-6,0 %;-8,9 %;582;24742;-1;-194;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;513;;;;85,50 %;;
2020-11-18;Wed, 18;25262;6462;18494;306;521;0;520;1;-14,6 %;162;347;12;2966;2963;20,46 %;199,8;199,6;165,7;-2272;-1901;-1678;-937;7,15 %;66156;4730;48993;285;93;0;34,1;0,89;0,97;-3 %;-15,2 %;-9,4 %;494;25262;0;-533;223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;518;;;;86,33 %;;
2020-11-19;Thu, 19;25930;6701;18921;308;668;0;667;1;22,8 %;239;427;2;3091;3087;24,11 %;208,3;208,0;167,6;-2525;-2154;-1931;-1190;6,54 %;66050;4320;49642;282;102;1;40,7;0,89;0,94;4 %;-14,5 %;-9,3 %;647;25929;1;-522;-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;516;;;;86,00 %;;
2020-11-20;Fri, 20;26420;6560;19551;309;490;0;490;0;18,4 %;-141;630;1;3166;3163;18,32 %;213,3;213,1;180,1;-2514;-2143;-1920;-1179;6,70 %;65971;4420;50165;299;105;1;33,2;0,94;0,94;2 %;-6,8 %;-7,9 %;457;26419;1;-229;-148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;530;;;;88,33 %;;
2020-11-21;Sat, 21;26714;6353;20050;311;294;0;293;1;-41,4 %;-207;499;2;2960;2956;10,54 %;199,4;199,2;180,2;-2611;-2240;-2017;-1276;7,42 %;26546;1970;50171;293;105;1;19,2;0,95;0,93;-7 %;-12,9 %;-5,9 %;-47;26712;2;-436;-265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;539;;;;89,83 %;;
2020-11-22;Sun, 22;26945;6266;20368;311;231;0;231;0;17,3 %;-87;318;0;2994;2990;7,18 %;201,7;201,5;188,0;-2626;-2255;-2032;-1291;7,93 %;11375;902;50326;315;110;1;13,7;0,99;0,94;1 %;-8,6 %;-4,0 %;-73;26943;2;-281;-334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;562;;;;93,67 %;;
2020-11-23;Mon, 23;27302;6176;20811;315;357;0;355;2;65,1 %;-90;443;4;3136;3130;5,82 %;211,3;210,9;199,3;-2409;-2038;-1815;-1074;7,01 %;57075;4001;51592;322;107;1;12,0;1,01;0,96;5 %;3,0 %;-1,3 %;-48;27298;4;91;-301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;585;;;;97,50 %;;
2020-11-24;Tue, 24;27799;6112;21370;317;497;0;497;0;-13,4 %;-64;559;2;3058;3053;8,55 %;206,0;205,7;189,5;-2384;-2013;-1790;-1049;7,35 %;67618;4970;51542;341;107;0;16,5;0,99;0,97;-2 %;0,0 %;1,1 %;-188;27795;4;1;-273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;590;;;;98,33 %;;
2020-11-25;Wed, 25;28290;5994;21972;324;491;0;491;0;-5,6 %;-118;602;7;3028;3024;10,65 %;204,0;203,7;184,1;-2208;-1837;-1614;-873;6,85 %;63949;4381;51226;349;105;5;19,9;1,00;0,99;-1 %;2,1 %;2,8 %;-468;28286;4;61;-188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;607;;;;101,17 %;;
2020-11-26;Thu, 26;28911;6072;22509;330;621;0;620;1;-7,0 %;78;537;6;2981;2977;17,86 %;200,8;200,6;170,2;-2339;-1968;-1745;-1004;6,58 %;66681;4388;51316;324;103;4;30,6;1,00;1,00;-2 %;-3,6 %;4,0 %;-629;28906;5;-110;-129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;630;;;;105,00 %;;
2020-11-27;Fri, 27;29014;5760;22920;334;103;0;103;0;-79,0 %;-312;411;4;2594;2590;1,10 %;174,8;174,5;172,6;-2148;-1777;-1554;-813;7,31 %;63900;4671;51021;329;106;8;2,2;0,95;0,97;-13 %;-18,1 %;4,3 %;-800;29009;5;-573;-178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;634;;;;105,67 %;;
2020-11-28;Sat, 28;29282;5528;23419;335;268;0;268;0;-8,5 %;-232;499;1;2568;2565;0,58 %;173,0;172,8;171,8;-2185;-1814;-1591;-850;8,28 %;27254;2257;51122;342;107;8;1,2;0,92;0,95;-1 %;-13,2 %;4,3 %;-825;29277;5;-391;-172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;643;;;;107,17 %;;
2020-11-29;Sun, 29;29750;5799;23598;353;468;0;468;0;102,6 %;271;179;18;2805;2802;4,25 %;189,0;188,8;181,1;-2298;-1927;-1704;-963;9,21 %;10962;1010;51063;382;110;5;7,9;0,90;0,94;9 %;-6,3 %;4,0 %;-467;29745;5;-188;-158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;643;;;;107,17 %;;
2020-11-30;Mon, 30;30167;6001;23808;358;417;0;417;0;17,5 %;202;210;5;2865;2864;5,41 %;193,0;193,0;183,1;-2218;-1847;-1624;-883;7,09 %;50188;3558;50079;378;110;7;9,9;0,89;0,93;2 %;-8,5 %;2,4 %;-175;30162;5;-266;-209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;645;;;;107,50 %;;
2020-12-01;Tue, 1;30597;5856;24380;361;430;0;430;0;-13,5 %;-145;572;3;2798;2797;5,61 %;188,5;188,4;178,4;-2157;-1786;-1563;-822;7,25 %;63796;4625;49533;387;111;6;10,1;0,95;0,95;-2 %;-8,4 %;0,8 %;-256;30592;5;-256;-246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;639;;;;106,50 %;;
2020-12-02;Wed, 2;31080;5818;24894;368;483;0;483;0;-1,6 %;-38;514;7;2790;2789;4,74 %;188,0;187,9;179,4;-2020;-1649;-1426;-685;7,27 %;59903;4355;48955;392;108;8;8,6;1,01;0,95;-0 %;-7,8 %;-0,4 %;-176;31075;5;-235;-288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;659;;;;109,83 %;;
2020-12-03;Thu, 3;31700;5770;25551;379;620;0;620;0;0,0 %;-48;657;11;2789;2789;4,62 %;187,9;187,9;179,6;-2537;-2166;-1943;-1202;7,29 %;61537;4486;48220;411;103;11;8,3;1,03;0,95;0 %;-6,3 %;-1,8 %;-302;31695;5;-188;-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;668;;;;111,33 %;;
2020-12-04;Fri, 4;31938;5518;26035;385;238;0;239;-1;132,0 %;-252;484;6;2924;2925;4,56 %;197,0;197,1;188,5;-2507;-2136;-1913;-1172;7,42 %;61840;4589;47926;421;104;10;8,5;1,04;0,98;5 %;12,9 %;-2,9 %;-242;31934;4;335;-170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;704;;;;117,33 %;;
2020-12-05;Sat, 5;32145;5431;26326;388;207;0;208;-1;-22,4 %;-87;291;3;2863;2865;2,01 %;192,9;193,0;189,2;-2247;-1876;-1653;-912;7,90 %;25383;2005;47658;423;103;8;3,7;1,03;1,01;-2 %;11,7 %;-4,1 %;-97;32142;3;300;-71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;703;;;;117,17 %;;
2020-12-06;Sun, 6;32683;5738;26554;391;538;0;538;0;15,0 %;307;228;3;2933;2935;8,33 %;197,6;197,7;182,5;-2369;-1998;-1775;-1034;9,75 %;9252;902;47414;420;101;10;15,1;1,02;1,03;2 %;4,7 %;-5,3 %;-61;32680;3;133;-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;708;;;;118,00 %;;
2020-12-07;Mon, 7;33292;5990;26897;405;609;0;610;-1;46,3 %;252;343;14;3125;3128;4,26 %;210,5;210,7;202,1;-2548;-2177;-1954;-1213;8,42 %;55846;4702;48222;456;105;8;8,4;1,05;1,05;7 %;9,2 %;-5,4 %;-11;33290;2;264;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;724;;;;120,67 %;;
2020-12-08;Tue, 8;33782;5983;27389;410;490;0;490;0;14,0 %;-7;492;5;3185;3188;4,58 %;214,6;214,8;205,4;-2556;-2185;-1962;-1221;7,98 %;68340;5454;48872;463;104;10;9,2;1,07;1,06;2 %;14,0 %;-5,1 %;127;33780;2;391;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;745;;;;124,17 %;;
2020-12-09;Wed, 9;34370;6080;27875;415;588;0;590;-2;22,2 %;97;486;5;3290;3295;4,87 %;221,7;222,0;211,7;-2524;-2153;-1930;-1189;7,80 %;67999;5304;50028;411;100;11;10,0;1,10;1,07;3 %;18,1 %;-4,2 %;262;34370;0;506;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;731;;;;121,83 %;;
2020-12-10;Thu, 10;34743;5832;28492;419;373;0;374;-1;-39,7 %;-248;617;4;3043;3049;2,75 %;205,0;205,4;199,9;-2660;-2289;-2066;-1325;7,67 %;63875;4899;50362;446;104;13;5,1;1,10;1,07;-7 %;9,3 %;-2,7 %;62;34744;-1;260;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;722;;;;120,33 %;;
2020-12-11;Fri, 11;35336;6322;28592;422;593;0;593;0;148,1 %;490;100;3;3398;3403;5,96 %;228,9;229,3;216,4;-3046;-2675;-2452;-1711;7,50 %;68837;5163;51362;433;108;10;12,5;1,09;1,08;12 %;16,3 %;-0,9 %;804;35337;-1;478;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;725;;;;120,83 %;;
2020-12-12;Sat, 12;35720;6438;28859;423;384;0;384;0;84,6 %;116;267;1;3575;3579;5,15 %;240,9;241,1;229,3;-2892;-2521;-2298;-1557;7,96 %;32315;2572;52352;437;123;11;11,6;1,10;1,09;5 %;24,9 %;1,5 %;1007;35721;-1;714;392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;733;;;;122,17 %;;
2020-12-13;Sun, 13;36115;6365;29321;429;395;0;395;0;-26,6 %;-73;462;6;3432;3436;4,80 %;231,2;231,5;220,9;-2677;-2306;-2083;-1342;8,77 %;12083;1060;52756;469;129;8;10,3;1,07;1,09;-4 %;17,1 %;4,2 %;627;36116;-1;501;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;750;;;;125,00 %;;
2020-12-14;Mon, 14;36639;6472;29725;442;524;0;526;-2;-13,8 %;107;404;13;3347;3352;21,59 %;225,5;225,8;185,7;-2711;-2340;-2117;-1376;7,45 %;57009;4247;52923;453;135;6;39,8;1,09;1,09;-2 %;7,2 %;6,1 %;482;36642;-3;224;439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;782;;;;130,33 %;;
2020-12-15;Tue, 15;37510;6913;30147;450;871;0;870;1;77,6 %;441;422;8;3728;3732;5,14 %;251,2;251,4;239,1;-2994;-2623;-2400;-1659;7,15 %;74516;5328;53805;457;134;10;12,1;1,09;1,09;11 %;17,1 %;7,8 %;930;37512;-2;544;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;780;;;;130,00 %;;
2020-12-16;Wed, 16;38154;7074;30621;459;644;0;644;0;9,2 %;161;474;9;3784;3786;1,92 %;254,9;255,1;250,3;-3263;-2892;-2669;-1928;6,74 %;75702;5102;54905;462;136;9;4,6;1,07;1,08;1 %;14,9 %;8,9 %;994;38156;-2;491;459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;800;;;;133,33 %;;
2020-12-17;Thu, 17;38971;7271;31236;464;817;0;815;2;117,9 %;197;615;5;4228;4227;4,21 %;284,9;284,8;273,3;-3487;-3116;-2893;-2152;6,69 %;77430;5180;56842;457;141;6;11,6;1,12;1,11;12 %;38,6 %;10,1 %;1439;38971;0;1178;590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;794;;;;132,33 %;;
2020-12-18;Fri, 18;39677;7739;31469;469;706;0;705;1;18,9 %;468;233;5;4341;4339;4,21 %;292,5;292,3;280,5;-3807;-3436;-3213;-2472;6,43 %;83148;5346;58886;446;139;5;12,0;1,17;1,14;3 %;27,5 %;11,2 %;1417;39676;1;936;655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;807;;;;134,50 %;;
2020-12-19;Sat, 19;40279;8134;31671;474;602;0;601;1;56,5 %;395;202;5;4559;4556;2,10 %;307,2;307,0;300,7;-4013;-3642;-3419;-2678;6,73 %;40547;2729;60062;452;147;5;6,5;1,20;1,15;5 %;27,3 %;11,9 %;1696;40277;2;977;693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;794;;;;132,33 %;;
2020-12-20;Sun, 20;40487;7804;32200;483;208;0;208;0;-47,3 %;-330;529;9;4372;4369;0,00 %;294,6;294,4;294,4;-3694;-3323;-3100;-2359;6,07 %;18196;1104;60935;468;151;7;0,2;1,22;1,17;-4 %;27,2 %;12,5 %;1439;40485;2;933;755;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;804;;;;134,00 %;;
2020-12-21;Mon, 21;40751;7459;32797;495;264;0;266;-2;-49,4 %;-345;597;12;4112;4109;1,24 %;277,0;276,8;273,4;-3088;-2717;-2494;-1753;5,60 %;81732;4577;64467;476;147;9;3,6;1,15;1,14;-6 %;22,6 %;14,3 %;987;40751;0;757;831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;817;;;;136,17 %;;
2020-12-22;Tue, 22;41115;7333;33274;508;364;0;364;0;-58,2 %;-126;477;13;3605;3603;2,62 %;242,9;242,8;236,6;-2810;-2439;-2216;-1475;6,05 %;99867;6042;68089;474;145;14;6,3;1,03;1,10;-12 %;-3,5 %;16,7 %;420;41115;0;-129;735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;820;;;;136,67 %;;
2020-12-23;Wed, 23;41714;7344;33859;511;599;0;602;-3;-6,5 %;11;585;3;3560;3561;5,54 %;239,9;239,9;227,3;-2594;-2223;-2000;-1259;7,12 %;84595;6023;69359;457;154;12;12,6;0,93;1,05;-1 %;-5,9 %;19,0 %;270;41717;-3;-225;632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;814;;;;135,67 %;;
2020-12-24;Thu, 24;42001;7258;34232;511;287;0;289;-2;-64,5 %;-86;373;0;3030;3035;1,09 %;204,1;204,5;202,3;-2179;-1808;-1585;-844;9,46 %;28496;2696;62369;422;154;9;1,8;0,82;0,97;-15 %;-28,2 %;18,5 %;-13;42006;-5;-1192;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;819;;;;136,50 %;;
2020-12-25;Fri, 25;42001;6665;34825;511;0;0;0;0;-100,0 %;-593;593;0;2324;2330;1,49 %;156,6;157,0;154,7;-1580;-1209;-986;-245;8,97 %;9471;850;51843;426;159;10;1,9;0,72;0,88;-23 %;-46,3 %;14,3 %;-1074;42006;-5;-2009;-127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;825;;;;137,50 %;;
2020-12-26;Sat, 26;42589;6869;35188;532;588;0;586;2;-2,5 %;204;363;21;2310;2315;7,29 %;155,6;156,0;145,4;-1960;-1589;-1366;-625;10,21 %;17230;1759;48512;429;164;11;10,2;0,68;0,80;-1 %;-49,2 %;9,1 %;-1265;42592;-3;-2241;-587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;849;;;;141,50 %;;
2020-12-27;Sun, 27;42947;6832;35579;536;358;0;357;1;71,6 %;-37;391;4;2460;2464;2,47 %;165,7;166,0;162,0;-2050;-1679;-1456;-715;9,37 %;15078;1413;48067;423;163;7;3,7;0,65;0,74;6 %;-43,6 %;3,6 %;-972;42949;-2;-1905;-992;3389;;;;0,03 %;3389;484;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;883;;;;147,17 %;;
2020-12-28;Mon, 28;43176;6537;36091;548;229;0;229;0;-13,9 %;-295;512;12;2425;2427;2,51 %;163,4;163,5;159,5;-1914;-1543;-1320;-579;8,61 %;57793;4976;44647;389;171;6;3,9;0,67;0,72;-2 %;-40,9 %;-4,2 %;-922;43178;-2;-1682;-1340;5219;;;;0,04 %;1830;746;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;910;;;;151,67 %;;
2020-12-29;Tue, 29;43711;6201;36940;570;535;0;537;-2;47,5 %;-336;849;22;2596;2600;7,48 %;174,9;175,2;163,0;-1847;-1476;-1253;-512;8,93 %;68325;6101;40141;380;157;8;11,9;0,78;0,73;7 %;-27,8 %;-14,0 %;-1132;43715;-4;-1003;-1465;12935;;;;0,10 %;7716;1848;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;898;;;;149,67 %;;
2020-12-30;Wed, 30;44359;6205;37576;578;648;0;649;-1;7,8 %;4;636;8;2645;2647;3,06 %;178,2;178,3;173,0;-2208;-1837;-1614;-873;9,42 %;60334;5683;36675;371;154;12;5,2;0,90;0,76;2 %;-25,7 %;-24,3 %;-1139;44364;-5;-914;-1564;28206;;;;0,21 %;15271;4029;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;891;;;;148,50 %;;
2020-12-31;Thu, 31;44705;5734;38392;579;346;0;346;0;19,7 %;-471;816;1;2704;2704;0,44 %;182,2;182,2;181,4;-2555;-2184;-1961;-1220;8,00 %;56320;4506;40650;360;153;11;0,8;1,02;0,82;2 %;-10,9 %;-30,1 %;-1524;44710;-5;-331;-1441;37985;;;;0,29 %;9779;5426;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;872;;;;145,33 %;;
2021-01-01;Fri, 1;44705;5028;39098;579;0;0;1;-1;;-706;706;0;2704;2705;0,50 %;182,2;182,2;181,3;-1969;-1598;-1375;-634;9,89 %;10710;1059;40827;360;153;11;0,9;1,12;0,91;0 %;16,1 %;-31,5 %;-1637;44711;-6;375;-1100;39005;;;;0,30 %;1020;5572;;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;864;;;;144,00 %;;
2021-01-02;Sat, 2;45042;4763;39691;588;337;0;337;0;-42,5 %;-265;593;9;2453;2456;17,21 %;165,3;165,5;141,2;-1950;-1579;-1356;-615;9,40 %;22989;2161;41650;370;159;9;24,1;1,07;0,96;-9 %;6,1 %;-31,2 %;-2106;45048;-6;141;-760;57833;;;;0,44 %;18828;8262;57833;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;912;;;;152,00 %;;
2021-01-03;Sun, 3;45262;4775;39887;600;220;0;220;0;-38,4 %;12;196;12;2315;2319;17,36 %;156,0;156,2;133,1;-1941;-1570;-1347;-606;8,10 %;15324;1241;41685;384;165;7;22,9;1,00;1,00;-6 %;-5,9 %;-30,6 %;-2057;45268;-6;-145;-508;66258;;;;0,50 %;8425;8981;62869;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;905;;;;150,83 %;;
2021-01-04;Mon, 4;45548;4797;40130;621;286;0;286;0;24,9 %;22;243;21;2372;2376;6,17 %;159,8;160,1;150,8;-1690;-1319;-1096;-355;7,51 %;62059;4661;42294;342;160;8;9,0;0,95;1,02;2 %;-2,1 %;-27,7 %;-1740;45554;-6;-51;-275;77876;;;;0,59 %;11618;10380;72657;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;894;;;;149,00 %;;
2021-01-05;Tue, 5;46011;4896;40483;632;463;0;464;-1;-13,6 %;99;353;11;2300;2303;27,42 %;155,0;155,2;121,8;-1504;-1133;-910;-169;7,94 %;75523;5997;43323;369;161;8;33,2;0,89;0,98;-3 %;-11,4 %;-21,3 %;-1305;46018;-7;-297;-175;82749;;;;0,63 %;4873;9973;69814;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;896;;;;149,33 %;;
2021-01-06;Wed, 6;46356;4642;41081;633;345;0;345;0;-46,8 %;-254;598;1;1997;1999;19,10 %;134,5;134,7;113,1;-1504;-1133;-910;-169;8,53 %;25964;2215;38413;362;156;9;21,4;0,86;0,94;-13 %;-24,5 %;-13,1 %;-1563;46363;-7;-648;-137;84349;;;;0,64 %;1600;8020;56143;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;896;;;;149,33 %;;
2021-01-07;Thu, 7;46736;4735;41359;642;380;0;380;0;9,8 %;93;278;9;2031;2033;5,22 %;136,8;137,0;130,2;-1883;-1512;-1289;-548;7,67 %;60454;4637;39003;363;151;9;6,6;0,86;0,91;2 %;-24,8 %;-7,5 %;-999;46743;-7;-671;-185;88916;;;;0,68 %;4567;7276;50931;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;896;;;;149,33 %;;
2021-01-08;Fri, 8;47251;5250;41352;649;515;0;515;0;51400,0 %;515;-7;7;2546;2547;7,45 %;171,5;171,6;159,7;-2061;-1690;-1467;-726;7,31 %;67674;4947;47141;340;151;8;11,8;0,90;0,90;25 %;-5,8 %;-2,0 %;222;47258;-7;-158;-261;93966;;;;0,72 %;5050;7852;54961;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;883;;;;147,17 %;;
2021-01-09;Sat, 9;47620;5031;41931;658;369;0;370;-1;9,8 %;-219;579;9;2578;2580;4,64 %;173,7;173,8;166,1;-2210;-1839;-1616;-875;7,39 %;27893;2061;47842;331;145;2;7,6;0,97;0,92;1 %;5,0 %;2,4 %;268;47628;-8;124;-264;108027;;;;0,82 %;14061;7171;50194;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;864;;;;144,00 %;;
2021-01-10;Sun, 10;47761;4814;42279;668;141;0;141;0;-35,9 %;-217;348;10;2499;2501;1,14 %;168,4;168,5;166,6;-2066;-1695;-1472;-731;7,49 %;13651;1022;47603;340;142;2;1,8;1,07;0,97;-3 %;7,8 %;6,8 %;39;47769;-8;182;-217;120136;;;;0,92 %;12109;7697;53878;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;848;;;;141,33 %;;
2021-01-11;Mon, 11;47964;4788;42502;674;203;0;203;0;-29,0 %;-26;223;6;2416;2418;3,63 %;162,8;162,9;157,2;-1805;-1434;-1211;-470;6,25 %;66154;4135;48188;326;132;5;5,6;1,15;1,01;-3 %;1,8 %;9,7 %;-9;47972;-8;42;-204;135986;;;;1,04 %;15850;8301;58110;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;828;;;;138,00 %;;
2021-01-12;Tue, 12;48355;4644;43029;682;391;0;392;-1;-15,5 %;-144;527;8;2344;2346;1,22 %;157,9;158,1;156,2;-1851;-1480;-1257;-516;6,42 %;64585;4146;46625;309;128;1;1,7;1,11;1,02;-3 %;1,9 %;9,7 %;-252;48364;-9;43;-155;150511;;;;1,15 %;14525;9680;67762;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;820;;;;136,67 %;;
2021-01-13;Wed, 13;48722;4363;43674;685;367;0;367;0;6,4 %;-281;645;3;2366;2368;2,11 %;159,4;159,5;156,2;-1839;-1468;-1245;-504;6,00 %;55045;3303;50779;302;126;4;3,2;1,05;1,04;1 %;18,5 %;13,3 %;-279;48731;-9;369;-10;167915;;;;1,28 %;17404;11938;83566;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;812;;;;135,33 %;;
2021-01-14;Thu, 14;48995;4290;44013;692;273;0;275;-2;-27,6 %;-73;339;7;2259;2263;2,62 %;152,2;152,5;148,6;-1597;-1226;-1003;-262;6,15 %;56430;3470;50205;275;127;3;3,6;0,97;1,04;-4 %;11,3 %;17,8 %;-445;49006;-11;230;119;183573;;;;1,40 %;15658;13522;94657;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;806;;;;134,33 %;;
2021-01-15;Fri, 15;49260;4555;44005;700;265;0;267;-2;-48,2 %;265;-8;8;2009;2015;3,35 %;135,4;135,8;131,4;-1494;-1123;-900;-159;5,80 %;59147;3431;48986;249;125;4;4,0;0,90;1,01;-11 %;-20,9 %;15,9 %;-695;49273;-13;-532;65;198607;;;;1,51 %;15034;14949;104641;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;799;;;;133,17 %;;
2021-01-16;Sat, 16;49477;4435;44340;702;217;0;217;0;-41,4 %;-120;335;2;1857;1862;1,54 %;125,1;125,5;123,6;-1572;-1201;-978;-237;6,81 %;23893;1627;48415;247;124;3;1,5;0,86;0,96;-8 %;-27,8 %;13,7 %;-596;49490;-13;-718;-55;208541;;;;1,59 %;9934;14359;100514;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;769;;;;128,17 %;;
2021-01-17;Sun, 17;49566;4304;44557;705;89;0;88;1;-37,6 %;-131;217;3;1805;1809;6,84 %;121,6;121,9;114,1;-1458;-1087;-864;-123;6,83 %;12219;835;48210;245;128;4;7,5;0,83;0,90;-3 %;-27,7 %;11,7 %;-510;49578;-12;-692;-180;213837;;;;1,63 %;5296;13386;93701;;0;;;;;;;;;;;;;;;;;;;0,00 %;;;;;;783;;;;130,50 %;;
