Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC;MUC HOSP GROWTH;MUC HOSP NORM GR
2022-05-31;Tue, 31;525055;7320;518636;2040;873;;871;2;12,1 %;116;755;3;3;3506;3498;7,30 %;235,7;235,1;219,1;-2761;-2389;-2165;-1421;21,86 %;20110;4396;19095;166;4;13;183;-13;16,6;0,86;0,82;3 %;-24,0 %;-17,3 %;-2967;525956;-901;-1102;-1696;9847634;9817755;7469713;518125;74,73 %;165;107;749;74,51 %;385;254;1779;56,69 %;1492;875;6128;3,93 %;3441;1778;12449;1083282;13;72,82 %;1060195;21;71,26 %;704222;98;47,34 %;59251;78;3,98 %;380;2,88;109;1313;-18,45 %;46,92 %;18,17 %;-15,24 %;8,30 %;563;4,27;0,80;563;100,0 %;101;555;101;555;-6,63 %;-4,60 %
2022-06-01;Wed, 1;525800;7343;519356;2040;745;;743;2;25,9 %;23;720;0;3;3658;3651;7,92 %;245,9;245,4;227,4;-3053;-2681;-2457;-1713;21,86 %;20110;4396;19348;158;4;11;173;-14;18,5;0,93;0,84;4 %;-15,1 %;-15,6 %;-2435;526699;-899;-648;-1504;9847778;9818107;7471074;521485;74,73 %;144;97;681;74,51 %;352;240;1677;56,70 %;1361;827;5791;3,96 %;3360;1596;11172;1083290;8;72,82 %;1060213;18;71,26 %;704272;50;47,34 %;59291;40;3,99 %;380;2,88;110;1291;-14,61 %;46,08 %;18,33 %;-13,24 %;8,52 %;553;4,20;0,85;553;100,0 %;105;566;105;566;-7,49 %;-5,95 %
2022-06-02;Thu, 2;526425;7286;520036;2042;625;;623;2;38,1 %;-58;681;2;5;3830;3823;5,85 %;257,4;257,0;242,8;-3343;-2971;-2747;-2003;21,86 %;20110;4396;19602;148;1;11;160;-19;14,6;1,00;0,89;5 %;-1,6 %;-13,0 %;-1871;527322;-897;-61;-1226;9847962;9818621;7472745;525726;74,74 %;184;119;832;74,51 %;514;308;2159;56,71 %;1671;1050;7347;3,99 %;4241;2173;15214;1083305;15;72,82 %;1060224;11;71,27 %;704340;68;47,34 %;59361;70;3,99 %;469;3,56;122;1255;30,28 %;51,17 %;20,33 %;-12,05 %;9,72 %;614;4,66;0,91;614;100,0 %;108;556;108;556;-10,61 %;-8,64 %
2022-06-03;Fri, 3;527113;7317;520694;2043;688;;689;-1;106,9 %;32;657;1;6;4183;4179;5,96 %;281,2;280,9;265,1;-3482;-3110;-2886;-2142;21,86 %;20110;4396;19856;147;1;11;159;-21;16,1;1,09;0,96;9 %;21,3 %;-9,6 %;-1180;528011;-898;734;-807;9848148;9819025;7474315;528752;74,74 %;186;123;863;74,52 %;404;308;2153;56,72 %;1570;1080;7561;4,01 %;3026;2336;16354;1083321;16;72,82 %;1060235;11;71,27 %;704408;68;47,35 %;59430;69;3,99 %;442;3,35;117;1266;7,54 %;49,42 %;19,50 %;-13,82 %;9,24 %;593;4,50;0,95;593;100,0 %;99;599;99;599;-11,67 %;-9,82 %
2022-06-04;Sat, 4;527115;6705;521308;2044;2;;2;0;-99,6 %;-612;614;1;7;3639;3634;6,96 %;244,6;244,3;228,4;-3172;-2800;-2576;-1832;21,86 %;20110;4396;20110;146;1;11;158;-25;16,2;1,09;1,00;-13 %;2,3 %;-5,3 %;-1439;528013;-898;81;-549;9848188;9819137;7474638;529041;74,74 %;40;121;847;74,52 %;112;305;2132;56,72 %;323;1077;7542;4,01 %;289;2329;16306;1083337;16;72,82 %;1060247;12;71,27 %;704477;69;47,35 %;59500;70;4,00 %;418;3,17;115;1276;12,37 %;50,08 %;19,17 %;-15,55 %;9,01 %;601;4,56;0,97;601;100,0 %;103;624;103;624;-13,66 %;-11,52 %
2022-06-05;Sun, 5;527122;6157;521863;2045;7;;7;0;-97,8 %;-548;555;1;8;3333;3328;7,76 %;224,0;223,7;207,6;-2786;-2414;-2190;-1446;27,12 %;20110;4396;20144;145;2;11;158;-27;16,4;1,06;1,02;-8 %;-6,3 %;-1,5 %;-1459;528020;-898;-225;-369;9848229;9819249;7474961;529330;74,74 %;41;118;823;74,52 %;112;299;2096;56,73 %;323;1075;7523;4,02 %;289;2323;16258;1083356;19;72,82 %;1060284;37;71,27 %;704630;153;47,36 %;60002;502;4,03 %;399;3,03;113;1287;15,99 %;50,00 %;18,83 %;-17,07 %;8,78 %;600;4,55;0,98;600;100,0 %;60;636;60;636;-14,59 %;-12,65 %
2022-06-06;Mon, 6;527130;5673;522355;2046;8;;8;0;-98,0 %;-484;492;1;9;2948;2943;9,04 %;198,2;197,8;181,4;-1923;-1551;-1327;-583;27,12 %;20347;5518;20178;144;2;11;157;-16;16,8;0,98;1,01;-12 %;-13,5 %;1,7 %;-1530;528028;-898;-461;-240;9848242;9819267;7475019;529433;74,74 %;13;110;773;74,52 %;18;271;1897;56,73 %;58;971;6798;4,02 %;103;2107;14749;1083375;19;72,82 %;1060321;37;71,27 %;704783;153;47,37 %;60505;503;4,07 %;283;2,15;110;1298;-22,89 %;40,92 %;18,33 %;-4,56 %;8,47 %;491;3,73;1,01;491;100,0 %;64;640;64;640;-9,25 %;-7,10 %
2022-06-07;Tue, 7;528705;6735;522862;2046;1575;;1569;6;80,1 %;1061;508;0;6;3650;3641;12,09 %;245,3;244,7;218,3;-2755;-2383;-2159;-1415;27,12 %;20347;5518;20212;153;2;14;169;-14;27,0;0,89;0,98;24 %;4,1 %;4,0 %;-585;529597;-892;143;-62;9848357;9819502;7475923;531092;74,74 %;115;103;723;74,52 %;235;250;1747;56,73 %;904;887;6210;4,03 %;1659;1852;12967;1083395;20;72,82 %;1060358;37;71,27 %;704937;154;47,38 %;61007;502;4,10 %;373;2,83;113;1335;-1,84 %;53,08 %;18,83 %;1,68 %;8,46 %;637;4,83;1,05;637;100,0 %;89;628;89;628;-7,65 %;-7,83 %
2022-06-08;Wed, 8;530123;7639;523370;2050;1418;;1412;6;90,0 %;904;508;4;10;4323;4310;8,02 %;290,6;289,7;268,2;-3544;-3172;-2948;-2204;27,12 %;20347;5518;20245;156;2;13;171;-2;22,4;0,93;1,00;18 %;18,0 %;5,5 %;296;531009;-886;659;124;9848514;9819825;7476924;533166;74,74 %;157;105;736;74,52 %;323;245;1718;56,74 %;1001;836;5850;4,05 %;2074;1669;11681;1083413;18;72,82 %;1060379;21;71,28 %;704996;59;47,39 %;61068;61;4,10 %;422;3,20;107;1352;11,05 %;58,83 %;17,83 %;4,73 %;7,91 %;706;5,36;1,10;706;100,0 %;144;667;144;667;-1,16 %;-1,27 %
2022-06-09;Thu, 9;531266;8293;523856;2056;1143;;1140;3;83,0 %;654;486;6;14;4841;4827;6,74 %;325,4;324,5;304,0;-3992;-3620;-3396;-2652;27,12 %;20347;5518;20279;155;1;14;170;10;21,4;1,05;1,05;12 %;26,3 %;6,2 %;1007;532149;-883;1004;276;9848649;9820160;7478158;536091;74,74 %;135;98;687;74,53 %;335;220;1539;56,75 %;1234;773;5413;4,07 %;2925;1481;10365;1083426;13;72,83 %;1060395;16;71,28 %;705045;49;47,39 %;61133;65;4,11 %;484;3,67;112;1373;3,20 %;62,75 %;18,67 %;9,40 %;8,16 %;753;5,71;1,14;753;100,0 %;143;702;143;702;6,25 %;4,73 %
2022-06-10;Fri, 10;532371;8750;524356;2056;1105;;957;148;38,9 %;457;500;0;13;5258;5095;6,76 %;353,4;342,5;320,8;-5092;-4720;-4496;-3752;27,12 %;20347;5518;20313;158;1;13;172;13;32,6;1,27;1,11;6 %;21,9 %;5,8 %;1433;533106;-735;916;302;9848794;9820484;7479248;538025;74,74 %;145;92;646;74,53 %;324;208;1459;56,76 %;1090;705;4933;4,08 %;1934;1325;9273;1083440;14;72,83 %;1060411;16;71,28 %;705095;50;47,39 %;61199;66;4,11 %;537;4,08;118;1385;21,49 %;65,33 %;19,67 %;9,40 %;8,52 %;784;5,95;1,15;784;100,0 %;121;724;121;724;8,18 %;7,48 %
2022-06-11;Sat, 11;532371;8229;524877;2056;0;;0;0;-100,0 %;-522;522;0;12;5256;5093;6,74 %;353,3;342,3;320,7;-4937;-4565;-4341;-3597;27,12 %;20347;5518;20347;160;2;11;173;15;32,6;1,43;1,16;-0 %;40,1 %;4,6 %;1523;533106;-735;1459;499;9848830;9820587;7479492;538282;74,74 %;36;92;642;74,53 %;103;207;1450;56,76 %;244;693;4854;4,09 %;257;1320;9241;1083454;14;72,83 %;1060428;17;71,28 %;705145;50;47,40 %;61265;66;4,12 %;509;3,86;115;1398;21,77 %;65,67 %;19,17 %;9,56 %;8,23 %;788;5,98;1,14;788;100,0 %;131;752;131;752;9,49 %;9,59 %
2022-06-12;Sun, 12;532378;7689;525424;2057;7;;7;0;0,0 %;-539;546;1;12;5256;5093;6,90 %;353,3;342,3;320,2;-4936;-4564;-4340;-3596;27,12 %;20347;5518;20347;162;2;10;174;16;33,1;1,41;1,20;0 %;53,0 %;3,6 %;1532;533113;-735;1765;784;9848867;9820691;7479736;538539;74,74 %;37;91;638;74,53 %;104;206;1442;56,76 %;244;682;4775;4,09 %;257;1316;9209;1083461;7;72,83 %;1060449;21;71,28 %;705248;103;47,41 %;61677;412;4,15 %;494;3,75;112;1411;23,81 %;66,58 %;18,67 %;9,63 %;7,94 %;799;6,06;1,13;799;100,0 %;96;788;96;788;10,13 %;11,72 %
2022-06-13;Mon, 13;534268;8693;526021;2035;1890;;1601;289;19912,5 %;1004;597;-22;-11;7138;6686;7,54 %;479,8;449,4;417,9;-4968;-4596;-4372;-3628;30,94 %;20754;6422;20405;168;7;6;181;24;31,5;1,40;1,29;31 %;127,2 %;2,8 %;3020;534714;-446;3743;1384;9848925;9820862;7480459;539803;74,74 %;58;98;683;74,53 %;171;228;1595;56,77 %;723;777;5440;4,10 %;1264;1481;10370;1083469;8;72,83 %;1060470;21;71,28 %;705351;103;47,41 %;62090;413;4,17 %;688;5,22;120;1511;143,11 %;90,33 %;20,00 %;16,41 %;7,94 %;1084;8,23;1,14;1084;100,0 %;109;833;109;833;15,29 %;16,67 %
2022-06-14;Tue, 14;536014;9572;526540;2037;1746;;1398;348;-10,9 %;879;519;2;-9;7309;6515;6,88 %;491,3;437,9;409,7;-4954;-4582;-4358;-3614;30,94 %;20754;6422;20463;184;3;15;202;33;28,2;1,31;1,35;-3 %;78,9 %;2,1 %;2838;536112;-98;2874;1774;9849034;9821149;7481608;542243;74,74 %;109;97;677;74,53 %;287;235;1647;56,78 %;1149;812;5685;4,12 %;2440;1593;11151;1083483;14;72,83 %;1060487;17;71,28 %;705425;74;47,42 %;62212;122;4,18 %;674;5,11;127;1526;80,70 %;84,50 %;21,17 %;14,31 %;8,32 %;1014;7,70;1,19;1014;100,0 %;182;926;182;926;19,53 %;20,26 %
2022-06-15;Wed, 15;537480;10305;527015;2038;1466;;1208;258;-14,4 %;733;475;1;-12;7357;6311;6,58 %;494,5;424,2;398,0;-5022;-4650;-4426;-3682;30,94 %;20754;6422;20521;187;3;15;205;34;26,2;1,27;1,36;-3 %;46,4 %;1,7 %;2666;537320;160;2001;1966;9849172;9821412;7482528;544851;74,75 %;138;94;658;74,53 %;263;227;1587;56,78 %;920;801;5604;4,13 %;2608;1669;11685;1083497;14;72,83 %;1060504;17;71,28 %;705500;75;47,42 %;62334;122;4,19 %;686;5,21;125;1522;62,56 %;86,92 %;20,83 %;12,57 %;8,21 %;1043;7,92;1,26;1043;100,0 %;176;958;176;958;19,88 %;19,87 %
2022-06-16;Thu, 16;537484;9886;527436;2038;4;;2;2;-99,8 %;-418;420;0;-18;6218;5173;8,18 %;418,0;347,7;321,4;-4067;-3695;-3471;-2727;30,94 %;20754;6422;20580;190;2;16;208;38;26,3;1,23;1,29;-18 %;7,2 %;1,4 %;1594;537322;162;346;1872;9849188;9821432;7482627;545177;74,75 %;16;77;539;74,53 %;20;182;1272;56,79 %;99;638;4469;4,14 %;326;1298;9086;1083507;10;72,83 %;1060508;4;71,28 %;705523;23;47,42 %;62389;55;4,19 %;569;4,32;128;1517;17,56 %;77,25 %;21,33 %;10,49 %;8,44 %;927;7,03;1,31;927;100,0 %;159;974;159;974;22,35 %;22,58 %
2022-06-17;Fri, 17;538904;10640;527956;2038;1420;;1274;146;33,1 %;754;520;0;-18;6533;5490;7,77 %;439,1;369,0;342,4;-5341;-4969;-4745;-4001;30,94 %;20754;6422;20638;193;1;16;210;38;26,6;1,07;1,16;6 %;7,8 %;1,3 %;1890;538596;308;395;1798;9849323;9821749;7483579;548240;74,75 %;135;76;529;74,54 %;317;181;1265;56,79 %;952;619;4331;4,16 %;3063;1459;10215;1083516;9;72,83 %;1060523;15;71,29 %;705558;35;47,43 %;62487;98;4,20 %;658;4,99;120;1560;22,53 %;84,92 %;20,00 %;12,64 %;7,69 %;1019;7,73;1,29;1019;100,0 %;118;971;118;971;22,09 %;22,15 %
2022-06-18;Sat, 18;538919;10040;528571;2038;15;;15;0;0,0 %;-601;616;0;-18;6548;5505;8,06 %;440,1;370,0;342,4;-5349;-4977;-4753;-4009;30,94 %;20754;6422;20696;196;1;16;213;40;27,6;0,96;1,08;0 %;8,1 %;1,4 %;1811;538611;308;412;1648;9849360;9821817;7483735;548705;74,75 %;37;76;530;74,54 %;68;176;1230;56,79 %;156;606;4243;4,16 %;465;1489;10423;1083525;9;72,83 %;1060538;15;71,29 %;705593;35;47,43 %;62586;99;4,21 %;629;4,77;133;1603;23,58 %;85,17 %;22,17 %;14,66 %;8,30 %;1022;7,76;1,23;1022;100,0 %;144;984;144;984;23,12 %;22,50 %
2022-06-19;Sun, 19;538936;9361;529261;2038;17;;11;6;57,1 %;-679;690;0;-19;6558;5509;8,31 %;440,8;370,3;341,9;-3759;-3387;-3163;-2419;30,94 %;20754;6422;20754;199;0;16;215;41;28,4;0,88;1,04;0 %;8,2 %;1,5 %;1672;538622;314;416;1455;9849397;9821885;7483892;549170;74,75 %;37;76;530;74,54 %;68;171;1194;56,80 %;157;594;4156;4,17 %;465;1519;10631;1083535;10;72,83 %;1060554;16;71,29 %;705629;36;47,43 %;62685;99;4,21 %;605;4,59;123;1645;22,47 %;84,67 %;20,50 %;16,58 %;7,48 %;1016;7,71;1,14;1016;100,0 %;99;987;99;987;23,56 %;22,84 %
2022-06-20;Mon, 20;540731;10145;529989;2038;1795;;1512;283;-5,6 %;784;728;0;3;6463;5420;11,41 %;434,4;364,3;327,0;-3873;-3501;-3277;-2533;31,12 %;27104;8435;21661;205;2;18;225;44;37,3;0,89;1,00;-2 %;-18,9 %;2,2 %;1452;540134;597;-1266;740;9849549;9822156;7484926;551570;74,75 %;152;89;624;74,54 %;271;185;1294;56,80 %;1034;638;4467;4,19 %;2400;1681;11767;1083554;19;72,83 %;1060584;30;71,29 %;705843;214;47,44 %;63441;756;4,26 %;630;4,78;123;1738;-8,43 %;90,83 %;20,50 %;15,02 %;7,08 %;1090;8,27;1,08;1090;100,0 %;122;1000;122;1000;24,31 %;22,02 %
2022-06-21;Tue, 21;542861;11239;530716;2041;2130;;1821;309;30,3 %;1093;728;3;4;6847;5843;12,58 %;460,2;392,8;348,9;-4486;-4114;-3890;-3146;31,12 %;27104;8435;22568;205;2;19;226;24;43,9;0,95;0,97;8 %;-10,3 %;3,5 %;1666;541955;906;-672;233;9891281;9871319;7677078;555557;75,06 %;41732;6035;42247;74,91 %;49163;7167;50170;58,26 %;192152;27924;195470;4,22 %;3987;1902;13314;1083569;15;72,83 %;1060602;18;71,29 %;705920;77;47,45 %;63650;209;4,28 %;696;5,28;127;1724;3,26 %;94,42 %;21,17 %;12,98 %;7,37 %;1133;8,60;1,08;1133;100,0 %;231;1049;231;1049;11,88 %;11,41 %
2022-06-22;Wed, 22;545465;12753;531444;2041;2604;;2242;362;85,6 %;1514;728;0;3;7985;6877;9,21 %;536,7;462,3;423,3;-6726;-6354;-6130;-5386;31,12 %;27104;8435;23475;212;4;20;236;31;39,0;1,05;0,98;18 %;9,0 %;5,4 %;2448;544197;1268;566;28;9891444;9871691;7678116;559339;75,07 %;163;6039;42272;74,92 %;372;7183;50279;58,27 %;1038;27941;195588;4,24 %;3782;2070;14488;1083574;5;72,84 %;1060612;10;71,29 %;705967;47;47,45 %;63807;157;4,29 %;726;5,51;119;1769;5,83 %;93,33 %;19,83 %;16,23 %;6,73 %;1120;8,50;1,12;1120;100,0 %;187;1060;187;1060;15,12 %;13,37 %
2022-06-23;Thu, 23;547726;13735;532399;2043;2261;;1937;324;96750,0 %;982;955;2;5;10242;8812;5,02 %;688,4;592,3;564,0;-7389;-7017;-6793;-6049;31,12 %;27104;8435;24383;204;8;22;234;26;28,3;1,24;1,06;28 %;70,3 %;7,8 %;3848;546134;1592;3639;499;9891687;9872024;7679392;564037;75,07 %;243;6071;42499;74,92 %;333;7227;50592;58,28 %;1276;28109;196765;4,28 %;4698;2694;18860;1083582;8;72,84 %;1060625;13;71,29 %;706005;38;47,46 %;63917;110;4,30 %;879;6,67;138;1809;54,48 %;110,58 %;23,00 %;19,25 %;7,63 %;1327;10,07;1,16;1327;100,0 %;188;1089;188;1089;12,50 %;7,37 %
2022-06-24;Fri, 24;549181;13975;533330;2043;1455;;1171;284;-8,1 %;240;931;0;5;10277;8709;2,09 %;690,8;585,4;573,4;-8545;-8173;-7949;-7205;31,12 %;27104;8435;25290;206;8;21;235;25;12,0;1,38;1,17;-1 %;58,6 %;10,8 %;3335;547305;1876;3219;902;9891843;9872353;7680656;567741;75,07 %;156;6074;42520;74,92 %;329;7229;50604;58,29 %;1264;28154;197077;4,31 %;3704;2786;19501;1083597;15;72,84 %;1060636;11;71,29 %;706064;59;47,46 %;64020;103;4,30 %;870;6,60;123;1846;32,22 %;107,33 %;20,50 %;18,33 %;6,66 %;1288;9,77;1,16;1288;100,0 %;192;1163;192;1163;11,90 %;6,74 %
2022-06-25;Sat, 25;549884;13077;534231;2043;703;;3;700;-80,0 %;-899;902;0;5;10965;8697;2,13 %;737,0;584,6;572,4;-8537;-8165;-7941;-7197;31,12 %;27104;8435;26197;209;9;21;239;26;12,2;1,49;1,27;-0 %;58,0 %;14,4 %;3037;547308;2576;3192;1299;9891903;9872448;7680958;568304;75,07 %;60;6078;42543;74,92 %;95;7233;50631;58,29 %;302;28175;197223;4,31 %;563;2800;19599;1083613;16;72,84 %;1060648;12;71,29 %;706124;60;47,46 %;64123;103;4,31 %;836;6,34;124;1846;32,91 %;108,17 %;20,67 %;15,16 %;6,72 %;1298;9,85;1,13;1298;100,0 %;180;1199;180;1199;12,21 %;6,63 %
2022-06-26;Sun, 26;550429;12339;534970;2043;545;;1;544;-90,9 %;-738;739;0;5;11493;8687;2,13 %;772,5;583,9;571,7;-7026;-6654;-6430;-5686;31,12 %;27104;8435;27104;212;9;21;242;27;12,2;1,48;1,33;-0 %;57,7 %;18,5 %;2978;547309;3120;3178;1694;9891963;9872544;7681260;568868;75,07 %;60;6081;42566;74,92 %;96;7237;50659;58,29 %;302;28195;197368;4,32 %;564;2814;19698;1083637;24;72,84 %;1060713;65;71,30 %;706290;166;47,48 %;64834;711;4,36 %;818;6,21;135;1920;35,21 %;109,08 %;22,50 %;16,72 %;7,03 %;1309;9,93;1,13;1309;100,0 %;131;1231;131;1231;12,56 %;6,53 %
2022-06-27;Mon, 27;552391;13774;535755;2045;1962;;2220;-258;46,8 %;1436;784;2;7;11660;9395;7,14 %;783,8;631,5;589,4;-7425;-7053;-6829;-6085;37,77 %;27361;10335;27141;226;7;21;254;29;42,1;1,32;1,31;8 %;73,3 %;21,2 %;3629;549529;2862;3975;2442;9892116;9872726;7682024;570938;75,07 %;153;6081;42567;74,92 %;182;7224;50570;58,30 %;764;28157;197098;4,33 %;2070;2767;19368;1083661;24;72,84 %;1060778;65;71,30 %;706456;166;47,49 %;65546;712;4,41 %;824;6,25;145;2015;30,79 %;108,08 %;24,17 %;15,94 %;7,20 %;1297;9,84;1,18;1297;100,0 %;134;1243;134;1243;12,89 %;10,24 %
2022-06-28;Tue, 28;554416;14949;536541;2047;2025;;1961;64;7,7 %;1175;786;2;6;11555;9535;7,10 %;776,7;640,9;598,4;-7144;-6772;-6548;-5804;37,77 %;27361;10335;27177;236;8;16;260;34;42,5;1,20;1,30;1 %;63,2 %;22,6 %;3710;551490;2926;3692;3066;9892380;9873014;7683408;575555;75,07 %;264;157;1099;74,93 %;288;242;1695;58,31 %;1384;904;6330;4,37 %;4617;2857;19998;1083688;27;72,84 %;1060796;18;71,30 %;706572;116;47,49 %;65687;141;4,42 %;860;6,53;147;2030;23,56 %;110,33 %;24,50 %;17,75 %;7,24 %;1324;10,05;1,23;1324;100,0 %;231;1243;231;1243;15,04 %;15,12 %
2022-06-29;Wed, 29;556439;16375;537328;2048;2023;;2213;-190;-1,3 %;1426;787;1;7;10974;9506;6,18 %;737,6;639,0;601,8;-7420;-7048;-6824;-6080;37,77 %;27361;10335;27214;242;5;21;268;32;37,2;1,12;1,27;-0 %;38,2 %;22,7 %;3622;553703;2736;2629;3361;9892530;9873332;7684608;579875;75,07 %;150;155;1086;74,93 %;318;234;1641;58,32 %;1200;927;6492;4,40 %;4320;2934;20536;1083702;14;72,84 %;1060809;13;71,30 %;706622;50;47,50 %;65819;132;4,42 %;930;7,06;135;1982;28,10 %;113,25 %;22,50 %;12,04 %;6,81 %;1359;10,31;1,28;1359;100,0 %;196;1252;196;1252;13,56 %;14,15 %
2022-06-30;Thu, 30;557471;17862;538102;2050;1032;;2261;-1229;16,7 %;1487;774;2;7;9745;9830;5,53 %;655,0;660,7;626,1;-8510;-8138;-7914;-7170;37,77 %;27361;10335;27251;233;10;16;259;25;34,6;1,10;1,21;3 %;11,6 %;21,5 %;4127;555964;1507;1018;2986;9892773;9873753;7686273;584972;75,08 %;243;155;1086;74,93 %;421;247;1729;58,33 %;1665;983;6881;4,44 %;5097;2991;20935;1083717;15;72,84 %;1060823;14;71,31 %;706685;63;47,50 %;65946;127;4,43 %;926;7,03;144;1962;5,35 %;110,58 %;24,00 %;8,46 %;7,34 %;1327;10,07;1,28;1327;100,0 %;191;1255;191;1255;10,68 %;14,22 %
2022-07-01;Fri, 1;559190;18643;538937;2054;1719;;1616;103;38,0 %;781;835;4;11;10009;10275;3,63 %;672,8;690,7;666,5;-10123;-9751;-9527;-8783;37,77 %;27361;10335;27288;243;10;17;270;35;24,2;1,10;1,16;5 %;18,0 %;19,2 %;4668;557580;1610;1566;2750;9892948;9874044;7687255;587707;75,08 %;175;158;1105;74,93 %;291;242;1691;58,34 %;982;943;6599;4,46 %;2735;2852;19966;1083729;12;72,85 %;1060834;11;71,31 %;706732;47;47,50 %;66001;55;4,44 %;923;7,00;139;2006;6,09 %;109,92 %;23,17 %;8,67 %;6,93 %;1319;10,01;1,24;1319;100,0 %;162;1225;162;1225;14,89 %;17,96 %
2022-07-02;Sat, 2;559984;17681;539920;2054;794;;21;773;600,0 %;-961;982;0;11;10100;10293;3,83 %;678,9;691,9;666,4;-10143;-9771;-9547;-8803;37,77 %;27361;10335;27324;254;9;19;282;43;25,5;1,10;1,11;0 %;18,4 %;15,9 %;4605;557601;2383;1596;2522;9892990;9874153;7687524;588165;75,08 %;42;155;1087;74,93 %;109;244;1705;58,34 %;269;938;6566;4,46 %;458;2837;19861;1083741;12;72,85 %;1060845;11;71,31 %;706779;47;47,51 %;66056;55;4,44 %;880;6,68;141;2050;5,26 %;109,33 %;23,50 %;11,05 %;6,88 %;1312;9,96;1,16;1312;100,0 %;183;1228;183;1228;17,99 %;21,53 %
2022-07-03;Sun, 3;560710;16449;541178;2054;726;;26;700;2500,0 %;-1233;1259;0;11;10281;10318;4,08 %;691,1;693,6;666,4;-7949;-7577;-7353;-6609;37,77 %;27361;10335;27361;265;9;21;295;53;27,2;1,10;1,09;0 %;18,8 %;11,8 %;4110;557627;3083;1631;2301;9893032;9874262;7687794;588624;75,08 %;42;153;1069;74,94 %;109;245;1718;58,34 %;270;933;6534;4,47 %;459;2822;19756;1083753;12;72,85 %;1060856;11;71,31 %;706826;47;47,51 %;66112;56;4,44 %;847;6,43;145;2096;3,55 %;108,58 %;24,17 %;9,17 %;6,92 %;1303;9,89;1,11;1303;100,0 %;113;1210;113;1210;21,90 %;25,00 %
2022-07-04;Mon, 4;562984;17985;542423;2057;2274;;2781;-507;25,3 %;1537;1244;3;12;10593;10879;6,59 %;712,0;731,3;686,1;-8769;-8397;-8173;-7429;40,25 %;28987;11666;27593;273;5;20;298;44;45,2;1,09;1,10;5 %;15,8 %;8,5 %;4211;560408;2576;1484;1945;9893119;9874404;7688369;590575;75,08 %;87;143;1003;74,94 %;142;240;1678;58,35 %;575;906;6345;4,48 %;1951;2805;19637;1083806;53;72,85 %;1060976;120;71,32 %;707218;392;47,54 %;68073;1961;4,58 %;771;5,85;161;2143;-6,43 %;109,50 %;26,83 %;6,35 %;7,51 %;1314;9,97;1,09;1314;100,0 %;138;1214;138;1214;17,32 %;20,80 %
2022-07-05;Tue, 5;565607;19509;543665;2057;2623;;2766;-143;41,1 %;1524;1242;0;10;11191;11684;7,63 %;752,2;785,4;729,7;-9322;-8950;-8726;-7982;40,25 %;28987;11666;27826;277;3;20;300;40;55,7;1,10;1,10;7 %;22,5 %;6,1 %;4560;563174;2433;2149;1725;9893253;9874574;7689338;594913;75,08 %;134;125;873;74,94 %;170;223;1560;58,35 %;969;847;5930;4,51 %;4338;2765;19358;1083836;30;72,85 %;1060990;14;71,32 %;707283;65;47,54 %;68288;215;4,59 %;788;5,98;153;2053;-8,37 %;108,92 %;25,50 %;1,13 %;7,45 %;1307;9,92;1,13;1307;100,0 %;228;1211;228;1211;15,38 %;17,37 %
