Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;Unreported factor Hosp;IVENA minus ICU;BAV Ventilator;BAV Vent DIFF;BAV Norm DIFF;BAV Total DIFF;BAV Inc corrected
2021-11-10;Wed, 10;101618;5649;95993;1416;835;;841;-6;-3,8 %;333;508;12;30;2447;2459;77,06 %;164,4;165,2;93,3;-1881;-1509;-1285;-541;16,51 %;70629;11661;52482;211;2;84;297;79;71,1;0,79;0,85;-1 %;-32,8 %;9,6 %;-906;101642;-24;-1199;-644;8805281;8578887;456626;;;;67,01 %;14227;8660;60618;65,29 %;13623;9403;65824;3,48 %;34495;18139;126971;;;;;;;;;;;;;985885;1713;66,25 %;932160;2091;62,64 %;49055;4960;3,30 %;;;;948;7,21;685;2954;56,69 %;169,42 %;114,17 %;31,76 %;23,19 %;2033;15,47;1,23;2033;100,0 %;;2269;;;51;;394,7
2021-11-11;Thu, 11;102694;6239;96482;1420;1076;;1079;-3;155,1 %;590;489;4;30;3101;3115;68,79 %;208,4;209,3;124,0;-2720;-2348;-2124;-1380;17,51 %;68775;12043;54931;213;4;83;300;69;84,4;0,88;0,86;27 %;-11,0 %;18,0 %;-305;102721;-27;-386;-714;8819606;8592602;497432;;;;67,12 %;14325;9357;65496;65,39 %;13715;9658;67608;3,79 %;40806;21126;147882;;;;;;;;;;;;;986564;679;66,29 %;932910;750;62,69 %;50772;1717;3,41 %;;;;993;7,56;682;3031;44,12 %;176,42 %;113,67 %;30,37 %;22,50 %;2117;16,11;1,28;2117;100,0 %;;2349;;;80;;426,2
2021-11-12;Fri, 12;103998;7075;96959;1420;1304;;1313;-9;440,3 %;837;476;0;27;4162;4185;55,53 %;279,7;281,2;180,8;-3909;-3537;-3313;-2569;16,04 %;65452;10499;56384;213;4;83;300;39;98,9;1,07;0,94;34 %;35,7 %;26,1 %;747;104034;-36;1100;-492;8831557;8602552;540332;;;;67,21 %;11951;9948;69633;65,47 %;9950;9842;68896;4,11 %;42900;24004;168028;;;;;;;;;;;;;987243;679;66,34 %;933660;750;62,74 %;52490;1718;3,53 %;;;;996;7,58;707;3075;30,37 %;181,75 %;117,83 %;30,57 %;22,99 %;2181;16,60;1,31;2181;100,0 %;;2368;;;19;;453,7
2021-11-13;Sat, 13;105111;7673;97481;1420;1113;;1120;-7;849,2 %;597;523;0;26;5156;5187;40,41 %;346,5;348,5;248,2;-4948;-4576;-4352;-3608;21,03 %;30751;6467;57737;213;4;83;300;26;98,3;1,38;1,09;24 %;78,5 %;34,9 %;1703;105154;-43;2281;-84;8843508;8612502;584978;;;;67,30 %;11951;10538;73769;65,54 %;9950;10026;70183;4,45 %;44646;27168;190177;;;;;;;;;;;;;987924;681;66,38 %;934412;752;62,79 %;54208;1718;3,64 %;;;;992;7,55;744;3248;34,42 %;186,83 %;124,00 %;31,76 %;22,91 %;2242;17,06;1,29;2242;100,0 %;;2504;;;136;;477,3
2021-11-14;Sun, 14;106350;8408;97981;1421;1239;;1235;4;1388,0 %;735;500;1;24;6311;6339;27,28 %;424,1;426,0;334,7;-5912;-5540;-5316;-4572;17,00 %;17456;2968;58341;217;9;104;330;56;89,4;1,81;1,33;22 %;131,4 %;43,9 %;2840;106389;-39;3599;546;8846734;8614539;591451;;;;67,33 %;3226;10712;74984;65,56 %;2037;10042;70295;4,50 %;6473;27075;189524;;;;;;;;;;;;;989639;1715;66,50 %;936330;1918;62,92 %;58979;4771;3,96 %;;;;966;7,35;803;3521;37,02 %;198,17 %;133,83 %;32,82 %;22,81 %;2378;18,10;1,26;2378;100,0 %;;2718;;;214;;495,0
2021-11-15;Mon, 15;107547;9167;98422;1427;1197;;1200;-3;325,5 %;759;441;6;29;7232;7257;17,69 %;486,0;487,6;414,3;-6636;-6264;-6040;-5296;17,84 %;79955;14264;59355;234;10;108;352;78;71,7;2,13;1,59;14 %;169,2 %;43,1 %;3823;107589;-42;4561;1302;8855990;8622544;622816;;;;67,40 %;9256;11036;77251;65,62 %;8005;10080;70563;4,74 %;31365;31126;217880;;;;;;;;;;;;;990906;1267;66,58 %;937815;1485;63,02 %;62500;3521;4,20 %;;;;1019;7,75;816;3722;22,33 %;203,58 %;136,00 %;32,55 %;21,92 %;2443;18,59;1,26;2443;100,0 %;;2906;;;188;;524,2
2021-11-16;Tue, 16;109737;10941;98837;1432;2190;;2189;1;366,7 %;1774;415;5;28;8954;8977;21,47 %;601,7;603,2;496,6;-7988;-7616;-7392;-6648;16,06 %;85736;13769;59822;263;5;109;377;75;105,1;2,27;1,82;24 %;260,2 %;38,4 %;5625;109778;-41;6485;2349;8870083;8634675;678497;;;;67,50 %;14093;11290;79029;65,71 %;12131;9916;69411;5,16 %;55681;36624;256366;;;;;;;;;;;;;992389;1483;66,68 %;939338;1523;63,12 %;68230;5730;4,58 %;;;;1071;8,15;843;3828;12,97 %;216,08 %;140,50 %;33,24 %;22,02 %;2593;19,73;1,29;2593;100,0 %;;2985;;;79;;552,6
2021-11-17;Wed, 17;113048;13857;99229;1440;3311;;3308;3;293,3 %;2917;391;8;24;11430;11444;10,68 %;768,0;769,0;694,8;-10219;-9847;-9623;-8879;22,34 %;75199;16799;60475;275;10;112;397;100;73,2;2,28;2,03;27 %;365,4 %;34,0 %;8208;113086;-38;8985;3804;8886153;8647345;746645;;;;67,63 %;16070;11553;80872;65,81 %;12670;9780;68458;5,68 %;68148;41431;290019;;;;;;;;;;;;;993796;1407;66,78 %;940868;1530;63,22 %;75725;7495;5,09 %;;;;1136;8,65;871;3931;19,83 %;226,33 %;145,17 %;33,07 %;22,16 %;2716;20,67;1,33;2716;100,0 %;;3060;;;75;;566,9
2021-11-18;Thu, 18;114524;14949;99614;1444;1476;;1477;-1;36,9 %;1092;385;4;24;11830;11842;5,53 %;794,9;795,7;754,0;-10379;-10007;-9783;-9039;16,89 %;80591;13612;62163;296;5;113;414;114;40,9;2,10;2,09;3 %;280,2 %;28,7 %;8710;114563;-39;8727;5105;8900689;8660120;820192;;;;67,74 %;14536;11583;81083;65,91 %;12775;9645;67518;6,24 %;73547;46109;322760;;;;;;;;;;;;;994559;763;66,83 %;941693;825;63,28 %;79040;3315;5,31 %;;;;1202;9,15;896;4035;21,05 %;232,58 %;149,33 %;33,12 %;22,21 %;2791;21,24;1,36;2791;100,0 %;;3139;;;79;;607,8
2021-11-19;Fri, 19;115754;15818;99970;1447;1230;;1225;5;-6,7 %;869;356;3;27;11756;11754;4,44 %;789,9;789,8;756,2;-10490;-10118;-9894;-9150;17,36 %;83576;14509;64752;296;5;113;414;114;33,7;1,92;2,02;-1 %;180,9 %;24,4 %;8743;115788;-34;7569;6030;8915811;8672939;872143;;;;67,85 %;15122;12036;84254;66,00 %;12819;10055;70387;6,64 %;51951;47402;331811;;;;;;;;;;;;;995322;763;66,88 %;942518;825;63,33 %;82356;3316;5,53 %;;;;1232;9,38;918;3965;23,69 %;234,67 %;153,00 %;28,94 %;23,15 %;2816;21,43;1,38;2816;100,0 %;;3047;;;-92;;623,5
2021-11-20;Sat, 20;116436;16147;100321;1448;682;;680;2;-39,3 %;329;351;1;28;11325;11314;4,54 %;761,0;760,2;727,2;-9932;-9560;-9336;-8592;21,51 %;30522;6565;64719;296;5;113;414;114;33,8;1,67;1,84;-4 %;118,1 %;19,7 %;8474;116468;-32;6127;6579;8930934;8685759;924094;;;;67,97 %;15123;12489;87426;66,10 %;12820;10465;73257;7,03 %;51951;48445;339116;;;;;;;;;;;;;996086;764;66,93 %;943345;827;63,39 %;85672;3316;5,76 %;;;;1184;9,01;948;4081;19,35 %;232,08 %;158,00 %;25,65 %;23,23 %;2785;21,19;1,36;2785;100,0 %;;3133;;;86;;633,8
2021-11-21;Sun, 21;117410;16675;100766;1450;974;;973;1;-21,2 %;528;445;2;29;11060;11052;5,29 %;743,2;742,6;705,3;-9704;-9332;-9108;-8364;16,22 %;17202;2790;64683;298;6;120;424;94;37,9;1,35;1,58;-2 %;74,3 %;15,3 %;8267;117441;-31;4713;6738;8934406;8688459;937668;;;;67,99 %;3472;12525;87672;66,12 %;2700;10560;73920;7,14 %;13574;49460;346217;;;;;;;;;;;;;998053;1967;67,06 %;945261;1916;63,52 %;94261;8589;6,33 %;;;;1140;8,68;971;4344;18,01 %;230,25 %;161,83 %;23,37 %;22,35 %;2763;21,03;1,31;2763;100,0 %;;3373;;;240;;637,6
2021-11-22;Mon, 22;118099;16766;101364;1458;689;;689;0;-42,6 %;91;598;8;31;10552;10541;3,87 %;709,0;708,3;681,9;-8203;-7831;-7607;-6863;17,72 %;86708;15365;65648;307;7;121;435;83;27,1;1,13;1,39;-5 %;45,3 %;13,3 %;7599;118130;-31;3284;6556;8943917;8695102;994475;;;;68,07 %;9511;12561;87927;66,17 %;6643;10365;72558;7,57 %;56807;53094;371659;;;;;;;;;;;;;999229;1176;67,14 %;946311;1050;63,59 %;100664;6403;6,76 %;;;;1248;9,50;970;4528;22,47 %;232,00 %;161,67 %;21,66 %;21,42 %;2784;21,19;1,26;2784;100,0 %;;3558;;;185;;638,2
2021-11-23;Tue, 23;119537;17471;102105;1462;1438;;1446;-8;-33,9 %;705;741;4;30;9800;9798;10,69 %;658,5;658,4;594,8;-6333;-5961;-5737;-4993;17,20 %;87823;15106;65946;299;10;127;436;59;63,7;0,97;1,24;-7 %;9,1 %;12,4 %;6530;119576;-39;821;5747;8961294;8707102;1095800;;;;68,20 %;17377;13030;91211;66,26 %;12000;10347;72427;8,34 %;101325;59615;417303;;;;;;;;;;;;;1001071;1842;67,27 %;947878;1567;63,69 %;111177;10513;7,47 %;;;;1247;9,49;1013;4555;16,43 %;229,25 %;168,83 %;18,99 %;22,24 %;2751;20,94;1,20;2751;100,0 %;;3542;;;-16;;643,1
2021-11-24;Wed, 24;121098;18139;103010;1462;1561;;1573;-12;-52,4 %;667;906;0;22;8050;8063;8,88 %;540,9;541,8;497,6;-6425;-6053;-5829;-5085;16,84 %;80532;13562;66708;308;8;131;447;50;43,3;0,85;1,08;-18 %;-29,5 %;11,7 %;4281;121149;-51;-3381;3980;8981463;8721220;1215564;;;;68,35 %;20169;13616;95310;66,37 %;14118;10554;73875;9,25 %;119764;66988;468919;;;;;;;;;;;;;1003019;1948;67,40 %;949517;1639;63,80 %;123598;12421;8,31 %;;;;1243;9,46;1025;4538;9,42 %;225,00 %;170,83 %;15,44 %;22,59 %;2700;20,55;1,16;2700;100,0 %;;3513;;;-29;;642,5
2021-11-25;Thu, 25;122447;18454;104047;1464;1349;;1352;-3;-8,5 %;315;1037;2;20;7923;7938;6,92 %;532,4;533,4;498,9;-6561;-6189;-5965;-5221;15,80 %;79649;12585;66573;309;9;133;451;37;33,5;0,79;0,96;-2 %;-33,0 %;10,8 %;3505;122501;-54;-3904;2176;9019770;8735431;1335733;;;;68,64 %;38307;17012;119081;66,48 %;14211;10759;75311;10,17 %;120169;73649;515541;;;;;;;;;;;;;1003946;927;67,46 %;950298;781;63,86 %;128356;4758;8,62 %;;;;1251;9,52;1046;4568;4,08 %;220,75 %;174,33 %;13,21 %;22,90 %;2649;20,16;1,10;2649;100,0 %;;3522;;;9;;639,3
2021-11-26;Fri, 26;123228;17952;105330;1469;781;;781;0;-36,2 %;-501;1282;5;22;7474;7494;4,96 %;502,2;503,6;479,8;-6665;-6293;-6069;-5325;17,11 %;72724;12443;65023;317;8;133;458;44;22,4;0,75;0,86;-6 %;-36,2 %;8,7 %;2134;123282;-54;-4260;486;9021003;8748011;1431717;;;;68,65 %;1233;15027;105192;66,57 %;12580;10725;75072;10,90 %;95984;79939;559574;;;;;;;;;;;;;1004873;927;67,52 %;951079;781;63,91 %;133114;4758;8,94 %;;;;1226;9,33;1047;4533;-0,49 %;214,42 %;174,50 %;14,33 %;23,10 %;2573;19,58;1,03;2573;100,0 %;;3486;;;-36;;650,7
2021-11-27;Sat, 27;124055;17147;106964;1472;827;;829;-2;21,9 %;-806;1635;3;24;7619;7643;7,88 %;512,0;513,6;476,1;-6519;-6147;-5923;-5179;20,53 %;28195;5788;64690;324;8;134;466;52;35,9;0,73;0,80;2 %;-32,4 %;6,9 %;1000;124111;-56;-3671;-914;9037253;8760592;1527701;;;;68,78 %;16250;15188;106319;66,67 %;12581;10690;74833;11,63 %;95984;86230;603607;;;;;;;;;;;;;1005800;927;67,58 %;951861;782;63,96 %;137874;4760;9,26 %;;;;1184;9,01;1052;4585;0,00 %;217,92 %;175,33 %;12,35 %;22,94 %;2615;19,90;0,94;2615;100,0 %;;3533;;;47;;632,7
2021-11-28;Sun, 28;124838;16237;108656;1476;783;;782;1;-19,6 %;-910;1692;4;26;7428;7452;7,26 %;499,1;500,7;466,8;-6615;-6243;-6019;-5275;16,81 %;15357;2582;64427;331;8;135;474;50;32,3;0,77;0,79;-2 %;-32,6 %;5,3 %;-438;124893;-55;-3600;-2102;9043309;8764182;1555819;;;;68,82 %;6056;15558;108903;66,70 %;3590;10818;75723;11,84 %;28118;88307;618151;;;;;;;;;;;;;1008900;3100;67,79 %;953692;1831;64,08 %;153331;15457;10,30 %;;;;1083;8,24;1061;4819;-5,00 %;214,42 %;176,83 %;10,93 %;22,02 %;2573;19,58;0,85;2573;100,0 %;;3758;;;225;;630,4
2021-11-29;Mon, 29;125407;15129;110335;1490;569;;571;-2;-17,1 %;-1108;1679;14;32;7308;7334;4,36 %;491,1;492,8;472,2;-5737;-5365;-5141;-4397;16,21 %;82611;13391;63842;336;8;130;474;39;18,9;0,82;0,79;-2 %;-30,4 %;3,4 %;-1637;125464;-57;-3207;-3029;9056725;8772118;1638838;;;;68,92 %;13416;16115;112808;66,76 %;7936;11002;77016;12,47 %;83019;92052;644363;;;;;;;;;;;;;1010359;1459;67,89 %;954966;1274;64,17 %;161434;8103;10,85 %;;;;1135;8,64;1065;4787;-9,05 %;210,08 %;177,50 %;5,72 %;22,25 %;2521;19,19;0,82;2521;100,0 %;;3722;;;-36;;625,9
2021-11-30;Tue, 30;126516;14620;111952;1494;1109;;1108;1;-23,4 %;-508;1616;4;32;6979;6996;8,54 %;469,0;470,1;433,1;-5275;-4903;-4679;-3935;16,24 %;81522;13239;62941;312;9;135;456;20;35,9;0,88;0,80;-5 %;-28,6 %;1,3 %;-2851;126572;-56;-2802;-3546;9074106;8784973;1761781;;;;69,06 %;17381;16116;112812;66,86 %;12855;11124;77871;13,41 %;122943;95140;665981;;;;;;;;;;;;;1012084;1725;68,01 %;956510;1544;64,27 %;175346;13912;11,78 %;;;;1064;8,10;1082;4682;-14,68 %;201,67 %;180,33 %;2,79 %;23,11 %;2420;18,42;0,83;2420;100,0 %;;3600;;;-122;;616,5
2021-12-01;Wed, 1;128012;14541;113530;1495;1496;;1499;-3;-4,7 %;-80;1579;1;33;6914;6922;10,90 %;464,6;465,1;419,4;-5418;-5046;-4822;-4078;11,40 %;106858;12182;66702;311;7;136;454;7;45,2;0,92;0,83;-1 %;-14,2 %;-0,1 %;-3598;128071;-59;-1141;-3226;9092406;8800271;1908568;;;;69,20 %;18300;15849;110943;66,97 %;15298;11293;79051;14,52 %;146787;99001;693004;;;;;;;;;;;;;1013905;1821;68,13 %;958113;1603;64,38 %;188926;13580;12,69 %;;;;1016;7,73;1084;4690;-18,26 %;197,92 %;180,67 %;3,35 %;23,11 %;2375;18,07;0,86;2375;100,0 %;;3606;;;6;;587,7
2021-12-02;Thu, 2;129119;14143;115036;1501;1107;;1108;-1;-18,0 %;-398;1506;6;37;6672;6678;6,10 %;448,3;448,7;422,9;-5747;-5375;-5151;-4407;15,06 %;69004;10392;65182;317;7;136;460;9;25,4;0,91;0,86;-4 %;-15,9 %;-1,4 %;-4311;129179;-60;-1260;-2849;9110173;8817486;2053244;;;;69,33 %;17767;12915;90403;67,10 %;17215;11722;82055;15,63 %;144676;102502;717511;;;;;;;;;;;;;1014637;732;68,18 %;958822;709;64,43 %;194637;5711;13,08 %;;;;1015;7,72;1084;4669;-18,86 %;193,75 %;180,67 %;2,21 %;23,22 %;2325;17,69;0,90;2325;100,0 %;;3585;;;-21;;570,0
2021-12-03;Fri, 3;130044;13667;116436;1502;925;;924;1;18,3 %;-476;1400;1;33;6816;6821;6,09 %;458,0;458,3;432,0;-5844;-5472;-5248;-4504;16,95 %;64703;10967;64036;325;6;135;466;8;26,0;0,92;0,89;2 %;-9,0 %;-1,6 %;-4285;130103;-59;-673;-2336;9124723;8831104;2174857;;;;69,44 %;14550;14817;103720;67,21 %;13618;11870;83093;16,55 %;121613;106163;743140;;;;;;;;;;;;;1015369;732;68,23 %;959532;710;64,48 %;200349;5712;13,46 %;;;;1038;7,90;1084;4502;-15,33 %;190,50 %;180,67 %;-0,68 %;24,08 %;2286;17,40;0,92;2286;100,0 %;;3418;;;-167;;559,9
2021-12-04;Sat, 4;130593;13064;117588;1505;549;;549;0;-33,8 %;-603;1152;3;33;6538;6541;5,88 %;439,3;439,5;415,1;-5610;-5238;-5014;-4270;17,92 %;25783;4620;63691;332;5;135;472;6;24,2;0,92;0,92;-4 %;-14,4 %;-1,8 %;-4082;130652;-59;-1102;-1969;9139274;8844722;2296471;;;;69,55 %;14551;14574;102021;67,31 %;13618;12019;84130;17,48 %;121614;109824;768770;;;;;;;;;;;;;1016101;732;68,28 %;960241;709;64,52 %;206061;5712;13,85 %;;;;973;7,40;1060;4483;-17,82 %;186,17 %;176,67 %;-2,22 %;23,64 %;2234;17,00;0,90;2234;100,0 %;;3423;;;5;;542,2
2021-12-05;Sun, 5;131195;12527;118722;1507;602;;597;5;-23,7 %;-537;1134;2;31;6357;6356;6,69 %;427,2;427,1;400,3;-5641;-5269;-5045;-4301;17,24 %;15960;2752;63777;337;5;135;477;3;26,9;0,92;0,92;-3 %;-14,7 %;-1,9 %;-3710;131249;-54;-1096;-1612;9144318;8848642;2341057;;;;69,59 %;5044;14430;101009;67,34 %;3920;12066;84460;17,82 %;44586;112177;785238;;;;;;;;;;;;;1018365;2264;68,43 %;962328;2087;64,66 %;226524;20463;15,22 %;;;;923;7,02;1066;4638;-14,77 %;184,25 %;177,67 %;-3,76 %;22,98 %;2211;16,83;0,87;2211;100,0 %;;3572;;;149;;528,1
2021-12-06;Mon, 6;131527;11796;119792;1510;332;;339;-7;-40,6 %;-732;1071;3;20;6120;6124;4,60 %;411,2;411,5;393,4;-4860;-4488;-4264;-3520;16,60 %;74676;12396;62644;321;5;141;467;-7;17,8;0,93;0,92;-4 %;-16,5 %;-1,8 %;-3333;131588;-61;-1210;-1326;9157188;8859633;2449877;;;;69,69 %;12870;14352;100463;67,42 %;10991;12502;87515;18,64 %;108820;115863;811039;;;;;;;;;;;;;1019983;1618;68,54 %;964495;2167;64,81 %;237443;10919;15,96 %;;;;943;7,18;1070;4592;-16,92 %;176,92 %;178,33 %;-4,07 %;23,30 %;2123;16,16;0,85;2123;100,0 %;;3522;;;-50;;524,9
2021-12-07;Tue, 7;132738;11921;120884;1513;1211;;1217;-6;9,8 %;125;1092;3;19;6222;6233;6,05 %;418,1;418,8;394,9;-4579;-4207;-3983;-3239;14,83 %;76024;11274;61858;318;4;139;461;5;23,2;0,92;0,92;2 %;-10,9 %;-1,4 %;-2700;132805;-67;-763;-1035;9171146;8874042;2597261;;;;69,79 %;13958;13863;97040;67,53 %;14409;12724;89069;19,77 %;147384;119354;835480;;;;;;;;;;;;;1021119;1136;68,61 %;965837;1342;64,90 %;251461;14018;16,90 %;;;;941;7,16;1047;4485;-11,56 %;173,00 %;174,50 %;-4,21 %;23,34 %;2076;15,80;0,85;2076;100,0 %;;3438;;;-84;;519,2
2021-12-08;Wed, 8;133569;11689;121949;1525;831;;833;-2;-44,4 %;-232;1065;12;30;5557;5567;5,59 %;373,4;374,1;354,3;-4308;-3936;-3712;-2968;14,56 %;57696;8401;54835;310;7;137;454;0;19,1;0,90;0,91;-11 %;-19,6 %;-4,0 %;-2851;133638;-69;-1355;-1066;9186190;8890457;2757824;;;;69,91 %;15044;13398;93784;67,66 %;16415;12884;90186;20,99 %;160563;121322;849256;;;;;;;;;;;;;1022595;1476;68,71 %;967535;1698;65,01 %;265319;13858;17,83 %;;;;922;7,02;1033;4322;-9,25 %;164,75 %;172,17 %;-7,85 %;23,90 %;1977;15,05;0,88;1977;100,0 %;;3289;;;-149;;491,8
2021-12-09;Thu, 9;134211;11282;122997;1537;642;;641;1;-42,1 %;-407;1048;12;36;5092;5100;3,75 %;342,2;342,7;330,3;-4028;-3656;-3432;-2688;12,56 %;60246;7567;53584;308;6;134;448;-12;11,9;0,87;0,90;-8 %;-23,6 %;-6,3 %;-2860;134279;-68;-1578;-1111;9200871;8907821;2915897;;;;70,02 %;14681;12957;90698;67,79 %;17364;12905;90335;22,19 %;158073;123236;862653;;;;;;;;;;;;;1023283;688;68,76 %;968510;975;65,08 %;272078;6759;18,28 %;;;;866;6,59;1040;4206;-14,68 %;157,67 %;173,33 %;-9,92 %;24,73 %;1892;14,40;0,90;1892;100,0 %;;3166;;;-123;;469,9
2021-12-10;Fri, 10;134753;10836;123996;1540;542;;553;-11;-40,2 %;-446;999;3;38;4709;4729;4,30 %;316,4;317,8;304,7;-4020;-3648;-3424;-2680;13,99 %;55606;7779;52284;306;6;134;446;-20;11,7;0,84;0,88;-7 %;-30,7 %;-8,7 %;-2831;134832;-79;-2092;-1314;9213231;8923122;3048353;;;;70,11 %;12360;12644;88508;67,91 %;15301;13145;92018;23,20 %;132456;124785;873496;;;;;;;;;;;;;1023972;689;68,81 %;969485;975;65,14 %;278837;6759;18,74 %;;;;843;6,42;1014;4023;-18,79 %;149,33 %;169,00 %;-10,64 %;25,21 %;1792;13,64;0,92;1792;100,0 %;;3009;;;-157;;446,4
2021-12-11;Sat, 11;135140;10234;124985;1545;387;;387;0;-29,5 %;-602;989;5;40;4547;4567;6,30 %;305,5;306,9;288,7;-3821;-3449;-3225;-2481;15,91 %;20084;3195;51470;303;7;135;445;-27;16,8;0,79;0,85;-3 %;-30,2 %;-11,2 %;-2830;135219;-79;-1974;-1438;9225591;8938423;3180810;;;;70,21 %;12360;12331;86317;68,02 %;15301;13386;93701;24,21 %;132457;126334;884339;;;;;;;;;;;;;1024661;689;68,85 %;970460;975;65,21 %;285596;6759;19,19 %;;;;802;6,10;1016;4028;-17,57 %;145,75 %;169,33 %;-10,15 %;25,22 %;1749;13,31;0,89;1749;100,0 %;;3012;;;3;;426,3
2021-12-12;Sun, 12;135407;9546;125939;1552;267;;266;1;-55,4 %;-688;954;7;45;4212;4236;3,04 %;283,0;284,6;276,2;-3749;-3377;-3153;-2409;13,63 %;15332;2090;51381;301;7;135;443;-34;6,8;0,77;0,82;-7 %;-33,4 %;-13,8 %;-2981;135485;-78;-2120;-1585;9228970;8942733;3216672;;;;70,23 %;3379;12093;84652;68,06 %;4310;13442;94091;24,48 %;35862;125088;875615;;;;;;;;;;;;;1026486;1825;68,97 %;972633;2173;65,36 %;308555;22959;20,73 %;;;;722;5,49;1022;4156;-21,78 %;141,08 %;170,33 %;-10,39 %;24,59 %;1693;12,88;0,84;1693;100,0 %;;3134;;;122;;407,5
2021-12-13;Mon, 13;135799;8967;126913;1562;392;;395;-3;16,5 %;-579;974;10;52;4272;4292;6,93 %;287,1;288,4;269,7;-2923;-2551;-2327;-1583;12,63 %;66834;8441;50260;293;4;128;425;-42;17,4;0,77;0,81;1 %;-29,9 %;-16,3 %;-2829;135880;-81;-1832;-1673;9238741;8953990;3325729;;;;70,31 %;9771;11650;81553;68,14 %;11257;13480;94357;25,31 %;109057;125122;875852;;;;;;;;;;;;;1027400;914;69,04 %;973846;1213;65,44 %;318698;10143;21,41 %;;;;803;6,11;1010;4053;-14,85 %;136,42 %;168,33 %;-11,74 %;24,92 %;1637;12,46;0,80;1637;100,0 %;;3043;;;-91;;398,0
2021-12-14;Tue, 14;136564;8797;127848;1577;765;;765;0;-37,1 %;-169;934;15;64;3826;3840;12,52 %;257,1;258,0;229,3;-2858;-2486;-2262;-1518;11,41 %;68120;7772;49131;281;6;126;413;-48;27,8;0,78;0,80;-11 %;-38,4 %;-19,0 %;-3123;136645;-81;-2393;-1906;9258808;8975713;3477146;;;;70,46 %;20067;12523;87662;68,31 %;21723;14524;101671;26,46 %;151417;125698;879885;;;;;;;;;;;;;1028831;1431;69,13 %;975744;1898;65,57 %;335591;16893;22,55 %;;;;777;5,91;984;3855;-17,43 %;128,00 %;164,00 %;-14,05 %;25,53 %;1536;11,69;0,79;1536;100,0 %;;2871;;;-172;;381,5
2021-12-15;Wed, 15;137190;8525;128756;1586;626;;636;-10;-23,6 %;-272;908;9;61;3621;3643;8,46 %;243,3;244,8;225,7;-2843;-2471;-2247;-1503;11,75 %;58459;6869;49240;269;5;125;399;-55;17,6;0,80;0,79;-5 %;-34,6 %;-18,0 %;-3164;137281;-91;-1924;-1988;9275995;8996572;3655235;;;;70,59 %;17187;12829;89805;68,47 %;20859;15159;106115;27,82 %;178089;128202;897411;;;;;;;;;;;;;1030439;1608;69,24 %;977659;1915;65,69 %;350148;14557;23,53 %;;;;717;5,46;969;3698;-22,23 %;119,00 %;161,50 %;-14,44 %;26,20 %;1428;10,87;0,81;1428;100,0 %;;2729;;;-142;;355,0
