Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;Unreported factor Hosp;IVENA minus ICU;BAV Ventilator;BAV Vent DIFF;BAV Norm DIFF;BAV Total DIFF;BAV Inc corrected
2021-12-16;Thu, 16;137664;8126;129631;1587;474;;476;-2;-25,7 %;-399;875;1;50;3453;3478;7,10 %;232,0;233,7;218,2;-2774;-2402;-2178;-1434;11,14 %;55953;6233;48627;250;8;121;379;-69;13,8;0,82;0,79;-5 %;-31,8 %;-17,0 %;-3156;137757;-93;-1622;-1994;9293896;9018100;3822627;;;;70,73 %;17901;13289;93025;68,63 %;21528;15754;110279;29,09 %;167392;129533;906730;;;;;;;;;;;;;1031765;1326;69,33 %;978641;982;65,76 %;357074;6926;23,99 %;;;;668;5,08;921;3528;-22,86 %;111,83 %;153,50 %;-16,12 %;26,11 %;1342;10,21;0,83;1342;100,0 %;;2607;;;-122;;321,6
2021-12-17;Fri, 17;138291;7864;130521;1588;627;;628;-1;13,6 %;-262;890;1;48;3538;3553;10,82 %;237,7;238,7;215,4;-3016;-2644;-2420;-1676;11,90 %;47669;5673;47493;243;8;119;370;-76;22,3;0,81;0,80;2 %;-24,9 %;-15,8 %;-2972;138385;-94;-1176;-1863;9312813;9035824;3950093;;;;70,87 %;18917;14226;99582;68,76 %;17724;16100;112702;30,06 %;127466;128820;901740;;;;;;;;;;;;;1033091;1326;69,42 %;979624;983;65,83 %;364001;6927;24,46 %;;;;684;5,21;911;3324;-18,86 %;107,08 %;151,83 %;-17,38 %;27,41 %;1285;9,78;0,84;1285;100,0 %;;2413;;;-194;;312,5
2021-12-18;Sat, 18;138516;7294;131316;1590;225;;225;0;-41,9 %;-570;795;2;45;3376;3391;8,83 %;226,9;227,9;209,4;-2976;-2604;-2380;-1636;14,96 %;17545;2625;47130;235;9;117;361;-84;17,5;0,83;0,82;-5 %;-25,7 %;-14,3 %;-2940;138610;-94;-1176;-1749;9331730;9053549;4077559;;;;71,02 %;18917;15163;106139;68,90 %;17725;16447;115126;31,03 %;127466;128107;896749;;;;;;;;;;;;;1034417;1326;69,51 %;980607;983;65,89 %;370928;6927;24,92 %;;;;628;4,78;887;3315;-21,70 %;102,83 %;147,83 %;-17,70 %;26,76 %;1234;9,39;0,83;1234;100,0 %;;2428;;;15;;299,3
2021-12-19;Sun, 19;138868;6918;132045;1592;352;;353;-1;32,7 %;-376;729;2;40;3461;3478;7,60 %;232,6;233,7;217,2;-2933;-2561;-2337;-1593;10,61 %;12510;1327;46727;227;9;116;352;-91;15,4;0,87;0,84;3 %;-17,9 %;-12,7 %;-2628;138963;-95;-758;-1554;9339167;9059254;4121644;;;;71,07 %;7437;15742;110197;68,94 %;5705;16646;116521;31,37 %;44085;129282;904972;;;;;;;;;;;;;1037370;2953;69,71 %;982913;2306;66,05 %;391912;20984;26,33 %;;;;607;4,62;881;3382;-15,93 %;98,17 %;146,83 %;-18,62 %;26,05 %;1178;8,96;0,82;1178;100,0 %;;2501;;;73;;287,9
2021-12-20;Mon, 20;139220;6593;132720;1596;352;;350;2;-11,4 %;-326;676;4;34;3421;3433;4,86 %;229,9;230,7;220,0;-2521;-2149;-1925;-1181;10,42 %;58434;6089;45527;220;9;125;354;-71;9,9;0,91;0,86;-1 %;-20,0 %;-11,1 %;-2374;139313;-93;-859;-1415;9350791;9074047;4243670;;;;71,16 %;11624;16007;112050;69,06 %;14793;17151;120057;32,30 %;122026;131134;917941;;;;;;;;;;;;;1039380;2010;69,84 %;984931;2018;66,18 %;405305;13393;27,23 %;;;;605;4,60;865;3255;-24,66 %;92,92 %;144,17 %;-19,69 %;26,57 %;1115;8,49;0,84;1115;100,0 %;;2390;;;-111;;284,4
2021-12-21;Tue, 21;139859;6581;133373;1597;639;;641;-2;-16,2 %;-11;652;1;20;3295;3309;6,77 %;221,4;222,3;208,2;-2522;-2150;-1926;-1182;10,24 %;57322;5870;43985;209;8;117;334;-79;13,2;0,94;0,88;-4 %;-13,8 %;-9,4 %;-2216;139954;-95;-531;-1149;9368558;9096777;4390036;;;;71,30 %;17767;15679;109750;69,23 %;22730;17295;121064;33,41 %;146366;130413;912890;;;;;;;;;;;;;1041163;1783;69,96 %;987085;2154;66,33 %;419031;13726;28,16 %;;;;543;4,13;822;3066;-30,12 %;85,50 %;137,00 %;-20,47 %;26,81 %;1026;7,81;0,87;1026;100,0 %;;2244;;;-146;;275,9
2021-12-22;Wed, 22;140402;6519;133978;1603;543;;543;0;-14,6 %;-62;605;6;17;3212;3216;4,50 %;215,8;216,1;206,8;-2591;-2219;-1995;-1251;9,27 %;54022;5008;43351;198;7;115;320;-79;9,0;0,96;0,90;-3 %;-11,7 %;-9,7 %;-2006;140497;-95;-427;-936;9386728;9118616;4537362;;;;71,44 %;18170;15819;110733;69,39 %;21839;17435;122044;34,53 %;147326;126018;882127;;;;;;;;;;;;;1042037;874;70,02 %;987809;724;66,38 %;423935;4904;28,49 %;;;;546;4,16;796;2841;-23,85 %;79,17 %;132,67 %;-23,17 %;28,02 %;950;7,23;0,92;950;100,0 %;;2045;;;-199;;254,9
2021-12-23;Thu, 23;140814;6320;134591;1609;412;;414;-2;-13,0 %;-199;613;6;22;3150;3154;6,59 %;211,7;211,9;198,8;-2375;-2003;-1779;-1035;8,39 %;51720;4339;42746;187;8;115;310;-69;12,9;0,94;0,92;-2 %;-9,3 %;-10,1 %;-1807;140911;-97;-324;-750;9399351;9135736;4650349;;;;71,53 %;12623;15065;105455;69,53 %;17120;16805;117636;35,39 %;112987;118246;827722;;;;;;;;;;;;;1042912;875;70,08 %;988534;725;66,42 %;428840;4905;28,82 %;;;;504;3,84;768;2543;-24,55 %;75,17 %;128,00 %;-27,92 %;30,20 %;902;6,86;0,96;902;100,0 %;;1775;;;-270;;245,3
2021-12-24;Fri, 24;141159;6119;135140;1612;345;;348;-3;-44,6 %;-201;549;3;24;2868;2874;7,70 %;192,7;193,1;179,3;-2497;-2125;-1901;-1157;11,48 %;18979;2179;38647;176;9;116;301;-69;13,4;0,91;0,92;-9 %;-19,1 %;-11,4 %;-1745;141259;-100;-679;-679;9401329;9138140;4663651;;;;71,55 %;1978;12645;88516;69,54 %;2404;14617;102316;35,49 %;13302;101937;713558;;;;;;;;;;;;;1043787;875;70,14 %;989259;725;66,47 %;433745;4905;29,15 %;;;;428;3,26;757;2490;-37,43 %;69,67 %;126,17 %;-25,09 %;30,40 %;836;6,36;0,97;836;100,0 %;;1733;;;-42;;228,4
2021-12-25;Sat, 25;141170;5611;135660;1614;11;;12;-1;-94,7 %;-508;520;2;24;2654;2661;3,23 %;178,3;178,8;173,2;-2158;-1786;-1562;-818;13,56 %;12082;1638;37867;164;9;117;290;-71;5,1;0,87;0,91;-7 %;-21,5 %;-12,9 %;-1683;141271;-101;-730;-615;9403308;9140545;4676954;;;;71,56 %;1979;10225;71578;69,56 %;2405;12428;86996;35,59 %;13303;85628;599395;;;;;;;;;;;;;1044662;875;70,20 %;989984;725;66,52 %;438648;4903;29,48 %;;;;368;2,80;745;2490;-41,40 %;63,00 %;124,17 %;-24,89 %;29,92 %;756;5,75;0,97;756;100,0 %;;1745;;;12;;210,1
2021-12-26;Sun, 26;141581;5528;136157;1617;411;;414;-3;17,3 %;-83;497;3;25;2713;2722;13,67 %;182,3;182,9;160,9;-2220;-1848;-1624;-880;9,42 %;16090;1516;38378;151;11;119;281;-71;21,4;0,85;0,90;2 %;-21,7 %;-14,2 %;-1390;141685;-104;-756;-615;9404627;9142281;4690589;;;;71,57 %;1319;9351;65460;69,57 %;1736;11861;83027;35,70 %;13635;81278;568945;;;;;;;;;;;;;1045497;835;70,25 %;991146;1162;66,60 %;446553;7905;30,01 %;;;;365;2,78;733;2509;-39,87 %;61,33 %;122,17 %;-25,81 %;29,21 %;736;5,60;0,96;736;100,0 %;;1776;;;31;;192,1
2021-12-27;Mon, 27;142226;5664;136665;1619;645;;644;1;84,0 %;136;508;2;23;3006;3016;13,43 %;202,0;202,7;178,7;-2227;-1855;-1631;-887;10,99 %;42525;4673;36106;153;12;110;275;-79;23,3;0,86;0,89;11 %;-12,1 %;-15,8 %;-928;142329;-103;-417;-552;9412794;9155592;4762648;;;;71,63 %;8167;8858;62003;69,68 %;13311;11649;81545;36,24 %;72059;74140;518978;;;;;;;;;;;;;1046742;1245;70,34 %;992170;1024;66,67 %;452829;6276;30,43 %;;;;368;2,80;722;2478;-39,17 %;61,33 %;120,33 %;-23,87 %;29,14 %;736;5,60;0,98;736;100,0 %;;1756;;;-20;;189,8
2021-12-28;Tue, 28;142842;5793;137149;1620;616;;613;3;-4,4 %;129;484;1;23;2983;2988;11,99 %;200,4;200,8;179,3;-2299;-1927;-1703;-959;11,28 %;36292;4094;33101;151;13;103;267;-67;21,1;0,91;0,90;-1 %;-9,7 %;-17,8 %;-788;142942;-100;-321;-522;9424656;9171115;4851716;;;;71,72 %;11862;8014;56098;69,79 %;15523;10620;74338;36,92 %;89068;65954;461680;;;;;;;;;;;;;1048356;1614;70,44 %;993500;1330;66,76 %;459243;6414;30,86 %;;;;365;2,78;688;2360;-32,78 %;59,25 %;114,67 %;-23,03 %;29,15 %;711;5,41;1,00;711;100,0 %;;1672;;;-84;;187,9
2021-12-29;Wed, 29;143470;5920;137646;1627;628;;624;4;14,9 %;127;497;7;24;3068;3069;13,05 %;206,2;206,2;182,4;-2510;-2138;-1914;-1170;7,39 %;11957;884;27092;145;12;105;262;-58;23,8;0,99;0,93;3 %;-4,6 %;-21,3 %;-599;143566;-96;-147;-482;9435388;9184653;4934888;;;;71,81 %;10732;6951;48660;69,90 %;13538;9434;66037;37,56 %;83172;56789;397526;;;;;;;;;;;;;1049126;770;70,50 %;994067;567;66,80 %;462373;3130;31,07 %;;;;372;2,83;660;2231;-31,87 %;59,00 %;110,00 %;-21,47 %;29,58 %;708;5,39;1,04;708;100,0 %;;1571;;;-101;;172,1
2021-12-30;Thu, 30;144155;6112;138136;1628;685;;682;3;64,7 %;192;490;1;19;3341;3337;10,28 %;224,5;224,2;203,3;-2843;-2471;-2247;-1503;0,00 %;0;0;19704;146;11;104;261;-49;21,2;1,09;0,97;9 %;5,8 %;-27,2 %;-208;144248;-93;183;-410;9444681;9196273;5009282;;;;71,88 %;9293;6476;45330;69,99 %;11620;8648;60537;38,12 %;74394;51276;358933;;;;;;;;;;;;;1049897;771;70,55 %;994635;568;66,83 %;465504;3131;31,28 %;;;;372;2,83;639;2061;-26,19 %;57,83 %;106,50 %;-18,95 %;31,00 %;694;5,28;1,09;694;100,0 %;;1422;;;-149;;178,8
2021-12-31;Fri, 31;144577;6060;138609;1629;422;;421;1;21,0 %;-52;473;1;17;3418;3410;7,76 %;229,7;229,1;212,6;-3250;-2878;-2654;-1910;0,00 %;0;0;16992;146;10;103;259;-42;17,1;1,14;1,01;2 %;18,6 %;-32,1 %;-59;144669;-92;536;-236;9446486;9198934;5023681;;;;71,89 %;1805;6451;45157;70,01 %;2661;8685;60794;38,23 %;14399;51433;360030;;;;;;;;;;;;;1050668;771;70,60 %;995203;568;66,87 %;468634;3130;31,49 %;;;;366;2,79;648;2016;-14,49 %;57,08 %;108,00 %;-19,04 %;32,14 %;685;5,21;1,13;685;100,0 %;;1368;;;-54;;182,1
2022-01-01;Sat, 1;144582;5609;139068;1630;5;;8;-3;-33,3 %;-451;459;1;16;3412;3406;8,02 %;229,3;228,9;211,9;-2840;-2468;-2244;-1500;13,50 %;11505;1553;16910;147;8;103;258;-32;17,4;1,16;1,06;-0 %;28,0 %;-37,0 %;-2;144677;-95;745;-25;9447204;9200023;5030204;;;;71,69 %;718;6271;43896;69,82 %;1089;8497;59478;38,17 %;6523;50464;353250;;;;;;;;;;;;;1050673;5;70,62 %;995226;23;66,90 %;469979;1345;31,59 %;;;;345;2,62;647;2052;-6,25 %;56,92 %;107,83 %;-17,59 %;31,53 %;683;5,18;1,16;683;100,0 %;;1405;;;37;;181,1
2022-01-02;Sun, 2;145201;5775;139519;1631;619;;617;2;49,0 %;166;451;1;14;3620;3609;18,23 %;243,3;242,6;205,2;-2818;-2446;-2222;-1478;11,87 %;17161;2037;17063;148;7;102;257;-24;38,1;1,17;1,11;6 %;32,6 %;-42,5 %;247;145294;-93;887;209;9451778;9203576;5054099;;;;71,73 %;4574;6736;47151;69,85 %;3553;8756;61295;38,36 %;23895;51930;363510;;;;;;;;;;;;;1052235;1562;70,73 %;996629;1403;66,99 %;477444;7465;32,09 %;;;;351;2,66;638;2104;-3,84 %;56,75 %;106,33 %;-16,14 %;30,32 %;681;5,17;1,20;681;100,0 %;;1466;;;61;;182,8
2022-01-03;Mon, 3;146003;6169;139930;1631;802;;805;-3;25,0 %;394;411;0;12;3777;3770;16,83 %;253,9;253,4;216,9;-3005;-2633;-2409;-1665;13,77 %;55733;7674;18950;149;8;99;256;-19;37,0;1,14;1,14;4 %;25,0 %;-46,7 %;505;146099;-96;754;377;9456601;9212679;5105657;;;;71,77 %;4823;6258;43807;69,91 %;9103;8155;57087;38,75 %;51558;49001;343009;;;;;;;;;;;;;1053404;1169;70,81 %;997677;1048;67,06 %;482993;5549;32,47 %;;;;365;2,77;601;2079;-0,82 %;56,67 %;100,17 %;-16,10 %;28,91 %;680;5,16;1,25;680;100,0 %;;1478;;;12;;190,5
2022-01-04;Tue, 4;147075;6862;140310;1645;1072;;1073;-1;75,0 %;693;380;14;25;4233;4230;19,35 %;284,5;284,3;238,2;-3456;-3084;-2860;-2116;14,41 %;54655;7876;21573;151;8;95;254;-13;46,3;1,17;1,17;12 %;41,6 %;-48,8 %;1069;147172;-97;1242;600;9467437;9232617;5202714;;;;71,85 %;10836;6112;42781;70,07 %;19938;8786;61502;39,48 %;97057;50143;350998;;;;;;;;;;;;;1054574;1170;70,89 %;998725;1048;67,13 %;488542;5549;32,84 %;;;;372;2,82;557;1984;1,92 %;55,75 %;92,83 %;-15,93 %;28,07 %;669;5,08;1,30;669;100,0 %;;1427;;;-51;;199,4
2022-01-05;Wed, 5;148408;7817;140699;1646;1333;;1344;-11;115,4 %;955;389;1;19;4938;4950;15,40 %;331,9;332,7;288,3;-4108;-3736;-3512;-2768;14,04 %;56776;7971;27976;154;9;90;253;-9;43,6;1,25;1,22;17 %;61,3 %;-45,2 %;1897;148516;-108;1881;890;9477400;9250938;5292996;;;;71,92 %;9963;6002;42012;70,21 %;18321;9469;66285;40,17 %;90282;51158;358108;;;;;;;;;;;;;1055335;761;70,94 %;999121;396;67,16 %;491483;2941;33,04 %;;;;359;2,72;546;1889;-3,49 %;53,75 %;91,00 %;-15,33 %;28,90 %;645;4,89;1,35;645;100,0 %;;1343;;;-84;;212,7
2022-01-06;Thu, 6;149684;8665;141129;1648;1276;;1278;-2;87,4 %;847;431;2;20;5529;5546;21,91 %;371,6;372,8;305,8;-4974;-4602;-4378;-3634;15,15 %;25183;3815;31573;157;9;86;252;-9;65,8;1,34;1,27;12 %;66,2 %;-34,6 %;2553;149794;-110;2209;1179;9481752;9256097;5325302;;;;71,96 %;4352;5296;37071;70,24 %;5159;8546;59824;40,41 %;32306;45146;316020;;;;;;;;;;;;;1056279;944;71,00 %;1000083;962;67,22 %;496451;4968;33,37 %;;;;308;2,34;543;1899;-17,20 %;47,58 %;90,50 %;-7,86 %;28,59 %;571;4,33;1,38;571;100,0 %;;1356;;;13;;234,1
2022-01-07;Fri, 7;151144;9703;141556;1650;1460;;1465;-5;248,0 %;1038;427;2;21;6567;6590;12,78 %;441,4;443,0;392,8;-6428;-6056;-5832;-5088;15,45 %;53091;8203;39158;157;9;85;251;-8;48,6;1,50;1,36;19 %;93,3 %;-17,2 %;3643;151259;-115;3180;1557;9489307;9274418;5399357;;;;72,01 %;7555;6117;42821;70,38 %;18321;10783;75484;40,98 %;74055;53668;375676;;;;;;;;;;;;;1057224;945;71,06 %;1001045;962;67,29 %;501419;4968;33,70 %;;;;330;2,50;514;1792;-9,84 %;49,58 %;85,67 %;-11,11 %;28,68 %;595;4,52;1,36;595;100,0 %;;1278;;;-78;;243,2
2022-01-08;Sat, 8;152236;10358;141995;1652;1092;;1094;-2;13575,0 %;656;438;2;22;7654;7676;14,46 %;514,5;516,0;450,8;-6908;-6536;-6312;-5568;17,49 %;26285;4597;41269;156;9;85;250;-8;63,7;1,65;1,46;16 %;125,4 %;4,9 %;4750;152353;-117;4270;2060;9495457;9287088;5448126;;;;72,06 %;6150;6893;48253;70,48 %;12670;12438;87065;41,35 %;48769;59703;417922;;;;;;;;;;;;;1057624;400;71,09 %;1001960;915;67,35 %;504299;2880;33,90 %;;;;316;2,40;513;1815;-8,41 %;51,92 %;85,50 %;-11,55 %;28,26 %;623;4,73;1,32;623;100,0 %;;1302;;;24;;269,0
2022-01-09;Sun, 9;153268;10914;142471;1653;1032;;1032;0;67,3 %;555;477;1;22;8067;8091;14,05 %;542,2;543,9;476,9;-7137;-6765;-6541;-5797;17,18 %;18250;3135;41425;155;9;84;248;-9;65,3;1,69;1,53;5 %;124,2 %;32,9 %;5139;153385;-117;4482;2574;9498594;9293480;5468076;;;;72,08 %;3137;6688;46816;70,53 %;6392;12843;89904;41,50 %;19950;59140;413977;;;;;;;;;;;;;1058319;695;71,14 %;1003629;1669;67,46 %;511215;6916;34,36 %;;;;303;2,30;502;1845;-13,68 %;51,75 %;83,67 %;-12,31 %;27,21 %;621;4,71;1,31;621;100,0 %;;1343;;;41;;294,3
2022-01-10;Mon, 10;155008;12174;142959;1660;1740;;1748;-8;117,1 %;1261;487;7;29;9005;9034;14,03 %;605,3;607,2;532,5;-7804;-7432;-7208;-6464;17,66 %;83077;14671;45331;157;8;82;247;-9;72,8;1,70;1,59;12 %;139,6 %;65,7 %;6005;155133;-125;5264;3218;9503705;9308384;5533224;;;;72,12 %;5111;6729;47104;70,64 %;14904;13672;95705;41,99 %;65148;61081;427567;;;;;;;;;;;;;1058976;657;71,18 %;1005250;1621;67,57 %;516989;5774;34,75 %;;;;327;2,48;491;1760;-10,41 %;51,17 %;81,83 %;-15,34 %;27,90 %;614;4,66;1,34;614;100,0 %;;1269;;;-74;;320,9
2022-01-11;Tue, 11;157309;14004;143445;1660;2301;;2316;-15;115,8 %;1829;487;0;15;10234;10277;15,75 %;687,9;690,8;596,8;-8769;-8397;-8173;-7429;16,72 %;83512;13963;49453;168;11;75;254;0;91,1;1,65;1,62;14 %;143,0 %;99,7 %;7142;157449;-140;6047;3905;9511377;9330481;5628700;;;;72,18 %;7672;6277;43940;70,81 %;22097;13981;97864;42,72 %;95476;60855;425986;;;;;;;;;;;;;1059825;849;71,24 %;1007526;2276;67,72 %;525371;8382;35,31 %;;;;324;2,46;467;1742;-12,90 %;50,58 %;77,83 %;-12,20 %;26,81 %;607;4,61;1,41;607;100,0 %;;1275;;;6;;338,6
2022-01-12;Wed, 12;159669;15861;143961;1660;2360;;2373;-13;76,6 %;1857;516;0;14;11261;11306;17,77 %;756,9;760,0;645,3;-9866;-9494;-9270;-8526;16,83 %;77495;13042;52413;168;10;73;251;-2;111,6;1,56;1,61;10 %;128,4 %;116,0 %;8044;159822;-153;6356;4544;9519847;9353336;5730685;;;;72,25 %;8470;6064;42447;70,98 %;22855;14628;102398;43,49 %;101985;62527;437689;;;;;;;;;;;;;1060618;793;71,29 %;1009767;2241;67,87 %;534735;9364;35,94 %;;;;331;2,51;443;1665;-7,80 %;51,92 %;73,83 %;-11,86 %;26,61 %;623;4,73;1,48;623;100,0 %;;1222;;;-53;;374,1
2022-01-13;Thu, 13;161872;17543;144499;1660;2203;;2220;-17;73,7 %;1681;539;0;12;12188;12248;14,63 %;819,2;823,3;718,2;-10617;-10245;-10021;-9277;15,81 %;75148;11881;59551;160;9;65;234;-18;101,0;1,54;1,60;8 %;120,8 %;117,6 %;8878;162042;-170;6702;5186;9528865;9375019;5831781;;;;72,31 %;9018;6730;47113;71,15 %;21683;16989;118922;44,26 %;101096;72354;506479;;;;;;;;;;;;;1061259;641;71,34 %;1011238;1471;67,97 %;540358;5623;36,32 %;;;;349;2,65;430;1608;13,31 %;56,92 %;71,67 %;-15,32 %;26,74 %;683;5,18;1,51;683;100,0 %;;1178;;;-44;;419,0
2022-01-14;Fri, 14;164084;19174;145104;1661;2212;;2236;-24;52,6 %;1632;604;1;11;12940;13019;14,86 %;869,8;875,1;761,9;-11752;-11380;-11156;-10412;19,19 %;72101;13836;62267;178;9;64;251;0;107,9;1,49;1,55;6 %;97,6 %;103,1 %;9472;164278;-194;6429;5650;9539610;9397639;5926368;;;;72,40 %;10745;7186;50303;71,32 %;22620;17603;123221;44,98 %;94587;75287;527011;;;;;;;;;;;;;1061901;642;71,38 %;1012710;1472;68,07 %;545981;5623;36,70 %;;;;364;2,76;415;1550;10,30 %;57,50 %;69,17 %;-13,50 %;26,77 %;690;5,24;1,48;690;100,0 %;;1135;;;-43;;471,8
2022-01-15;Sat, 15;165887;20276;145811;1661;1803;;1809;-6;65,4 %;1102;707;0;9;13651;13734;11,31 %;917,6;923,2;829,4;-12547;-12175;-11951;-11207;23,57 %;31398;7401;62997;197;10;63;270;20;88,2;1,43;1,49;5 %;78,9 %;89,0 %;9918;166087;-200;6058;5905;9547924;9409230;5973002;;;;72,46 %;8314;7495;52467;71,41 %;11591;17449;122142;45,33 %;46634;74982;524876;;;;;;;;;;;;;1062260;359;71,40 %;1013540;830;68,13 %;548764;2783;36,89 %;;;;357;2,71;407;1562;12,97 %;58,58 %;67,83 %;-13,94 %;26,06 %;703;5,34;1,42;703;100,0 %;;1155;;;20;;499,4
2022-01-16;Sun, 16;167664;21257;146603;1662;1777;;1773;4;71,8 %;981;792;1;9;14396;14475;13,18 %;967,7;973,0;859,7;-12582;-12210;-11986;-11242;25,17 %;20314;5113;63292;215;10;63;288;40;108,0;1,38;1,44;5 %;78,9 %;78,1 %;10343;167860;-196;6384;6177;9551061;9413585;5988435;;;;72,48 %;3137;7495;52467;71,44 %;4355;17158;120105;45,45 %;15433;74337;520359;;;;;;;;;;;;;1063344;1084;71,48 %;1015995;2455;68,29 %;557669;8905;37,49 %;;;;352;2,67;400;1655;16,17 %;59,08 %;66,67 %;-10,30 %;24,17 %;709;5,38;1,38;709;100,0 %;;1255;;;100;;525,9
2022-01-17;Mon, 17;169887;22563;147544;1664;2223;;2247;-24;28,5 %;1306;941;2;4;14879;14974;13,93 %;1000,1;1006,5;883,4;-12485;-12113;-11889;-11145;24,29 %;95234;23132;65029;207;7;70;284;37;116,7;1,31;1,38;3 %;65,8 %;67,1 %;10388;170107;-220;5940;6274;9558029;9426467;6045207;;;;72,54 %;6968;7761;54324;71,54 %;12882;16869;118083;45,88 %;56772;73140;511983;;;;;;;;;;;;;1063955;611;71,52 %;1017263;1268;68,38 %;563483;5814;37,88 %;;;;374;2,84;388;1662;14,37 %;63,17 %;64,67 %;-5,57 %;23,35 %;758;5,75;1,35;758;100,0 %;;1274;;;19;;549,9
2022-01-18;Tue, 18;173200;24792;148641;1670;3313;;3326;-13;43,6 %;2229;1097;6;10;15891;15984;13,23 %;1068,2;1074,4;948,9;-13449;-13077;-12853;-12109;22,75 %;97522;22186;67030;224;6;65;295;41;119,3;1,26;1,34;7 %;55,5 %;56,6 %;10788;173433;-233;5707;6225;9565620;9441581;6121334;;;;72,59 %;7591;7749;54243;71,65 %;15114;15871;111100;46,45 %;76127;70376;492634;;;;;;;;;;;;;1064190;235;71,53 %;1017674;411;68,41 %;564874;1391;37,97 %;;;;383;2,91;381;1651;18,21 %;66,50 %;63,50 %;-5,22 %;23,08 %;798;6,06;1,36;798;100,0 %;;1270;;;-4;;574,7
2022-01-19;Wed, 19;176521;26977;149797;1671;3321;;3341;-20;40,8 %;2185;1156;1;11;16852;16952;15,52 %;1132,7;1139,5;986,4;-14563;-14191;-13967;-13223;24,74 %;81033;20048;67536;229;7;60;296;45;146,3;1,24;1,30;6 %;49,9 %;48,9 %;11116;176774;-253;5646;6124;9576207;9458915;6195937;;;;72,67 %;10587;8051;56360;71,78 %;17334;15083;105579;47,02 %;74603;66465;465252;;;;;;;;;;;;;1065557;1367;71,62 %;1020250;2576;68,58 %;577155;12281;38,79 %;;;;442;3,35;354;1645;33,53 %;72,92 %;59,00 %;-1,20 %;21,52 %;875;6,64;1,37;875;100,0 %;;1291;;;21;;605,4
2022-01-20;Thu, 20;180722;29915;151087;1671;4201;;4228;-27;90,5 %;2937;1291;0;11;18850;18960;13,54 %;1267,0;1274,4;1122,4;-16548;-16176;-15952;-15208;24,03 %;96403;23166;70572;253;7;56;316;82;144,6;1,25;1,29;12 %;54,8 %;39,6 %;12372;181002;-280;6712;6125;9585981;9475072;6273127;;;;72,75 %;9774;8159;57116;71,91 %;16157;14293;100053;47,61 %;77190;63049;441346;;;;;;;;;;;;;1066238;681;71,67 %;1021481;1231;68,66 %;582041;4886;39,12 %;;;;461;3,50;346;1657;32,09 %;77,00 %;57,67 %;3,05 %;20,88 %;924;7,01;1,37;924;100,0 %;;1311;;;20;;659,3
2022-01-21;Fri, 21;185332;33077;152556;1674;4610;;4631;-21;107,1 %;3163;1468;3;13;21248;21355;15,97 %;1428,2;1435,4;1237,7;-19376;-19004;-18780;-18036;27,74 %;84471;23432;72339;266;8;58;332;81;190,5;1,30;1,29;13 %;64,0 %;33,3 %;13903;185633;-301;8336;6398;9595003;9490535;6341340;;;;72,82 %;9022;7913;55393;72,02 %;15463;13271;92896;48,12 %;68213;59282;414972;;;;;;;;;;;;;1066920;682;71,72 %;1022713;1232;68,74 %;586927;4886;39,45 %;;;;484;3,67;338;1729;32,97 %;84,75 %;56,33 %;11,55 %;19,55 %;1017;7,72;1,35;1017;100,0 %;;1391;;;80;;752,9
