Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;MUC HOSP GROWTH;MUC HOSP NORM GR
2021-12-24;Fri, 24;141159;6123;135112;1612;345;;349;-4;-44,4 %;-200;549;3;24;2868;2878;7,86 %;192,7;193,4;179,3;-2500;-2128;-1904;-1160;11,48 %;18979;2179;38647;176;9;116;301;-69;13,4;0,91;0,92;-9 %;-19,0 %;-11,4 %;-1741;141235;-76;-675;-677;9401329;9138140;4663651;;;;71,55 %;1978;12645;88516;69,54 %;2404;14617;102316;35,49 %;13302;101937;713558;;;;;;;;;;;;;1043787;875;70,14 %;989259;725;66,47 %;433745;4905;29,15 %;;;;428;3,26;757;2490;-37,43 %;69,42 %;126,17 %;-25,09 %;30,40 %;833;6,34;0,97;833;100,0 %;-18,65 %;-27,57 %
2021-12-25;Sat, 25;141170;5615;135632;1614;11;;12;-1;-94,7 %;-508;520;2;24;2654;2665;3,41 %;178,3;179,1;173,2;-2162;-1790;-1566;-822;13,56 %;12082;1638;37867;164;9;117;290;-71;5,1;0,88;0,91;-7 %;-21,4 %;-12,9 %;-1679;141247;-77;-726;-613;9403308;9140545;4676954;;;;71,56 %;1979;10225;71578;69,56 %;2405;12428;86996;35,59 %;13303;85628;599395;;;;;;;;;;;;;1044662;875;70,20 %;989984;725;66,52 %;438648;4903;29,48 %;;;;368;2,80;745;2490;-41,40 %;63,00 %;124,17 %;-24,89 %;29,92 %;756;5,75;0,97;756;100,0 %;-19,67 %;-30,21 %
2021-12-26;Sun, 26;141581;5532;136129;1617;411;;414;-3;17,3 %;-83;497;3;25;2713;2726;13,86 %;182,3;183,2;160,9;-2222;-1850;-1626;-882;9,42 %;16090;1516;38378;151;11;119;281;-71;21,4;0,85;0,90;2 %;-21,6 %;-14,2 %;-1386;141661;-80;-752;-612;9404627;9142281;4690589;;;;71,57 %;1319;9351;65460;69,57 %;1736;11861;83027;35,70 %;13635;81278;568945;;;;;;;;;;;;;1045497;835;70,25 %;991146;1162;66,60 %;446553;7905;30,01 %;;;;365;2,78;733;2509;-39,87 %;61,33 %;122,17 %;-25,81 %;29,21 %;736;5,60;0,96;736;100,0 %;-20,17 %;-33,48 %
2021-12-27;Mon, 27;142226;5669;136637;1619;645;;645;0;83,2 %;137;508;2;23;3006;3019;13,54 %;202,0;202,9;178,7;-2229;-1857;-1633;-889;10,99 %;42525;4673;36106;153;12;110;275;-79;23,3;0,86;0,89;11 %;-12,1 %;-15,8 %;-925;142306;-80;-416;-549;9412794;9155592;4762648;;;;71,63 %;8167;8858;62003;69,68 %;13311;11649;81545;36,24 %;72059;74140;518978;;;;;;;;;;;;;1046742;1245;70,34 %;992170;1024;66,67 %;452829;6276;30,43 %;;;;368;2,80;722;2478;-39,17 %;61,33 %;120,33 %;-23,87 %;29,14 %;736;5,60;0,98;736;100,0 %;-22,32 %;-30,45 %
2021-12-28;Tue, 28;142842;5799;137121;1620;616;;614;2;-4,2 %;130;484;1;23;2983;2992;12,10 %;200,4;201,0;179,3;-2301;-1929;-1705;-961;11,28 %;36292;4094;33101;151;13;103;267;-67;21,1;0,91;0,90;-1 %;-9,6 %;-17,8 %;-784;142920;-78;-319;-519;9424656;9171115;4851716;;;;71,72 %;11862;8014;56098;69,79 %;15523;10620;74338;36,92 %;89068;65954;461680;;;;;;;;;;;;;1048356;1614;70,44 %;993500;1330;66,76 %;459243;6414;30,86 %;;;;365;2,78;688;2360;-32,78 %;59,25 %;114,67 %;-23,03 %;29,15 %;711;5,41;1,00;711;100,0 %;-20,06 %;-27,75 %
2021-12-29;Wed, 29;143470;5926;137618;1627;628;;624;4;14,7 %;127;497;7;24;3068;3072;13,16 %;206,2;206,4;182,4;-2513;-2141;-1917;-1173;7,39 %;11957;884;27092;145;12;105;262;-58;23,8;0,99;0,93;3 %;-4,6 %;-21,3 %;-596;143544;-74;-147;-479;9435388;9184653;4934888;;;;71,81 %;10732;6951;48660;69,90 %;13538;9434;66037;37,56 %;83172;56789;397526;;;;;;;;;;;;;1049126;770;70,50 %;994067;567;66,80 %;462373;3130;31,07 %;;;;372;2,83;660;2231;-31,87 %;59,00 %;110,00 %;-21,47 %;29,58 %;708;5,39;1,04;708;100,0 %;-18,13 %;-26,77 %
2021-12-30;Thu, 30;144155;6117;138109;1628;685;;682;3;64,7 %;191;491;1;19;3341;3340;10,38 %;224,5;224,4;203,3;-2845;-2473;-2249;-1505;0,00 %;0;0;19704;146;11;104;261;-49;21,2;1,09;0,97;9 %;5,8 %;-27,2 %;-205;144226;-71;183;-407;9444681;9196273;5009282;;;;71,88 %;9293;6476;45330;69,99 %;11620;8648;60537;38,12 %;74394;51276;358933;;;;;;;;;;;;;1049897;771;70,55 %;994635;568;66,83 %;465504;3131;31,28 %;;;;372;2,83;639;2061;-26,19 %;57,83 %;106,50 %;-18,95 %;31,00 %;694;5,28;1,09;694;100,0 %;-15,81 %;-21,93 %
2021-12-31;Fri, 31;144577;6065;138582;1629;422;;421;1;20,6 %;-52;473;1;17;3418;3412;7,86 %;229,7;229,3;212,6;-3252;-2880;-2656;-1912;0,00 %;0;0;16992;146;10;103;259;-42;17,1;1,14;1,01;2 %;18,6 %;-32,1 %;-58;144647;-70;534;-235;9446486;9198934;5023681;;;;71,89 %;1805;6451;45157;70,01 %;2661;8685;60794;38,23 %;14399;51433;360030;;;;;;;;;;;;;1050668;771;70,60 %;995203;568;66,87 %;468634;3130;31,49 %;;;;366;2,79;648;2016;-14,49 %;57,08 %;108,00 %;-19,04 %;32,14 %;685;5,21;1,13;685;100,0 %;-13,95 %;-17,05 %
2022-01-01;Sat, 1;144582;5614;139041;1630;5;;8;-3;-33,3 %;-452;460;1;16;3412;3408;8,12 %;229,3;229,1;211,9;-2842;-2470;-2246;-1502;13,50 %;11505;1553;16910;147;8;103;258;-32;17,4;1,16;1,06;-0 %;27,9 %;-37,0 %;-1;144655;-73;743;-25;9447204;9200023;5030204;;;;71,69 %;718;6271;43896;69,82 %;1089;8497;59478;38,17 %;6523;50464;353250;;;;;;;;;;;;;1050673;5;70,62 %;995226;23;66,90 %;469979;1345;31,59 %;;;;345;2,62;647;2052;-6,25 %;56,83 %;107,83 %;-17,59 %;31,53 %;682;5,18;1,16;682;100,0 %;-11,03 %;-10,37 %
2022-01-02;Sun, 2;145201;5780;139492;1631;619;;617;2;49,0 %;166;451;1;14;3620;3611;18,27 %;243,3;242,7;205,2;-2819;-2447;-2223;-1479;11,87 %;17161;2037;17063;148;7;102;257;-24;38,1;1,17;1,11;6 %;32,5 %;-42,5 %;248;145272;-71;885;209;9451778;9203576;5054099;;;;71,73 %;4574;6736;47151;69,85 %;3553;8756;61295;38,36 %;23895;51930;363510;;;;;;;;;;;;;1052235;1562;70,73 %;996629;1403;66,99 %;477444;7465;32,09 %;;;;351;2,66;638;2104;-3,84 %;56,67 %;106,33 %;-16,14 %;30,32 %;680;5,16;1,20;680;100,0 %;-8,54 %;-1,99 %
2022-01-03;Mon, 3;146003;6173;139904;1631;802;;805;-3;24,8 %;394;411;0;12;3777;3771;16,87 %;253,9;253,5;216,9;-3005;-2633;-2409;-1665;13,77 %;55733;7674;18950;149;8;99;256;-19;37,0;1,14;1,14;4 %;24,9 %;-46,7 %;504;146077;-74;752;376;9456601;9212679;5105657;;;;71,77 %;4823;6258;43807;69,91 %;9103;8155;57087;38,75 %;51558;49001;343009;;;;;;;;;;;;;1053404;1169;70,81 %;997677;1048;67,06 %;482993;5549;32,47 %;;;;365;2,77;601;2079;-0,82 %;56,50 %;100,17 %;-16,10 %;28,91 %;678;5,15;1,25;678;100,0 %;-6,91 %;-2,61 %
2022-01-04;Tue, 4;147075;6866;140284;1645;1072;;1073;-1;74,8 %;692;381;14;25;4233;4230;19,35 %;284,5;284,3;238,2;-3456;-3084;-2860;-2116;14,41 %;54655;7876;21573;151;8;95;254;-13;46,3;1,17;1,17;12 %;41,4 %;-48,8 %;1067;147150;-75;1238;598;9467437;9232617;5202714;;;;71,85 %;10836;6112;42781;70,07 %;19938;8786;61502;39,48 %;97057;50143;350998;;;;;;;;;;;;;1054574;1170;70,89 %;998725;1048;67,13 %;488542;5549;32,84 %;;;;372;2,82;557;1984;1,92 %;55,67 %;92,83 %;-15,93 %;28,07 %;668;5,07;1,30;668;100,0 %;-4,87 %;0,00 %
2022-01-05;Wed, 5;148408;7820;140674;1646;1333;;1344;-11;115,4 %;955;389;1;19;4938;4950;15,40 %;331,9;332,7;288,3;-4108;-3736;-3512;-2768;14,04 %;56776;7971;27976;154;9;90;253;-9;43,6;1,25;1,22;17 %;61,1 %;-45,2 %;1894;148494;-86;1878;888;9477400;9250938;5292996;;;;71,92 %;9963;6002;42012;70,21 %;18321;9469;66285;40,17 %;90282;51158;358108;;;;;;;;;;;;;1055335;761;70,94 %;999121;396;67,16 %;491483;2941;33,04 %;;;;359;2,72;546;1889;-3,49 %;53,58 %;91,00 %;-15,33 %;28,90 %;643;4,88;1,35;643;100,0 %;-3,44 %;6,21 %
2022-01-06;Thu, 6;149684;8667;141105;1648;1276;;1278;-2;87,4 %;847;431;2;20;5529;5546;21,91 %;371,6;372,8;305,8;-4974;-4602;-4378;-3634;15,15 %;25183;3815;31573;157;9;86;252;-9;65,8;1,34;1,27;12 %;66,0 %;-34,6 %;2550;149772;-88;2206;1177;9481752;9256097;5325302;;;;71,96 %;4352;5296;37071;70,24 %;5159;8546;59824;40,41 %;32306;45146;316020;;;;;;;;;;;;;1056279;944;71,00 %;1000083;962;67,22 %;496451;4968;33,37 %;;;;308;2,34;543;1899;-17,20 %;47,42 %;90,50 %;-7,86 %;28,59 %;569;4,32;1,38;569;100,0 %;-3,45 %;7,53 %
2022-01-07;Fri, 7;151144;9705;141532;1650;1460;;1465;-5;248,0 %;1038;427;2;21;6567;6590;12,78 %;441,4;443,0;392,8;-6428;-6056;-5832;-5088;15,45 %;53091;8203;39158;157;9;85;251;-8;48,6;1,50;1,36;19 %;93,1 %;-17,2 %;3639;151237;-93;3178;1554;9489307;9274418;5399357;;;;72,01 %;7555;6117;42821;70,38 %;18321;10783;75484;40,98 %;74055;53668;375676;;;;;;;;;;;;;1057224;945;71,06 %;1001045;962;67,29 %;501419;4968;33,70 %;;;;330;2,50;514;1792;-9,84 %;49,33 %;85,67 %;-11,11 %;28,68 %;592;4,49;1,36;592;100,0 %;-3,09 %;7,53 %
2022-01-08;Sat, 8;152236;10360;141971;1652;1092;;1094;-2;13575,0 %;655;439;2;22;7654;7676;14,46 %;514,5;516,0;450,8;-6908;-6536;-6312;-5568;17,49 %;26285;4597;41269;156;9;85;250;-8;63,7;1,65;1,46;16 %;125,2 %;4,9 %;4746;152331;-95;4268;2058;9495457;9287088;5448126;;;;72,06 %;6150;6893;48253;70,48 %;12670;12438;87065;41,35 %;48769;59703;417922;;;;;;;;;;;;;1057624;400;71,09 %;1001960;915;67,35 %;504299;2880;33,90 %;;;;316;2,40;513;1815;-8,41 %;51,58 %;85,50 %;-11,55 %;28,26 %;619;4,70;1,32;619;100,0 %;-3,10 %;6,12 %
2022-01-09;Sun, 9;153268;10915;142448;1653;1032;;1032;0;67,3 %;555;477;1;22;8067;8091;14,05 %;542,2;543,9;476,9;-7137;-6765;-6541;-5797;17,18 %;18250;3135;41425;155;9;84;248;-9;65,3;1,68;1,53;5 %;124,1 %;32,9 %;5135;153363;-95;4480;2571;9498594;9293480;5468076;;;;72,08 %;3137;6688;46816;70,53 %;6392;12843;89904;41,50 %;19950;59140;413977;;;;;;;;;;;;;1058319;695;71,14 %;1003629;1669;67,46 %;511215;6916;34,36 %;;;;303;2,30;502;1845;-13,68 %;51,33 %;83,67 %;-12,31 %;27,21 %;616;4,67;1,31;616;100,0 %;-3,50 %;4,73 %
2022-01-10;Mon, 10;155008;12175;142936;1660;1740;;1748;-8;117,1 %;1261;487;7;29;9005;9034;14,03 %;605,3;607,2;532,5;-7804;-7432;-7208;-6464;17,66 %;83077;14671;45331;157;8;82;247;-9;72,8;1,70;1,59;12 %;139,6 %;65,7 %;6002;155111;-103;5263;3216;9503705;9308384;5533224;;;;72,12 %;5111;6729;47104;70,64 %;14904;13672;95705;41,99 %;65148;61081;427567;;;;;;;;;;;;;1058976;657;71,18 %;1005250;1621;67,57 %;516989;5774;34,75 %;;;;327;2,48;491;1760;-10,41 %;50,83 %;81,83 %;-15,34 %;27,90 %;610;4,63;1,34;610;100,0 %;-3,52 %;5,37 %
2022-01-11;Tue, 11;157309;14004;143423;1660;2301;;2316;-15;115,8 %;1829;487;0;15;10234;10277;15,75 %;687,9;690,8;596,8;-8769;-8397;-8173;-7429;16,72 %;83512;13963;49453;168;11;75;254;0;91,1;1,65;1,62;14 %;143,0 %;99,7 %;7139;157427;-118;6047;3903;9511377;9330481;5628700;;;;72,18 %;7672;6277;43940;70,81 %;22097;13981;97864;42,72 %;95476;60855;425986;;;;;;;;;;;;;1059825;849;71,24 %;1007526;2276;67,72 %;525371;8382;35,31 %;;;;324;2,46;467;1742;-12,90 %;50,25 %;77,83 %;-12,20 %;26,81 %;603;4,58;1,41;603;100,0 %;0,00 %;11,26 %
2022-01-12;Wed, 12;159669;15861;143939;1660;2360;;2373;-13;76,6 %;1857;516;0;14;11261;11306;17,77 %;756,9;760,0;645,3;-9866;-9494;-9270;-8526;16,83 %;77495;13042;52413;168;10;73;251;-2;111,6;1,56;1,61;10 %;128,4 %;116,0 %;8041;159800;-131;6356;4543;9519847;9353336;5730685;;;;72,25 %;8470;6064;42447;70,98 %;22855;14628;102398;43,49 %;101985;62527;437689;;;;;;;;;;;;;1060618;793;71,29 %;1009767;2241;67,87 %;534735;9364;35,94 %;;;;331;2,51;443;1665;-7,80 %;51,67 %;73,83 %;-11,86 %;26,61 %;620;4,71;1,48;620;100,0 %;-0,79 %;9,09 %
2022-01-13;Thu, 13;161872;17543;144477;1660;2203;;2220;-17;73,7 %;1681;539;0;12;12188;12248;14,63 %;819,2;823,3;718,2;-10617;-10245;-10021;-9277;15,81 %;75148;11881;59551;160;9;65;234;-18;101,0;1,54;1,60;8 %;120,8 %;117,6 %;8876;162020;-148;6702;5185;9528865;9375019;5831781;;;;72,31 %;9018;6730;47113;71,15 %;21683;16989;118922;44,26 %;101096;72354;506479;;;;;;;;;;;;;1061259;641;71,34 %;1011238;1471;67,97 %;540358;5623;36,32 %;;;;349;2,65;430;1608;13,31 %;56,58 %;71,67 %;-15,32 %;26,74 %;679;5,15;1,51;679;100,0 %;-7,14 %;1,91 %
2022-01-14;Fri, 14;164084;19174;145082;1661;2212;;2236;-24;52,6 %;1632;604;1;11;12940;13019;14,86 %;869,8;875,1;761,9;-11752;-11380;-11156;-10412;19,19 %;72101;13836;62267;178;9;64;251;0;107,9;1,49;1,55;6 %;97,6 %;103,1 %;9470;164256;-172;6429;5649;9539610;9397639;5926368;;;;72,40 %;10745;7186;50303;71,32 %;22620;17603;123221;44,98 %;94587;75287;527011;;;;;;;;;;;;;1061901;642;71,38 %;1012710;1472;68,07 %;545981;5623;36,70 %;;;;364;2,76;415;1550;10,30 %;57,25 %;69,17 %;-13,50 %;26,77 %;687;5,21;1,48;687;100,0 %;0,00 %;13,38 %
2022-01-15;Sat, 15;165887;20276;145789;1661;1803;;1809;-6;65,4 %;1102;707;0;9;13651;13734;11,31 %;917,6;923,2;829,4;-12547;-12175;-11951;-11207;23,57 %;31398;7401;62997;197;10;63;270;20;88,2;1,43;1,49;5 %;78,9 %;89,0 %;9917;166065;-178;6058;5905;9547924;9409230;5973002;;;;72,46 %;8314;7495;52467;71,41 %;11591;17449;122142;45,33 %;46634;74982;524876;;;;;;;;;;;;;1062260;359;71,40 %;1013540;830;68,13 %;548764;2783;36,89 %;;;;357;2,71;407;1562;12,97 %;58,42 %;67,83 %;-13,94 %;26,06 %;701;5,32;1,42;701;100,0 %;8,00 %;26,28 %
2022-01-16;Sun, 16;167664;21257;146581;1662;1777;;1773;4;71,8 %;981;792;1;9;14396;14475;13,18 %;967,7;973,0;859,7;-12582;-12210;-11986;-11242;25,17 %;20314;5113;63292;215;10;63;288;40;108,0;1,38;1,44;5 %;78,9 %;78,1 %;10342;167838;-174;6384;6177;9551061;9413585;5988435;;;;72,48 %;3137;7495;52467;71,44 %;4355;17158;120105;45,45 %;15433;74337;520359;;;;;;;;;;;;;1063344;1084;71,48 %;1015995;2455;68,29 %;557669;8905;37,49 %;;;;352;2,67;400;1655;16,17 %;58,92 %;66,67 %;-10,30 %;24,17 %;707;5,37;1,38;707;100,0 %;16,13 %;38,71 %
2022-01-17;Mon, 17;169887;22562;147522;1664;2223;;2246;-23;28,5 %;1305;941;2;4;14879;14973;13,92 %;1000,1;1006,4;883,4;-12485;-12113;-11889;-11145;24,29 %;95234;23132;65029;207;7;70;284;37;116,7;1,31;1,38;3 %;65,7 %;67,1 %;10386;170084;-197;5939;6274;9558029;9426467;6045207;;;;72,54 %;6968;7761;54324;71,54 %;12882;16869;118083;45,88 %;56772;73140;511983;;;;;;;;;;;;;1063955;611;71,52 %;1017263;1268;68,38 %;563483;5814;37,88 %;;;;374;2,84;388;1662;14,37 %;62,83 %;64,67 %;-5,57 %;23,35 %;754;5,72;1,35;754;100,0 %;14,98 %;31,85 %
2022-01-18;Tue, 18;173200;24791;148619;1670;3313;;3326;-13;43,6 %;2229;1097;6;10;15891;15983;13,22 %;1068,2;1074,3;948,9;-13448;-13076;-12852;-12108;22,75 %;97522;22186;67030;224;6;65;295;41;119,3;1,26;1,34;7 %;55,5 %;56,6 %;10787;173410;-210;5706;6225;9565620;9441581;6121334;;;;72,59 %;7591;7749;54243;71,65 %;15114;15871;111100;46,45 %;76127;70376;492634;;;;;;;;;;;;;1064190;235;71,53 %;1017674;411;68,41 %;564874;1391;37,97 %;;;;383;2,91;381;1651;18,21 %;66,17 %;63,50 %;-5,22 %;23,08 %;794;6,03;1,36;794;100,0 %;16,14 %;33,33 %
2022-01-19;Wed, 19;176521;26976;149775;1671;3321;;3341;-20;40,8 %;2185;1156;1;11;16852;16951;15,51 %;1132,7;1139,4;986,4;-14562;-14190;-13966;-13222;24,74 %;81033;20048;67536;229;7;60;296;45;146,3;1,24;1,30;6 %;49,9 %;48,9 %;11115;176751;-230;5645;6123;9576207;9458915;6195937;;;;72,67 %;10587;8051;56360;71,78 %;17334;15083;105579;47,02 %;74603;66465;465252;;;;;;;;;;;;;1065557;1367;71,62 %;1020250;2576;68,58 %;577155;12281;38,79 %;;;;442;3,35;354;1645;33,53 %;72,58 %;59,00 %;-1,20 %;21,52 %;871;6,61;1,37;871;100,0 %;17,93 %;36,31 %
2022-01-20;Thu, 20;180722;29912;151065;1671;4201;;4226;-25;90,4 %;2935;1291;0;11;18850;18957;13,52 %;1267,0;1274,2;1122,4;-16547;-16175;-15951;-15207;24,03 %;96403;23166;70572;253;7;56;316;82;144,6;1,25;1,29;12 %;54,8 %;39,6 %;12369;180977;-255;6709;6124;9585981;9475072;6273127;;;;72,75 %;9774;8159;57116;71,91 %;16157;14293;100053;47,61 %;77190;63049;441346;;;;;;;;;;;;;1066238;681;71,67 %;1021481;1231;68,66 %;582041;4886;39,12 %;;;;461;3,50;346;1657;32,09 %;76,83 %;57,67 %;3,05 %;20,88 %;922;7,00;1,37;922;100,0 %;35,04 %;58,13 %
2022-01-21;Fri, 21;185332;33074;152534;1674;4610;;4631;-21;107,1 %;3163;1468;3;13;21248;21352;15,96 %;1428,2;1435,2;1237,7;-19373;-19001;-18777;-18033;27,74 %;84471;23432;72339;266;8;58;332;81;190,5;1,30;1,29;13 %;64,0 %;33,3 %;13900;185608;-276;8333;6396;9595003;9490535;6341340;;;;72,82 %;9022;7913;55393;72,02 %;15463;13271;92896;48,12 %;68213;59282;414972;;;;;;;;;;;;;1066920;682;71,72 %;1022713;1232;68,74 %;586927;4886;39,45 %;;;;484;3,67;338;1729;32,97 %;84,58 %;56,33 %;11,55 %;19,55 %;1015;7,70;1,35;1015;100,0 %;32,27 %;49,44 %
2022-01-22;Sat, 22;187736;33870;154149;1677;2404;;2411;-7;33,3 %;796;1615;3;16;21849;21954;10,46 %;1468,6;1475,7;1336,0;-20025;-19653;-19429;-18685;32,00 %;38604;12353;73369;280;9;62;351;81;132,6;1,34;1,30;3 %;59,9 %;28,3 %;13594;188019;-283;8220;6705;9601164;9499964;6375004;;;;72,86 %;6161;7606;53240;72,10 %;9429;12962;90734;48,38 %;33664;57429;402002;;;;;;;;;;;;;1067443;523;71,75 %;1023582;869;68,80 %;588536;1609;39,56 %;;;;470;3,57;330;1801;31,65 %;88,42 %;55,00 %;15,30 %;18,32 %;1061;8,05;1,31;1061;100,0 %;30,00 %;42,13 %
2022-01-23;Sun, 23;191222;35602;155898;1680;3486;;3481;5;96,3 %;1731;1750;3;18;23558;23662;13,05 %;1583,5;1590,5;1406,9;-21272;-20900;-20676;-19932;29,85 %;23967;7154;73891;293;9;67;369;81;176,6;1,38;1,32;8 %;63,5 %;23,9 %;14345;191500;-278;9187;7106;9603515;9505265;6388133;;;;72,88 %;2351;7493;52454;72,14 %;5301;13097;91680;48,48 %;13129;57100;399698;;;;;;;;;;;;;1068139;696;71,80 %;1025115;1533;68,91 %;594234;5698;39,94 %;;;;468;3,55;340;1927;32,95 %;93,42 %;56,67 %;16,44 %;17,64 %;1121;8,51;1,28;1121;100,0 %;28,13 %;36,28 %
2022-01-24;Mon, 24;196409;38930;157758;1683;5187;;5188;-1;131,0 %;3328;1860;3;19;26522;26604;13,05 %;1782,7;1788,3;1581,9;-23128;-22756;-22532;-21788;29,38 %;114471;33632;76639;328;11;65;404;120;200,8;1,40;1,35;12 %;77,7 %;20,8 %;16368;196688;-279;11631;7919;9608542;9514991;6430777;;;;72,92 %;5027;7216;50513;72,21 %;9726;12646;88524;48,80 %;42644;55081;385570;;;;;;;;;;;;;1068590;451;71,83 %;1026027;912;68,97 %;597389;3155;40,15 %;;;;538;4,08;341;1947;43,85 %;99,92 %;56,83 %;17,15 %;17,51 %;1199;9,10;1,27;1199;100,0 %;42,25 %;58,45 %
2022-01-25;Tue, 25;201231;41790;159720;1684;4822;;4822;0;45,0 %;2860;1962;1;14;28031;28100;7,13 %;1884,2;1888,8;1763,1;-24610;-24238;-24014;-23270;30,89 %;108052;33377;78143;335;14;65;414;119;121,1;1,37;1,35;6 %;75,8 %;18,5 %;16999;201510;-279;12117;8835;9614124;9527540;6486525;;;;72,96 %;5582;6929;48504;72,30 %;12549;12280;85959;49,23 %;55748;52170;365191;;;;;;;;;;;;;1069239;649;71,87 %;1027280;1253;69,05 %;602370;4981;40,49 %;;;;548;4,16;336;1980;43,08 %;109,42 %;56,00 %;19,93 %;16,97 %;1313;9,96;1,28;1313;100,0 %;40,34 %;49,55 %
2022-01-26;Wed, 26;205692;44200;161788;1688;4461;;4478;-17;34,0 %;2410;2068;4;17;29171;29237;7,38 %;1960,8;1965,2;1830,1;-24845;-24473;-24249;-23505;31,68 %;102524;32480;81213;327;15;65;407;111;130,7;1,36;1,36;4 %;72,5 %;17,5 %;17224;205988;-296;12286;9783;9620471;9541025;6541921;;;;73,01 %;6347;6323;44264;72,41 %;13485;11730;82110;49,65 %;55396;49426;345984;;;;;;;;;;;;;1070014;775;71,92 %;1028736;1456;69,15 %;607860;5490;40,86 %;;;;637;4,83;315;2072;44,12 %;117,08 %;52,50 %;25,96 %;15,20 %;1405;10,66;1,30;1405;100,0 %;37,50 %;42,79 %
2022-01-27;Thu, 27;209450;45823;163927;1690;3758;;3762;-4;-11,0 %;1623;2139;2;19;28728;28773;5,67 %;1931,0;1934,0;1830,3;-23989;-23617;-23393;-22649;31,14 %;98864;30786;81565;377;14;61;452;136;100,7;1,31;1,34;-2 %;51,8 %;17,1 %;15911;209750;-300;9816;10227;9626405;9553831;6603683;;;;73,05 %;5934;5775;40424;72,50 %;12806;11251;78759;50,12 %;61762;47222;330556;;;;;;;;;;;;;1070465;451;71,95 %;1029693;957;69,21 %;610947;3087;41,07 %;;;;677;5,14;317;2118;46,85 %;122,67 %;52,83 %;27,82 %;14,97 %;1472;11,17;1,30;1472;100,0 %;43,04 %;49,01 %
2022-01-28;Fri, 28;213256;47352;166210;1692;3806;;3812;-6;-17,7 %;1529;2283;2;18;27924;27954;8,85 %;1877,0;1879,0;1726,3;-25388;-25016;-24792;-24048;35,73 %;93861;33537;82906;380;14;62;456;124;150,7;1,22;1,28;-3 %;30,9 %;16,8 %;14277;213562;-306;6602;9980;9632666;9568355;6657399;;;;73,10 %;6261;5380;37663;72,61 %;14524;11117;77820;50,52 %;53716;45151;316059;;;;;;;;;;;;;1070916;451;71,98 %;1030650;957;69,28 %;614034;3087;41,27 %;;;;695;5,27;317;2118;43,60 %;129,33 %;52,83 %;22,50 %;14,97 %;1552;11,78;1,28;1552;100,0 %;37,35 %;42,86 %
2022-01-29;Sat, 29;215447;47115;168632;1694;2191;;2185;6;-9,4 %;-237;2422;2;17;27711;27728;9,80 %;1862,7;1863,8;1697,4;-24104;-23732;-23508;-22764;40,55 %;41956;17013;83385;384;14;64;462;111;165,3;1,13;1,22;-1 %;26,3 %;16,4 %;13245;215747;-300;5774;9630;9636295;9578029;6681901;;;;73,13 %;3629;5019;35131;72,69 %;9674;11152;78065;50,71 %;24502;43842;306897;;;;;;;;;;;;;1071100;184;72,00 %;1031611;961;69,34 %;615287;1253;41,36 %;;;;680;5,16;327;2168;44,68 %;133,50 %;54,50 %;20,38 %;15,08 %;1602;12,16;1,23;1602;100,0 %;31,62 %;37,14 %
