Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 5th Vacc Total;BAV 6th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;BAV 5th Vacc %;BAV 5th Vacc Day;BAV 5th Vacc Avg;BAV 5th Vacc 7D;BAV 6th Vacc %;BAV 6th Vacc Day;BAV 6th Vacc Avg;BAV 6th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;DIFF 7D Hosp;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;MUC HOSP GROWTH;MUC HOSP NORM GR
2021-11-18;Thu, 18;114524;14949;99587;1444;1476;;1477;-1;36,9 %;1092;385;4;24;11830;11842;5,53 %;794,9;795,7;754,0;-10379;-10007;-9783;-9039;16,89 %;80591;13612;62163;296;5;113;414;114;40,9;2,10;2,09;3 %;280,2 %;28,7 %;8710;114536;-12;8727;5105;8900689;8660120;820192;;;;67,74 %;14536;11583;81083;65,91 %;12775;9645;67518;6,24 %;73547;46109;322760;;;;;;;;;;;;;994559;763;66,83 %;941693;825;63,28 %;79040;3315;5,31 %;;;;1202;9,15;896;4035;21,05 %;232,17 %;149,33 %;33,12 %;22,21 %;2786;21,20;1,36;2786;100,0 %;38,00 %;38,97 %
2021-11-19;Fri, 19;115754;15818;99943;1447;1230;;1225;5;-6,7 %;869;356;3;27;11756;11754;4,44 %;789,9;789,8;756,2;-10490;-10118;-9894;-9150;17,36 %;83576;14509;64752;296;5;113;414;114;33,7;1,92;2,02;-1 %;180,9 %;24,4 %;8743;115761;-7;7569;6030;8915811;8672939;872143;;;;67,85 %;15122;12036;84254;66,00 %;12819;10055;70387;6,64 %;51951;47402;331811;;;;;;;;;;;;;995322;763;66,88 %;942518;825;63,33 %;82356;3316;5,53 %;;;;1232;9,38;918;3965;23,69 %;234,33 %;153,00 %;28,94 %;23,15 %;2812;21,40;1,38;2812;100,0 %;38,00 %;38,97 %
2021-11-20;Sat, 20;116436;16147;100294;1448;682;;680;2;-39,3 %;329;351;1;28;11325;11314;4,54 %;761,0;760,2;727,2;-9932;-9560;-9336;-8592;21,51 %;30522;6565;64719;296;5;113;414;114;33,8;1,67;1,84;-4 %;118,1 %;19,7 %;8474;116441;-5;6127;6579;8930934;8685759;924094;;;;67,97 %;15123;12489;87426;66,10 %;12820;10465;73257;7,03 %;51951;48445;339116;;;;;;;;;;;;;996086;764;66,93 %;943345;827;63,39 %;85672;3316;5,76 %;;;;1184;9,01;948;4081;19,35 %;231,58 %;158,00 %;25,65 %;23,23 %;2779;21,15;1,36;2779;100,0 %;38,00 %;38,97 %
2021-11-21;Sun, 21;117410;16675;100739;1450;974;;973;1;-21,2 %;528;445;2;29;11060;11052;5,29 %;743,2;742,6;705,3;-9704;-9332;-9108;-8364;16,22 %;17202;2790;64683;298;6;120;424;94;37,9;1,35;1,58;-2 %;74,3 %;15,3 %;8267;117414;-4;4713;6738;8934406;8688459;937668;;;;67,99 %;3472;12525;87672;66,12 %;2700;10560;73920;7,14 %;13574;49460;346217;;;;;;;;;;;;;998053;1967;67,06 %;945261;1916;63,52 %;94261;8589;6,33 %;;;;1140;8,68;971;4344;18,01 %;229,75 %;161,83 %;23,37 %;22,35 %;2757;20,98;1,31;2757;100,0 %;28,48 %;37,33 %
2021-11-22;Mon, 22;118099;16766;101337;1458;689;;689;0;-42,6 %;91;598;8;31;10552;10541;3,87 %;709,0;708,3;681,9;-8203;-7831;-7607;-6863;17,72 %;86708;15365;65648;307;7;121;435;83;27,1;1,13;1,39;-5 %;45,3 %;13,3 %;7599;118103;-4;3284;6556;8943917;8695102;994475;;;;68,07 %;9511;12561;87927;66,17 %;6643;10365;72558;7,57 %;56807;53094;371659;;;;;;;;;;;;;999229;1176;67,14 %;946311;1050;63,59 %;100664;6403;6,76 %;;;;1248;9,50;970;4528;22,47 %;231,67 %;161,67 %;21,66 %;21,42 %;2780;21,16;1,26;2780;100,0 %;23,58 %;31,20 %
2021-11-23;Tue, 23;119537;17470;102078;1462;1438;;1445;-7;-34,0 %;704;741;4;30;9800;9797;10,68 %;658,5;658,3;594,8;-6333;-5961;-5737;-4993;17,20 %;87823;15106;65946;299;10;127;436;59;63,7;0,97;1,24;-7 %;9,1 %;12,4 %;6529;119548;-11;820;5746;8961294;8707102;1095800;;;;68,20 %;17377;13030;91211;66,26 %;12000;10347;72427;8,34 %;101325;59615;417303;;;;;;;;;;;;;1001071;1842;67,27 %;947878;1567;63,69 %;111177;10513;7,47 %;;;;1247;9,49;1013;4555;16,43 %;228,92 %;168,83 %;18,99 %;22,24 %;2747;20,91;1,20;2747;100,0 %;15,65 %;13,69 %
2021-11-24;Wed, 24;121098;18138;102983;1462;1561;;1573;-12;-52,4 %;667;906;0;22;8050;8062;8,86 %;540,9;541,7;497,6;-6424;-6052;-5828;-5084;16,84 %;80532;13562;66708;308;8;131;447;50;43,3;0,85;1,08;-18 %;-29,6 %;11,7 %;4280;121121;-23;-3382;3980;8981463;8721220;1215564;;;;68,35 %;20169;13616;95310;66,37 %;14118;10554;73875;9,25 %;119764;66988;468919;;;;;;;;;;;;;1003019;1948;67,40 %;949517;1639;63,80 %;123598;12421;8,31 %;;;;1243;9,46;1025;4538;9,42 %;224,83 %;170,83 %;15,44 %;22,59 %;2698;20,53;1,16;2698;100,0 %;12,59 %;12,00 %
2021-11-25;Thu, 25;122447;18453;104020;1464;1349;;1352;-3;-8,5 %;315;1037;2;20;7923;7937;6,90 %;532,4;533,3;498,9;-6560;-6188;-5964;-5220;15,80 %;79649;12585;66573;309;9;133;451;37;33,5;0,79;0,96;-2 %;-33,0 %;10,8 %;3504;122473;-26;-3905;2175;9019770;8735431;1335733;;;;68,64 %;38307;17012;119081;66,48 %;14211;10759;75311;10,17 %;120169;73649;515541;;;;;;;;;;;;;1003946;927;67,46 %;950298;781;63,86 %;128356;4758;8,62 %;;;;1251;9,52;1046;4568;4,08 %;220,67 %;174,33 %;13,21 %;22,90 %;2648;20,15;1,10;2648;100,0 %;8,94 %;4,39 %
2021-11-26;Fri, 26;123228;17951;105303;1469;781;;781;0;-36,2 %;-501;1282;5;22;7474;7493;4,94 %;502,2;503,5;479,8;-6664;-6292;-6068;-5324;17,11 %;72724;12443;65023;317;8;133;458;44;22,4;0,75;0,86;-6 %;-36,3 %;8,7 %;2133;123254;-26;-4261;485;9021003;8748011;1431717;;;;68,65 %;1233;15027;105192;66,57 %;12580;10725;75072;10,90 %;95984;79939;559574;;;;;;;;;;;;;1004873;927;67,52 %;951079;781;63,91 %;133114;4758;8,94 %;;;;1226;9,33;1047;4533;-0,49 %;214,42 %;174,50 %;14,33 %;23,10 %;2573;19,58;1,03;2573;100,0 %;10,63 %;7,09 %
2021-11-27;Sat, 27;124055;17146;106937;1472;827;;829;-2;21,9 %;-806;1635;3;24;7619;7642;7,86 %;512,0;513,5;476,1;-6518;-6146;-5922;-5178;20,53 %;28195;5788;64690;324;8;134;466;52;35,9;0,73;0,80;2 %;-32,5 %;6,9 %;999;124083;-28;-3672;-915;9037253;8760592;1527701;;;;68,78 %;16250;15188;106319;66,67 %;12581;10690;74833;11,63 %;95984;86230;603607;;;;;;;;;;;;;1005800;927;67,58 %;951861;782;63,96 %;137874;4760;9,26 %;;;;1184;9,01;1052;4585;0,00 %;217,92 %;175,33 %;12,35 %;22,94 %;2615;19,90;0,94;2615;100,0 %;12,56 %;9,46 %
2021-11-28;Sun, 28;124838;16236;108629;1476;783;;782;1;-19,6 %;-910;1692;4;26;7428;7451;7,26 %;499,1;500,7;466,8;-6614;-6242;-6018;-5274;16,81 %;15357;2582;64427;331;8;135;474;50;32,3;0,77;0,79;-2 %;-32,6 %;5,3 %;-439;124865;-27;-3601;-2102;9043309;8764182;1555819;;;;68,82 %;6056;15558;108903;66,70 %;3590;10818;75723;11,84 %;28118;88307;618151;;;;;;;;;;;;;1008900;3100;67,79 %;953692;1831;64,08 %;153331;15457;10,30 %;;;;1083;8,24;1061;4819;-5,00 %;214,42 %;176,83 %;10,93 %;22,02 %;2573;19,58;0,85;2573;100,0 %;11,79 %;11,07 %
2021-11-29;Mon, 29;125407;15128;110308;1490;569;;571;-2;-17,1 %;-1108;1679;14;32;7308;7333;4,34 %;491,1;492,7;472,2;-5737;-5365;-5141;-4397;16,21 %;82611;13391;63842;336;8;130;474;39;18,9;0,82;0,79;-2 %;-30,4 %;3,4 %;-1638;125436;-29;-3208;-3030;9056725;8772118;1638838;;;;68,92 %;13416;16115;112808;66,76 %;7936;11002;77016;12,47 %;83019;92052;644363;;;;;;;;;;;;;1010359;1459;67,89 %;954966;1274;64,17 %;161434;8103;10,85 %;;;;1135;8,64;1065;4787;-9,05 %;210,08 %;177,50 %;5,72 %;22,25 %;2521;19,19;0,82;2521;100,0 %;8,97 %;9,45 %
2021-11-30;Tue, 30;126516;14619;111925;1494;1109;;1108;1;-23,3 %;-508;1616;4;32;6979;6996;8,54 %;469,0;470,1;433,1;-5275;-4903;-4679;-3935;16,24 %;81522;13239;62941;312;9;135;456;20;35,9;0,88;0,80;-5 %;-28,6 %;1,3 %;-2851;126544;-28;-2801;-3547;9074106;8784973;1761781;;;;69,06 %;17381;16116;112812;66,86 %;12855;11124;77871;13,41 %;122943;95140;665981;;;;;;;;;;;;;1012084;1725;68,01 %;956510;1544;64,27 %;175346;13912;11,78 %;;;;1064;8,10;1082;4682;-14,68 %;201,83 %;180,33 %;2,79 %;23,11 %;2422;18,43;0,83;2422;100,0 %;4,59 %;4,35 %
2021-12-01;Wed, 1;128012;14540;113503;1495;1496;;1499;-3;-4,7 %;-80;1579;1;33;6914;6922;10,90 %;464,6;465,1;419,4;-5418;-5046;-4822;-4078;11,40 %;106858;12182;66702;311;7;136;454;7;45,2;0,92;0,83;-1 %;-14,1 %;-0,1 %;-3598;128043;-31;-1140;-3227;9092406;8800271;1908568;;;;69,20 %;18300;15849;110943;66,97 %;15298;11293;79051;14,52 %;146787;99001;693004;;;;;;;;;;;;;1013905;1821;68,13 %;958113;1603;64,38 %;188926;13580;12,69 %;;;;1016;7,73;1084;4690;-18,26 %;198,17 %;180,67 %;3,35 %;23,11 %;2378;18,10;0,86;2378;100,0 %;1,57 %;0,97 %
2021-12-02;Thu, 2;129119;14142;115009;1501;1107;;1108;-1;-18,0 %;-398;1506;6;37;6672;6678;6,10 %;448,3;448,7;422,9;-5747;-5375;-5151;-4407;15,06 %;69004;10392;65182;317;7;136;460;9;25,4;0,92;0,86;-4 %;-15,9 %;-1,4 %;-4311;129151;-32;-1259;-2849;9110173;8817486;2053244;;;;69,33 %;17767;12915;90403;67,10 %;17215;11722;82055;15,63 %;144676;102502;717511;;;;;;;;;;;;;1014637;732;68,18 %;958822;709;64,43 %;194637;5711;13,08 %;;;;1015;7,72;1084;4669;-18,86 %;194,00 %;180,67 %;2,21 %;23,22 %;2328;17,72;0,90;2328;100,0 %;2,00 %;2,59 %
2021-12-03;Fri, 3;130044;13666;116409;1502;925;;924;1;18,3 %;-476;1400;1;33;6816;6821;6,09 %;458,0;458,3;432,0;-5844;-5472;-5248;-4504;16,95 %;64703;10967;64036;325;6;135;466;8;26,0;0,92;0,89;2 %;-9,0 %;-1,6 %;-4285;130075;-31;-672;-2336;9124723;8831104;2174857;;;;69,44 %;14550;14817;103720;67,21 %;13618;11870;83093;16,55 %;121613;106163;743140;;;;;;;;;;;;;1015369;732;68,23 %;959532;710;64,48 %;200349;5712;13,46 %;;;;1038;7,90;1084;4502;-15,33 %;190,83 %;180,67 %;-0,68 %;24,08 %;2290;17,43;0,92;2290;100,0 %;1,75 %;2,52 %
2021-12-04;Sat, 4;130593;13063;117561;1505;549;;549;0;-33,8 %;-603;1152;3;33;6538;6541;5,88 %;439,3;439,5;415,1;-5610;-5238;-5014;-4270;17,92 %;25783;4620;63691;332;5;135;472;6;24,2;0,92;0,92;-4 %;-14,4 %;-1,8 %;-4082;130624;-31;-1101;-1969;9139274;8844722;2296471;;;;69,55 %;14551;14574;102021;67,31 %;13618;12019;84130;17,48 %;121614;109824;768770;;;;;;;;;;;;;1016101;732;68,28 %;960241;709;64,52 %;206061;5712;13,85 %;;;;973;7,40;1060;4483;-17,82 %;186,42 %;176,67 %;-2,22 %;23,64 %;2237;17,02;0,90;2237;100,0 %;1,29 %;2,47 %
2021-12-05;Sun, 5;131195;12527;118694;1507;602;;597;5;-23,7 %;-537;1134;2;31;6357;6356;6,69 %;427,2;427,1;400,3;-5641;-5269;-5045;-4301;17,24 %;15960;2752;63777;337;5;135;477;3;26,9;0,92;0,92;-3 %;-14,7 %;-1,9 %;-3709;131221;-26;-1095;-1611;9144318;8848642;2341057;;;;69,59 %;5044;14430;101009;67,34 %;3920;12066;84460;17,82 %;44586;112177;785238;;;;;;;;;;;;;1018365;2264;68,43 %;962328;2087;64,66 %;226524;20463;15,22 %;;;;923;7,02;1066;4638;-14,77 %;184,50 %;177,67 %;-3,76 %;22,98 %;2214;16,85;0,87;2214;100,0 %;0,63 %;1,81 %
2021-12-06;Mon, 6;131527;11795;119765;1510;332;;339;-7;-40,6 %;-731;1070;3;20;6120;6124;4,60 %;411,2;411,5;393,4;-4860;-4488;-4264;-3520;16,60 %;74676;12396;62644;321;5;141;467;-7;17,8;0,93;0,92;-4 %;-16,5 %;-1,8 %;-3333;131560;-33;-1209;-1325;9157188;8859633;2449877;;;;69,69 %;12870;14352;100463;67,42 %;10991;12502;87515;18,64 %;108820;115863;811039;;;;;;;;;;;;;1019983;1618;68,54 %;964495;2167;64,81 %;237443;10919;15,96 %;;;;943;7,18;1070;4592;-16,92 %;177,08 %;178,33 %;-4,07 %;23,30 %;2125;16,17;0,85;2125;100,0 %;-1,48 %;-4,46 %
2021-12-07;Tue, 7;132738;11920;120857;1513;1211;;1217;-6;9,8 %;125;1092;3;19;6222;6233;6,05 %;418,1;418,8;394,9;-4579;-4207;-3983;-3239;14,83 %;76024;11274;61858;318;4;139;461;5;23,2;0,92;0,92;2 %;-10,9 %;-1,4 %;-2699;132777;-39;-763;-1034;9171146;8874042;2597261;;;;69,79 %;13958;13863;97040;67,53 %;14409;12724;89069;19,77 %;147384;119354;835480;;;;;;;;;;;;;1021119;1136;68,61 %;965837;1342;64,90 %;251461;14018;16,90 %;;;;941;7,16;1047;4485;-11,56 %;173,00 %;174,50 %;-4,21 %;23,34 %;2076;15,80;0,85;2076;100,0 %;1,10 %;1,92 %
2021-12-08;Wed, 8;133569;11689;121921;1525;831;;833;-2;-44,4 %;-231;1064;12;30;5557;5567;5,59 %;373,4;374,1;354,3;-4308;-3936;-3712;-2968;14,56 %;57696;8401;54835;310;7;137;454;0;19,1;0,90;0,91;-11 %;-19,6 %;-4,0 %;-2851;133610;-41;-1355;-1065;9186190;8890457;2757824;;;;69,91 %;15044;13398;93784;67,66 %;16415;12884;90186;20,99 %;160563;121322;849256;;;;;;;;;;;;;1022595;1476;68,71 %;967535;1698;65,01 %;265319;13858;17,83 %;;;;922;7,02;1033;4322;-9,25 %;164,50 %;172,17 %;-7,85 %;23,90 %;1974;15,02;0,88;1974;100,0 %;0,00 %;-0,32 %
2021-12-09;Thu, 9;134211;11282;122969;1537;642;;641;1;-42,1 %;-407;1048;12;36;5092;5100;3,75 %;342,2;342,7;330,3;-4028;-3656;-3432;-2688;12,56 %;60246;7567;53584;308;6;134;448;-12;11,9;0,87;0,90;-8 %;-23,6 %;-6,3 %;-2859;134251;-40;-1578;-1110;9200871;8907821;2915897;;;;70,02 %;14681;12957;90698;67,79 %;17364;12905;90335;22,19 %;158073;123236;862653;;;;;;;;;;;;;1023283;688;68,76 %;968510;975;65,08 %;272078;6759;18,28 %;;;;866;6,59;1040;4206;-14,68 %;157,25 %;173,33 %;-9,92 %;24,73 %;1887;14,36;0,90;1887;100,0 %;-2,61 %;-2,84 %
2021-12-10;Fri, 10;134753;10836;123968;1540;542;;553;-11;-40,2 %;-446;999;3;38;4709;4729;4,30 %;316,4;317,8;304,7;-4020;-3648;-3424;-2680;13,99 %;55606;7779;52284;306;6;134;446;-20;11,7;0,84;0,88;-7 %;-30,7 %;-8,7 %;-2830;134804;-51;-2092;-1313;9213231;8923122;3048353;;;;70,11 %;12360;12644;88508;67,91 %;15301;13145;92018;23,20 %;132456;124785;873496;;;;;;;;;;;;;1023972;689;68,81 %;969485;975;65,14 %;278837;6759;18,74 %;;;;843;6,42;1014;4023;-18,79 %;148,75 %;169,00 %;-10,64 %;25,21 %;1785;13,58;0,92;1785;100,0 %;-4,29 %;-5,85 %
2021-12-11;Sat, 11;135140;10234;124957;1545;387;;387;0;-29,5 %;-602;989;5;40;4547;4567;6,30 %;305,5;306,9;288,7;-3821;-3449;-3225;-2481;15,91 %;20084;3195;51470;303;7;135;445;-27;16,8;0,79;0,85;-3 %;-30,2 %;-11,2 %;-2829;135191;-51;-1974;-1438;9225591;8938423;3180810;;;;70,21 %;12360;12331;86317;68,02 %;15301;13386;93701;24,21 %;132457;126334;884339;;;;;;;;;;;;;1024661;689;68,85 %;970460;975;65,21 %;285596;6759;19,19 %;;;;802;6,10;1016;4028;-17,57 %;145,25 %;169,33 %;-10,15 %;25,22 %;1743;13,26;0,89;1743;100,0 %;-5,72 %;-8,73 %
2021-12-12;Sun, 12;135407;9546;125911;1552;267;;266;1;-55,4 %;-688;954;7;45;4212;4236;3,04 %;283,0;284,6;276,2;-3749;-3377;-3153;-2409;13,63 %;15332;2090;51381;301;7;135;443;-34;6,8;0,77;0,82;-7 %;-33,4 %;-13,8 %;-2980;135457;-50;-2120;-1584;9228970;8942733;3216672;;;;70,23 %;3379;12093;84652;68,06 %;4310;13442;94091;24,48 %;35862;125088;875615;;;;;;;;;;;;;1026486;1825;68,97 %;972633;2173;65,36 %;308555;22959;20,73 %;;;;722;5,49;1022;4156;-21,78 %;140,50 %;170,33 %;-10,39 %;24,59 %;1686;12,83;0,84;1686;100,0 %;-7,13 %;-10,68 %
2021-12-13;Mon, 13;135799;8967;126885;1562;392;;395;-3;16,5 %;-579;974;10;52;4272;4292;6,93 %;287,1;288,4;269,7;-2923;-2551;-2327;-1583;12,63 %;66834;8441;50260;293;4;128;425;-42;17,4;0,77;0,81;1 %;-29,9 %;-16,3 %;-2828;135852;-53;-1832;-1673;9238741;8953990;3325729;;;;70,31 %;9771;11650;81553;68,14 %;11257;13480;94357;25,31 %;109057;125122;875852;;;;;;;;;;;;;1027400;914;69,04 %;973846;1213;65,44 %;318698;10143;21,41 %;;;;803;6,11;1010;4053;-14,85 %;135,75 %;168,33 %;-11,74 %;24,92 %;1629;12,40;0,80;1629;100,0 %;-8,99 %;-8,72 %
2021-12-14;Tue, 14;136564;8797;127820;1577;765;;765;0;-37,1 %;-169;934;15;64;3826;3840;12,52 %;257,1;258,0;229,3;-2858;-2486;-2262;-1518;11,41 %;68120;7772;49131;281;6;126;413;-48;27,8;0,78;0,80;-11 %;-38,4 %;-19,0 %;-3123;136617;-53;-2393;-1906;9258808;8975713;3477146;;;;70,46 %;20067;12523;87662;68,31 %;21723;14524;101671;26,46 %;151417;125698;879885;;;;;;;;;;;;;1028831;1431;69,13 %;975744;1898;65,57 %;335591;16893;22,55 %;;;;777;5,91;984;3855;-17,43 %;127,33 %;164,00 %;-14,05 %;25,53 %;1528;11,63;0,79;1528;100,0 %;-10,41 %;-11,64 %
2021-12-15;Wed, 15;137190;8525;128728;1586;626;;636;-10;-23,6 %;-272;908;9;61;3621;3643;8,46 %;243,3;244,8;225,7;-2843;-2471;-2247;-1503;11,75 %;58459;6869;49240;269;5;125;399;-55;17,6;0,80;0,79;-5 %;-34,6 %;-18,0 %;-3164;137253;-63;-1924;-1988;9275995;8996572;3655235;;;;70,59 %;17187;12829;89805;68,47 %;20859;15159;106115;27,82 %;178089;128202;897411;;;;;;;;;;;;;1030439;1608;69,24 %;977659;1915;65,69 %;350148;14557;23,53 %;;;;717;5,46;969;3698;-22,23 %;118,50 %;161,50 %;-14,44 %;26,20 %;1422;10,82;0,81;1422;100,0 %;-12,11 %;-13,23 %
2021-12-16;Thu, 16;137664;8126;129603;1587;474;;476;-2;-25,7 %;-399;875;1;50;3453;3478;7,10 %;232,0;233,7;218,2;-2774;-2402;-2178;-1434;11,14 %;55953;6233;48627;250;8;121;379;-69;13,8;0,82;0,79;-5 %;-31,8 %;-17,0 %;-3156;137729;-65;-1622;-1994;9293896;9018100;3822627;;;;70,73 %;17901;13289;93025;68,63 %;21528;15754;110279;29,09 %;167392;129533;906730;;;;;;;;;;;;;1031765;1326;69,33 %;978641;982;65,76 %;357074;6926;23,99 %;;;;668;5,08;921;3528;-22,86 %;111,25 %;153,50 %;-16,12 %;26,11 %;1335;10,16;0,83;1335;100,0 %;-15,40 %;-18,83 %
2021-12-17;Fri, 17;138291;7864;130493;1588;627;;628;-1;13,6 %;-262;890;1;48;3538;3553;10,82 %;237,7;238,7;215,4;-3016;-2644;-2420;-1676;11,90 %;47669;5673;47493;243;8;119;370;-76;22,3;0,81;0,80;2 %;-24,9 %;-15,8 %;-2972;138357;-66;-1176;-1863;9312813;9035824;3950093;;;;70,87 %;18917;14226;99582;68,76 %;17724;16100;112702;30,06 %;127466;128820;901740;;;;;;;;;;;;;1033091;1326;69,42 %;979624;983;65,83 %;364001;6927;24,46 %;;;;684;5,21;911;3324;-18,86 %;106,58 %;151,83 %;-17,38 %;27,41 %;1279;9,73;0,84;1279;100,0 %;-17,04 %;-20,59 %
2021-12-18;Sat, 18;138516;7294;131288;1590;225;;225;0;-41,9 %;-570;795;2;45;3376;3391;8,83 %;226,9;227,9;209,4;-2976;-2604;-2380;-1636;14,96 %;17545;2625;47130;235;9;117;361;-84;17,5;0,83;0,82;-5 %;-25,7 %;-14,3 %;-2940;138582;-66;-1176;-1749;9331730;9053549;4077559;;;;71,02 %;18917;15163;106139;68,90 %;17725;16447;115126;31,03 %;127466;128107;896749;;;;;;;;;;;;;1034417;1326;69,51 %;980607;983;65,89 %;370928;6927;24,92 %;;;;628;4,78;887;3315;-21,70 %;102,17 %;147,83 %;-17,70 %;26,76 %;1226;9,33;0,83;1226;100,0 %;-18,88 %;-22,44 %
2021-12-19;Sun, 19;138868;6918;132017;1592;352;;353;-1;32,7 %;-376;729;2;40;3461;3478;7,60 %;232,6;233,7;217,2;-2933;-2561;-2337;-1593;10,61 %;12510;1327;46727;227;9;116;352;-91;15,4;0,87;0,84;3 %;-17,9 %;-12,7 %;-2628;138935;-67;-758;-1554;9339167;9059254;4121644;;;;71,07 %;7437;15742;110197;68,94 %;5705;16646;116521;31,37 %;44085;129282;904972;;;;;;;;;;;;;1037370;2953;69,71 %;982913;2306;66,05 %;391912;20984;26,33 %;;;;607;4,62;881;3382;-15,93 %;97,58 %;146,83 %;-18,62 %;26,05 %;1171;8,91;0,82;1171;100,0 %;-20,54 %;-24,58 %
2021-12-20;Mon, 20;139220;6595;132692;1596;352;;352;0;-10,9 %;-324;676;4;34;3421;3435;4,91 %;229,9;230,8;220,0;-2521;-2149;-1925;-1181;10,42 %;58434;6089;45527;220;9;125;354;-71;9,9;0,91;0,86;-1 %;-20,0 %;-11,1 %;-2372;139287;-67;-857;-1415;9350791;9074047;4243670;;;;71,16 %;11624;16007;112050;69,06 %;14793;17151;120057;32,30 %;122026;131134;917941;;;;;;;;;;;;;1039380;2010;69,84 %;984931;2018;66,18 %;405305;13393;27,23 %;;;;605;4,60;865;3255;-24,66 %;92,42 %;144,17 %;-19,69 %;26,57 %;1109;8,44;0,84;1109;100,0 %;-16,71 %;-24,91 %
2021-12-21;Tue, 21;139859;6583;133345;1597;639;;641;-2;-16,2 %;-11;652;1;20;3295;3311;6,87 %;221,4;222,5;208,2;-2524;-2152;-1928;-1184;10,24 %;57322;5870;43985;209;8;117;334;-79;13,2;0,94;0,88;-4 %;-13,8 %;-9,4 %;-2214;139928;-69;-529;-1149;9368558;9096777;4390036;;;;71,30 %;17767;15679;109750;69,23 %;22730;17295;121064;33,41 %;146366;130413;912890;;;;;;;;;;;;;1041163;1783;69,96 %;987085;2154;66,33 %;419031;13726;28,16 %;;;;543;4,13;822;3066;-30,12 %;85,00 %;137,00 %;-20,47 %;26,81 %;1020;7,76;0,87;1020;100,0 %;-19,13 %;-25,62 %
2021-12-22;Wed, 22;140402;6522;133950;1603;543;;544;-1;-14,5 %;-61;605;6;17;3212;3219;4,59 %;215,8;216,3;206,8;-2593;-2221;-1997;-1253;9,27 %;54022;5008;43351;198;7;115;320;-79;9,0;0,96;0,90;-3 %;-11,6 %;-9,7 %;-2003;140472;-70;-424;-935;9386728;9118616;4537362;;;;71,44 %;18170;15819;110733;69,39 %;21839;17435;122044;34,53 %;147326;126018;882127;;;;;;;;;;;;;1042037;874;70,02 %;987809;724;66,38 %;423935;4904;28,49 %;;;;546;4,16;796;2841;-23,85 %;78,67 %;132,67 %;-23,17 %;28,02 %;944;7,18;0,92;944;100,0 %;-19,80 %;-26,39 %
2021-12-23;Thu, 23;140814;6323;134563;1609;412;;414;-2;-13,0 %;-199;613;6;22;3150;3157;6,69 %;211,7;212,1;198,8;-2378;-2006;-1782;-1038;8,39 %;51720;4339;42746;187;8;115;310;-69;12,9;0,94;0,92;-2 %;-9,2 %;-10,1 %;-1804;140886;-72;-321;-749;9399351;9135736;4650349;;;;71,53 %;12623;15065;105455;69,53 %;17120;16805;117636;35,39 %;112987;118246;827722;;;;;;;;;;;;;1042912;875;70,08 %;988534;725;66,42 %;428840;4905;28,82 %;;;;504;3,84;768;2543;-24,55 %;74,92 %;128,00 %;-27,92 %;30,20 %;899;6,84;0,96;899;100,0 %;-18,21 %;-25,20 %
