Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC
2021-07-25;Sun, 25;74517;593;73946;1267;19;;18;1;-5,3 %;-20;38;0;2;376;372;5,02 %;25,3;25,1;23,9;-167;204;427;1168;0,69 %;10161;70;27071;10;0;12;22;-6;1,4;1,19;1,17;-0 %;33,3 %;6,8 %;153;74539;-22;93;82;7703072;6162880;;;58,69 %;5845;16705;116938;46,96 %;14342;52711;368979;;;;;;;;;830612;0;55,96 %;669653;0;45,12 %;;;0,00 %;;;;39;0,30;55;;;5,58 %;9,17 %;;;67;0,51;1,11;67;100,0 %;8;67;8;67
2021-07-26;Mon, 26;74584;620;73986;1268;67;;67;0;17,5 %;28;39;1;3;385;382;12,72 %;25,9;25,7;22,8;-176;195;418;1159;1,24 %;36945;458;27216;12;0;12;24;-5;3,1;1,17;1,17;3 %;27,3 %;7,9 %;151;74606;-22;82;81;7716354;6206867;;;58,79 %;13282;16239;113676;47,29 %;43987;53533;374733;;;;;;;;;839282;8670;56,55 %;688264;18611;46,37 %;;;0,00 %;;;;42;0,32;50;;;5,58 %;8,33 %;;;67;0,51;1,16;67;100,0 %;9;70;9;70
2021-07-27;Tue, 27;74671;670;74025;1269;87;;89;-2;56,1 %;50;39;1;3;415;414;8,56 %;28,0;27,9;25,7;-195;176;399;1140;1,06 %;36399;386;27472;12;0;9;21;-8;2,3;1,17;1,18;8 %;36,2 %;9,1 %;171;74695;-24;110;86;7733626;6285130;;;58,92 %;17272;15874;111117;47,89 %;78263;55054;385375;;;;;;;;;842523;3241;56,77 %;694545;6281;46,80 %;;;0,00 %;;;;41;0,31;56;;;6,58 %;9,33 %;;;79;0,60;1,24;79;100,0 %;22;78;22;78
2021-07-28;Wed, 28;74727;688;74065;1270;56;;58;-2;-14,7 %;18;40;1;4;402;404;8,37 %;27,1;27,2;25,1;-184;187;410;1151;0,94 %;36873;347;28096;11;0;7;18;-7;2,0;1,14;1,16;-2 %;25,9 %;7,8 %;149;74753;-26;83;89;7753879;6386479;;;59,08 %;20253;15392;107745;48,66 %;101349;57590;403132;;;;;;;;;844494;1971;56,90 %;698909;4364;47,09 %;;;0,00 %;;;;44;0,33;52;;;6,75 %;8,67 %;;;81;0,62;1,29;81;100,0 %;22;88;22;88
2021-07-29;Thu, 29;74798;717;74107;1271;71;;71;0;2,9 %;28;43;1;4;404;406;4,98 %;27,2;27,4;26,1;-195;176;399;1140;0,90 %;39189;353;29200;11;0;6;17;-4;1,1;1,12;1,15;0 %;20,1 %;7,0 %;138;74824;-26;68;88;7771626;6472757;;;59,21 %;17747;13585;95092;49,32 %;86278;59528;416698;;;;;;;;;846612;2118;57,04 %;707878;8969;47,69 %;;;0,00 %;;;;51;0,39;53;;;7,67 %;8,83 %;;;92;0,70;1,28;92;100,0 %;14;91;14;91
2021-07-30;Fri, 30;74861;736;74151;1272;63;;63;0;1,6 %;20;43;1;5;405;407;5,79 %;27,3;27,4;25,9;-217;154;377;1118;0,88 %;40929;360;30577;11;0;6;17;-4;1,4;1,10;1,13;0 %;15,6 %;7,3 %;128;74887;-26;55;84;7785274;6527365;;;59,32 %;13648;14056;98394;49,73 %;54608;60724;425067;;;;;;;;;849330;2718;57,22 %;717220;9342;48,32 %;;;0,00 %;;;;51;0,39;51;;;7,92 %;8,50 %;;;95;0,72;1,17;95;100,0 %;12;96;12;96
2021-07-31;Sat, 31;74920;749;74197;1272;59;;59;0;43,9 %;13;46;0;5;422;425;6,32 %;28,4;28,6;26,9;-258;113;336;1077;1,01 %;19843;200;31477;11;0;6;17;-4;1,5;1,07;1,10;4 %;13,9 %;8,2 %;137;74946;-26;52;78;7798922;6581974;;;59,42 %;13648;14528;101695;50,15 %;54609;61919;433436;;;;;;;;;849330;0;57,22 %;717220;0;48,32 %;;;0,00 %;;;;52;0,40;52;;;8,50 %;8,67 %;;;102;0,78;1,04;102;100,0 %;18;105;18;105
2021-08-01;Sun, 1;74945;726;74245;1272;25;;25;0;38,9 %;-23;48;0;5;428;432;5,43 %;28,8;29,1;27,6;-216;155;378;1119;0,62 %;13162;82;31906;19;0;6;25;3;1,2;1,06;1,09;2 %;16,1 %;9,8 %;133;74971;-26;60;73;7805406;6600261;;;59,47 %;6484;14619;102334;50,29 %;18287;62483;437381;;;;;;;;;849330;0;57,22 %;717220;0;48,32 %;;;0,00 %;;;;58;0,44;48;;;8,75 %;8,00 %;;;105;0,80;1,00;105;100,0 %;16;113;16;113
2021-08-02;Mon, 2;75001;732;74295;1273;56;;56;0;-16,4 %;6;50;1;5;417;421;16,39 %;28,1;28,4;24,4;-183;188;411;1152;1,31 %;37327;489;31960;19;0;7;26;2;3,7;1,05;1,08;-3 %;10,2 %;11,3 %;111;75027;-26;39;67;7815939;6648184;;;59,55 %;10533;14226;99585;50,65 %;47923;63045;441317;;;;;;;;;855363;6033;57,63 %;731407;14187;49,28 %;;;0,00 %;;;;57;0,43;49;;;9,17 %;8,17 %;;;110;0,84;1,02;110;100,0 %;11;115;11;115
2021-08-03;Tue, 3;75064;740;74349;1273;63;;62;1;-30,3 %;9;53;0;4;393;394;17,26 %;26,5;26,5;22,6;-188;183;406;1147;1,30 %;35229;458;31793;15;0;9;24;3;3,9;1,03;1,05;-6 %;-4,8 %;12,5 %;70;75089;-25;-20;48;7829393;6722287;;;59,65 %;13454;13681;95767;51,22 %;74103;62451;437157;;;;;;;;;857454;2091;57,77 %;740253;8846;49,87 %;;;0,00 %;;;;56;0,43;49;;;8,67 %;8,17 %;;;104;0,79;1,04;104;100,0 %;13;106;13;106
2021-08-04;Wed, 4;75134;755;74402;1273;70;;68;2;17,2 %;15;53;0;3;407;404;17,24 %;27,4;27,2;23,2;-186;185;408;1149;1,09 %;34193;373;31410;13;0;11;24;6;4,2;1,01;1,03;3 %;0,0 %;13,8 %;67;75157;-23;0;36;7843940;6804032;;;59,76 %;14547;12866;90061;51,84 %;81745;59650;417553;;;;;;;;;858975;1521;57,87 %;745017;4764;50,20 %;;;0,00 %;;;;55;0,42;45;;;8,42 %;7,50 %;;;101;0,77;1,06;101;100,0 %;24;108;24;108
2021-08-05;Thu, 5;75181;748;74456;1274;47;;47;0;-33,8 %;-8;55;1;3;383;380;10,82 %;25,8;25,6;23,1;-168;203;426;1167;1,14 %;32613;372;30471;12;0;9;21;4;2,7;0,96;1,00;-6 %;-6,4 %;13,4 %;31;75204;-23;-26;23;7857603;6884017;;;59,87 %;13663;12282;85977;52,45 %;79985;58751;411260;;;;;;;;;860675;1700;57,99 %;753226;8209;50,75 %;;;0,00 %;;;;50;0,38;47;;;8,33 %;7,83 %;;;100;0,76;1,05;100;100,0 %;14;108;14;108
2021-08-06;Fri, 6;75283;794;74515;1274;102;;105;-3;66,7 %;46;59;0;2;422;422;25,11 %;28,4;28,4;22,7;-211;160;383;1124;1,31 %;33721;442;29441;12;0;9;21;4;5,7;0,95;0,99;11 %;3,7 %;11,0 %;57;75309;-26;15;17;7868183;6929448;;;59,95 %;10580;11844;82909;52,80 %;45431;57440;402083;;;;;;;;;862604;1929;58,12 %;763106;9880;51,41 %;;;0,00 %;;;;48;0,37;48;;;9,00 %;8,00 %;;;108;0,82;1,01;108;100,0 %;12;108;12;108
2021-08-07;Sat, 7;75330;783;74573;1274;47;;47;0;-20,3 %;-11;58;0;2;410;410;7,39 %;27,6;27,6;25,7;-236;135;358;1099;1,43 %;15075;216;28760;12;0;9;21;4;1,9;0,97;0,99;-3 %;-3,5 %;7,3 %;34;75356;-26;-15;8;7878764;6974879;;;60,03 %;10581;11406;79842;53,14 %;45431;56129;392905;;;;;;;;;862604;0;58,12 %;763106;0;51,41 %;;;0,00 %;;;;49;0,37;54;;;8,58 %;9,00 %;;;103;0,78;0,99;103;100,0 %;22;112;22;112
2021-08-08;Sun, 8;75350;744;74631;1274;20;;19;1;-24,0 %;-39;58;0;2;405;404;3,03 %;27,3;27,2;26,4;-200;171;394;1135;1,15 %;11484;132;28520;13;1;15;29;4;0,9;0,98;0,98;-1 %;-6,5 %;3,1 %;18;75375;-25;-28;-5;7881801;6989883;;;60,05 %;3037;10914;76395;53,26 %;15004;55660;389622;;;;;;;;;862604;0;58,12 %;763106;0;51,41 %;;;0,00 %;;;;56;0,43;55;;;9,42 %;9,17 %;;;113;0,86;1,00;113;100,0 %;19;115;19;115
2021-08-09;Mon, 9;75417;753;74689;1274;67;;67;0;19,6 %;9;58;0;1;416;415;14,29 %;28,0;28,0;24,5;-204;167;390;1131;1,88 %;33086;622;27914;16;0;15;31;5;3,5;1,03;0,99;3 %;-1,4 %;-1,1 %;21;75442;-25;-6;-11;7890039;7028587;;;60,12 %;8238;10586;74100;53,55 %;38704;54343;380403;;;;;;;;;865957;3353;58,34 %;773246;10140;52,10 %;;;0,00 %;;;;62;0,47;52;;;9,67 %;8,67 %;;;116;0,88;1,03;116;100,0 %;15;119;15;119
2021-08-10;Tue, 10;75534;808;74750;1274;117;;116;1;87,1 %;55;61;0;1;470;469;14,49 %;31,7;31,6;27,6;-253;118;341;1082;2,21 %;30543;675;27245;20;0;14;34;10;4,1;1,06;1,01;13 %;19,0 %;-5,2 %;68;75558;-24;75;2;7901219;7091038;;;60,20 %;11180;10261;71826;54,03 %;62451;52679;368751;;;;;;;;;867757;1800;58,47 %;780140;6894;52,56 %;;;0,00 %;;;;60;0,46;51;;;10,75 %;8,50 %;;;129;0,98;1,07;129;100,0 %;26;132;26;132
2021-08-11;Wed, 11;75613;825;74812;1274;79;;79;0;16,2 %;17;62;0;1;479;480;14,95 %;32,3;32,3;28,1;-284;87;310;1051;2,01 %;29783;599;26615;29;0;13;42;18;4,2;1,09;1,04;2 %;18,8 %;-8,9 %;70;75637;-24;76;13;7929102;7157128;;;60,41 %;27883;12166;85162;54,53 %;66090;50442;353096;;;;;;;;;868748;991;58,53 %;783283;3143;52,77 %;;;0,00 %;;;;64;0,49;47;;;12,58 %;7,83 %;;;151;1,15;1,11;151;100,0 %;22;130;22;130
2021-08-12;Thu, 12;75686;837;74872;1275;73;;72;1;53,2 %;12;60;1;1;505;505;10,03 %;34,0;34,0;30,9;-252;119;342;1083;1,86 %;31331;583;26432;27;0;15;42;21;3,1;1,16;1,10;5 %;32,9 %;-11,2 %;89;75709;-23;125;35;7944206;7227044;;;60,53 %;15104;12372;86603;55,06 %;69916;49004;343027;;;;;;;;;870040;1292;58,62 %;789900;6617;53,22 %;;;0,00 %;;;;68;0,52;47;;;13,67 %;7,83 %;;;164;1,25;1,14;164;100,0 %;27;143;27;143
2021-08-13;Fri, 13;75745;840;74928;1275;59;;59;0;-43,8 %;3;56;0;1;462;459;12,77 %;31,1;30,9;27,4;-263;108;331;1072;2,11 %;31830;672;26162;27;0;15;42;21;3,7;1,16;1,11;-9 %;8,8 %;-12,3 %;46;75768;-23;37;38;7956345;7271571;;;60,62 %;12139;12595;88162;55,40 %;44527;48875;342123;;;;;;;;;872032;1992;58,75 %;796599;6699;53,67 %;;;0,00 %;;;;71;0,54;47;;;14,00 %;7,83 %;;;168;1,28;1,15;168;100,0 %;25;156;25;156
2021-08-14;Sat, 14;75823;860;74986;1275;78;;78;0;66,0 %;20;58;0;1;493;490;9,63 %;33,2;33,0;30,1;-322;49;272;1013;2,39 %;14659;350;26102;27;0;15;42;21;3,1;1,14;1,11;7 %;19,5 %;-12,4 %;77;75846;-23;80;51;7968485;7316098;;;60,71 %;12140;12817;89721;55,74 %;44527;48746;341219;;;;;;;;;872032;0;58,75 %;796599;0;53,67 %;;;0,00 %;;;;82;0,62;48;;;14,75 %;8,00 %;;;177;1,35;1,14;177;100,0 %;26;160;26;160
2021-08-15;Sun, 15;75869;852;75040;1275;46;;46;0;142,1 %;-8;54;0;1;519;517;6,75 %;35,0;34,8;32,6;-301;70;293;1034;2,50 %;11558;289;26113;19;1;15;35;6;2,4;1,11;1,12;6 %;28,0 %;-12,1 %;108;75892;-23;113;71;7972915;7333306;;;60,75 %;4430;13016;91114;55,87 %;17208;49060;343423;;;;;;;;;872032;0;58,75 %;796599;0;53,67 %;;;0,00 %;;;;87;0,66;57;;;15,33 %;9,50 %;;;184;1,40;1,13;184;100,0 %;31;172;31;172
2021-08-16;Mon, 16;75987;908;75100;1275;118;;116;2;73,1 %;56;60;0;1;570;566;16,51 %;38,4;38,1;32,7;-303;68;291;1032;3,17 %;33968;1077;26239;35;0;20;55;24;5,7;1,09;1,12;9 %;36,4 %;-11,2 %;155;76008;-21;151;94;7983830;7370406;;;60,83 %;10915;13399;93791;56,16 %;37100;48831;341819;;;;;;;;;875863;3831;59,01 %;806099;9500;54,31 %;;;0,00 %;;;;95;0,72;59;;;17,25 %;9,83 %;;;207;1,58;1,15;207;100,0 %;36;193;36;193
2021-08-17;Tue, 17;76137;999;75159;1276;150;;150;0;29,3 %;91;59;1;2;603;600;22,80 %;40,6;40,4;32,9;-372;-1;222;963;3,37 %;31508;1062;26377;38;1;18;57;23;7,7;1,14;1,15;6 %;27,9 %;-9,7 %;191;76158;-21;131;102;7997920;7418328;;;60,94 %;14090;13814;96701;56,52 %;47922;46756;327290;;;;;;;;;877348;1485;59,11 %;811440;5341;54,67 %;;;0,00 %;;;;108;0,82;67;;;19,33 %;11,17 %;;;232;1,77;1,22;232;100,0 %;42;209;42;209
2021-08-18;Wed, 18;76278;1083;75217;1276;141;;142;-1;79,7 %;84;58;0;2;665;663;15,80 %;44,8;44,7;38,6;-441;-70;153;894;3,10 %;29279;908;26305;36;1;17;54;12;6,2;1,21;1,18;11 %;38,1 %;-7,7 %;258;76300;-22;183;117;8013335;7459884;;;61,06 %;15415;12033;84233;56,84 %;41556;43251;302756;;;;;;;;;878370;1022;59,18 %;813810;2370;54,83 %;;;0,00 %;;;;109;0,83;67;;;20,17 %;11,17 %;;;242;1,84;1,29;242;100,0 %;45;232;45;232
2021-08-19;Thu, 19;76401;1146;75276;1276;123;;122;1;69,4 %;63;59;0;1;715;713;11,37 %;48,2;48,0;43,1;-506;-135;88;829;2,85 %;31216;890;26288;36;2;19;57;15;5,1;1,29;1,20;8 %;41,2 %;-5,8 %;309;76422;-21;208;129;8026303;7488878;;;61,15 %;12968;11728;82097;57,06 %;28994;37405;261834;;;;;;;;;879974;1604;59,29 %;817634;3824;55,09 %;;;0,00 %;;;;117;0,89;71;;;20,92 %;11,83 %;;;251;1,91;1,34;251;100,0 %;46;251;46;251
2021-08-20;Fri, 20;76578;1257;75343;1276;177;;178;-1;201,7 %;111;67;0;1;833;832;15,67 %;56,1;56,1;48,5;-604;-233;-10;731;3,54 %;31266;1107;26208;36;2;19;57;15;7,6;1,38;1,26;17 %;81,3 %;-4,2 %;417;76600;-22;373;177;8038050;7511188;;;61,24 %;11747;11672;81705;57,23 %;22310;34231;239617;;;;;;;;;881667;1693;59,40 %;820828;3194;55,30 %;;;0,00 %;;;;118;0,90;79;;;23,00 %;13,17 %;;;276;2,10;1,34;276;100,0 %;39;265;39;265
2021-08-21;Sat, 21;76707;1317;75412;1276;129;;129;0;65,4 %;60;69;0;1;884;883;9,38 %;59,6;59,5;54,4;-688;-317;-94;647;3,99 %;14745;588;26220;36;2;19;57;15;5,2;1,42;1,32;6 %;80,2 %;-2,8 %;457;76729;-22;393;222;8049797;7533499;;;61,33 %;11747;11616;81312;57,40 %;22311;31057;217401;;;;;;;;;881667;0;59,40 %;820828;0;55,30 %;;;0,00 %;;;;120;0,91;88;;;24,92 %;14,67 %;;;299;2,28;1,36;299;100,0 %;68;307;68;307
2021-08-22;Sun, 22;76776;1314;75484;1276;69;;69;0;50,0 %;-3;72;0;1;907;906;6,09 %;61,1;61,0;57,5;-641;-270;-47;694;3,86 %;12320;476;26329;46;2;27;75;40;3,6;1,42;1,36;3 %;75,2 %;-1,4 %;462;76798;-22;389;261;8054006;7541726;;;61,37 %;4209;11584;81091;57,46 %;8227;29774;208420;;;;;;;;;881667;0;59,40 %;820828;0;55,30 %;;;0,00 %;;;;120;0,91;93;;;27,75 %;15,50 %;;;333;2,53;1,36;333;100,0 %;46;322;46;322
2021-08-23;Mon, 23;76960;1433;75549;1276;184;;184;0;58,6 %;118;66;0;1;973;974;11,38 %;65,6;65,6;58,9;-675;-304;-81;660;4,66 %;37941;1768;26896;53;2;29;84;29;6,7;1,41;1,39;8 %;72,1 %;-0,2 %;525;76982;-22;408;298;8065727;7565574;;;61,45 %;11721;11700;81897;57,64 %;23848;27881;195168;;;;;;;;;884991;3324;59,63 %;827404;6576;55,75 %;;;0,00 %;;;;149;1,13;107;;;30,50 %;17,83 %;;;366;2,79;1,36;366;100,0 %;59;345;59;345
2021-08-24;Tue, 24;77230;1635;75619;1276;270;;272;-2;81,3 %;202;70;0;0;1093;1096;22,19 %;73,6;73,8;60,4;-803;-432;-209;532;5,47 %;35320;1932;27441;55;2;32;89;32;13,2;1,37;1,38;13 %;82,7 %;0,9 %;636;77254;-24;496;350;8080736;7591102;;;61,57 %;15009;11831;82816;57,84 %;25528;24682;172774;;;;;;;;;886786;1795;59,75 %;832194;4790;56,07 %;;;0,00 %;;;;160;1,22;117;;;34,08 %;19,50 %;;;409;3,11;1,37;409;100,0 %;85;388;85;388
2021-08-25;Wed, 25;77479;1810;75693;1276;249;;249;0;75,4 %;175;74;0;0;1201;1203;23,36 %;80,7;80,8;65,5;-932;-560;-336;408;4,97 %;33390;1659;28028;54;2;34;90;36;15,2;1,35;1,38;10 %;81,4 %;2,0 %;727;77503;-24;540;401;8101878;7622897;;;61,66 %;21142;12649;88543;58,01 %;31795;23288;163013;;;;;;;;;888136;1350;59,68 %;835302;3108;56,13 %;;;0,00 %;;;;203;1,54;125;;;37,17 %;20,83 %;;;446;3,39;1,39;446;100,0 %;71;414;71;414
2021-08-26;Thu, 26;77748;1999;75774;1276;269;;270;-1;121,3 %;189;81;0;0;1347;1351;23,37 %;90,5;90,8;73,6;-1023;-651;-427;317;4,60 %;33862;1558;28406;62;2;33;97;40;16,9;1,39;1,40;12 %;89,5 %;3,2 %;853;77773;-25;638;462;8117668;7647623;;;61,78 %;15790;13052;91365;58,20 %;24726;22678;158745;;;;;;;;;889941;1805;59,80 %;838042;2740;56,31 %;;;0,00 %;;;;234;1,78;131;;;39,58 %;21,83 %;;;475;3,61;1,37;475;100,0 %;78;446;78;446
2021-08-27;Fri, 27;77917;2083;75860;1276;169;;170;-1;-4,5 %;84;86;0;0;1339;1343;17,45 %;90,0;90,2;76,8;-1064;-692;-468;276;4,65 %;36787;1711;29195;62;2;33;97;40;13,2;1,39;1,39;-1 %;61,4 %;4,8 %;826;77943;-26;511;482;8131452;7666256;;;61,88 %;13784;13343;93402;58,34 %;18633;22153;155068;;;;;;;;;892065;2124;59,94 %;840716;2674;56,49 %;;;0,00 %;;;;258;1,96;144;;;40,42 %;24,00 %;;;485;3,69;1,32;485;100,0 %;57;464;57;464
2021-08-28;Sat, 28;78119;2190;75954;1276;202;;201;1;55,8 %;106;95;0;0;1412;1415;32,08 %;94,9;95,1;72,0;-1198;-826;-602;142;4,39 %;16030;704;29379;62;2;33;97;40;22,9;1,38;1,37;5 %;60,2 %;6,5 %;872;78144;-25;532;502;8145236;7684890;;;61,99 %;13784;13634;95439;58,48 %;18634;21627;151391;;;;;;;;;892065;0;59,94 %;840716;0;56,49 %;;;0,00 %;;;;249;1,89;147;;;43,08 %;24,50 %;;;517;3,93;1,27;517;100,0 %;63;459;63;459
2021-08-29;Sun, 29;78239;2208;76056;1276;120;;120;0;73,9 %;18;102;0;0;1463;1466;27,43 %;98,3;98,5;77,3;-1133;-761;-537;207;4,35 %;12566;547;29414;64;2;33;99;24;21,0;1,33;1,34;4 %;61,8 %;8,0 %;893;78264;-25;560;526;8149627;7690136;;;62,02 %;4391;13660;95621;58,52 %;5246;21201;148410;;;;;;;;;892065;0;59,94 %;840716;0;56,49 %;;;0,00 %;;;;226;1,72;152;;;42,08 %;25,33 %;;;505;3,84;1,25;505;100,0 %;73;486;73;486
2021-08-30;Mon, 30;78518;2368;76175;1277;279;;279;0;51,6 %;160;119;1;1;1558;1561;38,21 %;104,7;104,9;75,9;-1140;-768;-544;200;5,44 %;39782;2164;29677;62;3;34;99;15;28,8;1,25;1,30;6 %;60,3 %;9,2 %;935;78543;-25;587;552;8164159;7708841;;;62,13 %;14532;14062;98432;58,67 %;18705;20467;143267;;;;;;;;;896147;4082;60,22 %;844936;4220;56,78 %;;;0,00 %;;;;230;1,75;154;;;42,08 %;25,67 %;;;505;3,84;1,26;505;100,0 %;57;484;57;484
2021-08-31;Tue, 31;78856;2580;76301;1277;338;;338;0;24,3 %;212;126;0;1;1626;1627;41,21 %;109,3;109,3;77,4;-1229;-857;-633;111;5,87 %;38376;2253;30113;78;2;36;116;27;31,9;1,22;1,28;4 %;48,4 %;10,0 %;945;78881;-25;531;557;8179636;7728712;;;62,25 %;15477;14129;98900;58,82 %;19871;19659;137610;;;;;;;;;898430;2283;60,37 %;846850;1914;56,90 %;;;0,00 %;;;;232;1,77;169;;;42,42 %;28,17 %;;;509;3,87;1,28;509;100,0 %;70;469;70;469
2021-09-01;Wed, 1;79163;2756;76431;1277;307;;306;1;22,9 %;177;129;0;1;1684;1684;86,49 %;113,2;113,2;60,7;-1266;-894;-670;74;5,80 %;34949;2027;30336;78;0;33;111;21;52,5;1,19;1,26;4 %;40,0 %;10,2 %;946;79187;-24;481;549;8192937;7748036;;;62,35 %;13301;13008;91059;58,96 %;19324;17877;125139;;;;;;;;;900282;1852;60,49 %;848505;1655;57,02 %;;;0,00 %;;;;208;1,58;165;;;43,83 %;27,50 %;;;526;4,00;1,27;526;100,0 %;69;467;69;467
2021-09-02;Thu, 2;79497;2952;76570;1277;334;;335;-1;24,1 %;196;139;0;1;1749;1749;67,86 %;117,5;117,5;70,0;-1429;-1057;-833;-89;5,18 %;34676;1796;30452;77;1;33;111;14;47,5;1,19;1,23;4 %;29,5 %;10,0 %;953;79522;-25;398;514;8207831;7766632;;;62,46 %;14894;12880;90163;59,11 %;18596;17001;119009;;;;;;;;;902136;1854;60,62 %;850613;2108;57,16 %;;;0,00 %;;;;252;1,92;171;;;45,42 %;28,50 %;;;545;4,15;1,25;545;100,0 %;104;493;104;493
2021-09-03;Fri, 3;79750;3049;76726;1277;253;;253;0;48,8 %;96;157;0;1;1833;1832;84,56 %;123,2;123,1;66,7;-1482;-1110;-886;-142;5,26 %;37045;1949;30489;77;1;33;111;14;56,5;1,19;1,20;5 %;36,4 %;9,0 %;965;79775;-25;489;511;8219692;7781183;;;62,55 %;11861;12606;88240;59,22 %;14551;16418;114927;;;;;;;;;904301;2165;60,76 %;852788;2175;57,30 %;;;0,00 %;;;;269;2,05;171;;;49,00 %;28,50 %;;;588;4,47;1,19;588;100,0 %;97;533;97;533
2021-09-04;Sat, 4;79958;3085;76898;1277;208;;208;0;3,5 %;36;172;0;1;1839;1839;95,57 %;123,6;123,6;63,2;-1570;-1198;-974;-230;5,48 %;17054;935;30635;77;1;33;111;14;60,4;1,17;1,18;0 %;30,0 %;7,9 %;895;79983;-25;424;496;8231554;7795735;;;62,64 %;11862;12331;86318;59,33 %;14552;15835;110845;;;;;;;;;904301;0;60,76 %;852788;0;57,30 %;;;0,00 %;;;;263;2,00;171;;;49,00 %;28,50 %;;;588;4,47;1,13;588;100,0 %;110;580;110;580
2021-09-05;Sun, 5;80078;3012;77091;1277;120;;120;0;0,0 %;-73;193;0;1;1839;1839;98,08 %;123,6;123,6;62,4;-1411;-1039;-815;-71;4,62 %;12903;596;30684;82;0;35;117;18;61,2;1,15;1,16;0 %;25,4 %;6,9 %;804;80103;-25;373;469;8235162;7800891;;;62,67 %;3608;12219;85535;59,37 %;5156;15822;110755;;;;;;;;;904301;0;60,76 %;852788;0;57,30 %;;;0,00 %;;;;265;2,02;175;;;49,33 %;29,17 %;;;592;4,51;1,08;592;100,0 %;71;578;71;578
2021-09-06;Mon, 6;80300;3043;77283;1279;222;;223;-1;-20,1 %;31;192;2;2;1782;1783;112,41 %;119,7;119,8;56,4;-1295;-923;-699;45;5,72 %;39601;2265;30658;95;0;46;141;42;63,3;1,10;1,14;-3 %;14,2 %;5,9 %;675;80326;-26;222;417;8242500;7810865;;;62,73 %;7338;11192;78341;59,44 %;9974;14575;102024;;;;;;;;;907458;3157;60,98 %;855297;2509;57,47 %;;;0,00 %;;;;275;2,09;183;;;50,25 %;30,50 %;;;603;4,59;1,07;603;100,0 %;68;589;68;589
2021-09-07;Tue, 7;80639;3180;77485;1282;339;;339;0;0,3 %;137;202;3;5;1783;1784;131,47 %;119,8;119,9;51,8;-1329;-957;-733;11;6,51 %;38470;2504;30671;93;0;46;139;23;68,0;1,05;1,10;0 %;9,6 %;4,8 %;600;80665;-26;157;363;8259253;7833588;;;62,85 %;16753;11374;79617;59,62 %;22723;14982;104876;;;;;;;;;909508;2050;61,11 %;856952;1655;57,58 %;;;0,00 %;;;;305;2,32;207;;;52,08 %;34,50 %;;;625;4,76;1,08;625;100,0 %;94;613;94;613
2021-09-08;Wed, 8;80975;3307;77695;1284;336;;337;-1;10,1 %;128;209;2;7;1812;1815;110,34 %;121,8;122,0;58,0;-1330;-958;-734;10;5,69 %;37212;2117;30994;94;1;47;142;31;63,8;1,02;1,08;2 %;7,8 %;3,9 %;551;81002;-27;131;313;8277269;7852514;;;62,99 %;18016;12047;84332;59,76 %;18926;14925;104478;;;;;;;;;910943;1435;61,21 %;858451;1499;57,68 %;;;0,00 %;;;;334;2,54;213;;;53,17 %;35,50 %;;;638;4,86;1,10;638;100,0 %;100;644;100;644
