Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D SUM LMU rep;LMU Hosp Nowcast;7D SUM LMU NC
2021-09-09;Thu, 9;81254;3363;77918;1285;279;;279;0;-16,7 %;56;223;1;8;1757;1759;102,74 %;118,1;118,2;58,3;-1357;-985;-761;-17;5,55 %;36368;2018;31236;101;2;49;152;41;59,8;0,98;1,04;-3 %;0,6 %;3,3 %;411;81281;-27;10;258;8292364;7870565;;;63,11 %;15095;12076;84533;59,90 %;18051;14848;103933;;;;;;;;;912784;1841;61,33 %;860244;1793;57,80 %;;;0,00 %;;;;335;2,55;213;;;52,92 %;35,50 %;;;635;4,83;1,12;635;100,0 %;87;627;87;627
2021-09-10;Fri, 10;81508;3385;78150;1286;254;;254;0;0,4 %;22;232;1;9;1758;1760;94,89 %;118,1;118,3;60,7;-1403;-1031;-807;-63;5,39 %;40434;2179;31720;101;2;49;152;41;57,4;0,98;1,02;0 %;-3,9 %;3,2 %;336;81535;-27;-72;178;8303839;7885244;;;63,19 %;11475;12021;84147;60,01 %;14679;14866;104061;;;;;;;;;915131;2347;61,49 %;862597;2353;57,96 %;;;0,00 %;;;;323;2,46;222;;;52,25 %;37,00 %;;;627;4,77;1,11;627;100,0 %;90;620;90;620
2021-09-11;Sat, 11;81729;3366;78391;1286;221;;222;-1;6,7 %;-19;241;0;9;1771;1774;101,01 %;119,0;119,2;59,3;-1504;-1132;-908;-164;5,12 %;19464;997;32065;101;2;49;152;41;59,7;0,98;1,00;1 %;-3,5 %;3,3 %;282;81757;-28;-65;108;8315314;7899924;;;63,28 %;11475;11966;83760;60,12 %;14680;14884;104189;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;297;2,26;237;;;53,58 %;39,50 %;;;643;4,89;1,10;643;100,0 %;85;595;85;595
2021-09-12;Sun, 12;81871;3258;78641;1286;142;;142;0;18,3 %;-108;250;0;9;1793;1796;87,42 %;120,5;120,7;64,4;-1424;-1052;-828;-84;4,72 %;18041;852;32799;99;2;61;162;45;56,1;0,98;0,99;1 %;-2,3 %;3,7 %;247;81899;-28;-43;49;8319682;7905554;;;63,31 %;4368;12074;84520;60,16 %;5630;14952;104663;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;295;2,25;238;;;54,58 %;39,67 %;;;655;4,98;1,11;655;100,0 %;78;602;78;602
2021-09-13;Mon, 13;82098;3225;78902;1287;227;;228;-1;2,2 %;-34;262;1;8;1798;1801;83,89 %;120,8;121,0;65,8;-1312;-940;-716;28;4,78 %;49856;2383;34264;92;4;60;156;15;55,0;1,00;0,99;0 %;1,0 %;4,9 %;182;82127;-29;18;19;8329071;7917617;;;63,39 %;9389;12367;86571;60,25 %;12063;15250;106752;;;;;;;;;918869;3738;61,74 %;864547;1950;58,09 %;;;0,00 %;;;;299;2,28;244;;;53,92 %;40,67 %;;;647;4,92;1,12;647;100,0 %;71;605;71;605
2021-09-14;Tue, 14;82541;3406;79165;1290;443;;444;-1;31,0 %;181;263;3;8;1902;1906;99,22 %;127,8;128,1;64,3;-1419;-1047;-823;-79;6,92 %;39857;2758;34462;91;2;61;154;15;63,5;1,02;1,00;6 %;6,8 %;6,4 %;226;82571;-30;122;14;8342378;7933506;;;63,49 %;13307;11875;83125;60,38 %;15889;14274;99918;;;;;;;;;920936;2067;61,88 %;866194;1647;58,20 %;;;0,00 %;;;;299;2,28;250;;;52,08 %;41,67 %;;;625;4,76;1,13;625;100,0 %;102;613;102;613
2021-09-15;Wed, 15;82914;3517;79428;1294;373;;374;-1;11,0 %;111;263;4;10;1939;1943;110,31 %;130,3;130,6;62,1;-1514;-1142;-918;-174;6,14 %;35436;2176;34208;83;3;59;145;3;68,2;1,05;1,02;2 %;7,1 %;7,5 %;210;82945;-31;128;14;8359747;7954977;;;63,62 %;17369;11783;82478;60,54 %;21471;14638;102463;;;;;;;;;922664;1728;62,00 %;867364;1170;58,28 %;;;0,00 %;;;;298;2,27;269;;;51,42 %;44,83 %;;;617;4,70;1,13;617;100,0 %;94;607;94;607
2021-09-16;Thu, 16;83214;3564;79682;1298;300;;301;-1;7,9 %;46;255;4;13;1960;1965;49,66 %;131,7;132,0;88,2;-1561;-1189;-965;-221;5,83 %;37282;2174;34339;83;3;60;146;-6;43,5;1,07;1,04;1 %;11,7 %;8,6 %;200;83246;-32;206;42;8374576;7972969;;;63,73 %;14829;11745;82212;60,68 %;17992;14629;102404;;;;;;;;;924467;1803;62,12 %;869086;1722;58,40 %;;;0,00 %;;;;307;2,34;266;;;51,25 %;44,33 %;;;615;4,68;1,11;615;100,0 %;70;590;70;590
2021-09-17;Fri, 17;83504;3602;79937;1301;290;;293;-3;15,4 %;38;255;3;15;1996;2004;45,62 %;134,1;134,7;92,5;-1630;-1258;-1034;-290;5,49 %;38578;2118;34073;83;3;60;146;-6;41,6;1,10;1,06;2 %;13,9 %;9,1 %;217;83539;-35;244;87;8386057;7988369;;;63,82 %;11481;11745;82218;60,79 %;15400;14732;103125;;;;;;;;;926800;2333;62,28 %;870810;1724;58,51 %;;;0,00 %;;;;291;2,21;266;;;48,25 %;44,33 %;;;579;4,41;1,07;579;100,0 %;97;597;97;597
2021-09-18;Sat, 18;83687;3525;80197;1301;183;;183;0;-17,6 %;-76;259;0;15;1958;1965;44,26 %;131,6;132,0;91,5;-1674;-1302;-1078;-334;5,29 %;17388;920;33777;83;3;60;146;-6;40,1;1,08;1,06;-2 %;10,8 %;9,1 %;159;83722;-35;191;124;8397539;8003769;;;63,91 %;11482;11746;82225;60,91 %;15400;14835;103845;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;277;2,11;280;;;46,58 %;46,67 %;;;559;4,25;1,02;559;100,0 %;76;588;76;588
2021-09-19;Sun, 19;83793;3379;80448;1303;106;;105;1;-26,1 %;-146;251;2;17;1922;1928;34,86 %;129,1;129,6;96,1;-1552;-1180;-956;-212;4,60 %;13362;615;33108;85;3;62;150;-12;33,0;1,06;1,06;-2 %;7,3 %;8,2 %;121;83827;-34;132;149;8401351;8008455;;;63,94 %;3812;11667;81669;60,95 %;4686;14700;102901;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;261;1,99;291;;;45,33 %;48,50 %;;;544;4,14;0,99;544;100,0 %;67;577;67;577
2021-09-20;Mon, 20;84073;3407;80699;1307;280;;279;1;22,4 %;28;251;4;20;1975;1979;31,03 %;132,7;133,0;101,5;-1387;-1015;-791;-47;5,60 %;43175;2418;32154;93;2;60;155;-1;31,2;1,03;1,06;3 %;9,9 %;5,5 %;182;84106;-33;178;172;8409980;8021507;;;64,00 %;8629;11558;80909;61,05 %;13052;14841;103890;;;;;;;;;930890;4090;62,55 %;872793;1983;58,65 %;;;0,00 %;;;;259;1,97;288;;;44,25 %;48,00 %;;;531;4,04;0,98;531;100,0 %;53;559;53;559
2021-09-21;Tue, 21;84388;3468;80953;1309;315;;315;0;-29,1 %;62;253;2;19;1847;1850;29,34 %;124,1;124,3;96,1;-1327;-955;-731;13;5,68 %;42484;2413;32529;99;2;58;159;5;28,0;0,99;1,03;-7 %;-2,9 %;2,9 %;62;84421;-33;-56;146;8422696;8036853;;;64,10 %;12716;11474;80318;61,16 %;15346;14764;103347;;;;;;;;;933007;2117;62,69 %;874315;1522;58,75 %;;;0,00 %;;;;266;2,02;285;;;42,00 %;47,50 %;;;504;3,84;0,98;504;100,0 %;79;536;79;536
2021-09-22;Wed, 22;84676;3501;81209;1311;288;;289;-1;-22,7 %;32;257;2;17;1762;1765;36,95 %;118,4;118,6;86,6;-1314;-942;-718;26;4,94 %;40258;1989;33218;97;2;55;154;9;31,8;0,95;1,01;-5 %;-9,2 %;1,1 %;-17;84710;-34;-178;102;8436070;8053678;;;64,20 %;13374;10903;76323;61,29 %;16825;14100;98701;;;;;;;;;934541;1534;62,80 %;875575;1260;58,83 %;;;0,00 %;;;;236;1,80;269;;;41,00 %;44,83 %;;;492;3,74;0,99;492;100,0 %;70;512;70;512
2021-09-23;Thu, 23;84951;3518;81467;1314;275;;275;0;-8,6 %;18;257;3;16;1737;1739;14,38 %;116,7;116,9;102,2;-1297;-925;-701;43;4,70 %;36218;1702;33066;90;2;54;146;0;14,5;0,93;0,98;-1 %;-11,5 %;-0,8 %;-45;84985;-34;-226;41;8449919;8070012;;;64,31 %;13849;10763;75343;61,41 %;16334;13863;97043;;;;;;;;;936832;2291;62,95 %;877213;1638;58,94 %;;;0,00 %;;;;242;1,84;265;;;40,17 %;44,17 %;;;482;3,67;0,99;482;100,0 %;74;516;74;516
2021-09-24;Fri, 24;85169;3464;81739;1315;218;;218;0;-25,6 %;-54;272;1;14;1665;1664;35,19 %;111,9;111,8;82,7;-1332;-960;-736;8;5,44 %;39602;2154;33212;90;2;54;146;0;29,2;0,89;0,94;-4 %;-17,0 %;-2,2 %;-138;85203;-34;-340;-43;8459684;8084595;;;64,38 %;9765;10518;73627;61,53 %;14583;13747;96226;;;;;;;;;938810;1978;63,08 %;878650;1437;59,04 %;;;0,00 %;;;;213;1,62;272;;;41,33 %;45,33 %;;;496;3,77;0,96;496;100,0 %;70;489;70;489
2021-09-25;Sat, 25;85333;3351;82016;1315;164;;164;0;-10,4 %;-114;278;0;14;1646;1645;16,68 %;110,6;110,5;94,7;-1391;-1019;-795;-51;5,24 %;17518;918;33231;90;2;54;146;0;15,9;0,88;0,92;-1 %;-16,3 %;-3,1 %;-175;85367;-34;-320;-116;8469450;8099178;;;64,45 %;9766;10273;71911;61,64 %;14583;13630;95409;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;209;1,59;273;;;39,50 %;45,50 %;;;474;3,61;0,94;474;100,0 %;74;487;74;487
2021-09-26;Sun, 26;85472;3209;82297;1317;139;;139;0;32,4 %;-142;281;2;14;1679;1679;11,57 %;112,8;112,8;101,1;-1251;-879;-655;89;5,17 %;13513;699;33253;87;0;54;141;-9;11,7;0,89;0,92;2 %;-12,9 %;-3,2 %;-170;85506;-34;-249;-170;8471931;8103174;;;64,47 %;2481;10083;70580;61,67 %;3996;13531;94719;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;199;1,51;267;;;39,25 %;44,50 %;;;471;3,58;0,93;471;100,0 %;69;489;69;489
2021-09-27;Mon, 27;85749;3199;82583;1317;277;;276;1;-1,1 %;-10;286;0;10;1676;1676;20,30 %;112,6;112,6;93,6;-1213;-841;-617;127;5,71 %;56546;3229;35163;90;0;53;143;-12;19,0;0,91;0,91;-0 %;-15,3 %;-1,0 %;-208;85782;-33;-303;-239;8479503;8114563;;;64,53 %;7572;9932;69523;61,75 %;11389;13294;93056;;;;;;;;;942361;3551;63,32 %;880616;1966;59,17 %;;;0,00 %;;;;218;1,66;269;;;40,83 %;44,83 %;;;490;3,73;0,92;490;100,0 %;61;497;61;497
2021-09-28;Tue, 28;86128;3297;82864;1317;379;;379;0;20,3 %;98;281;0;8;1740;1740;25,83 %;116,9;116,9;92,9;-1302;-930;-706;38;5,51 %;47967;2643;35946;87;1;53;141;-18;24,0;0,96;0,92;4 %;-5,9 %;1,2 %;-171;86161;-33;-110;-247;8490401;8129829;;;64,61 %;10898;9672;67705;61,87 %;15266;13282;92976;;;;;;;;;943946;1585;63,52 %;881671;1055;59,24 %;;;0,00 %;;;;261;1,99;252;;;45,67 %;42,00 %;;;548;4,17;0,94;548;100,0 %;124;542;124;542
2021-09-29;Wed, 29;86400;3292;83140;1319;272;;271;1;-6,2 %;-4;275;2;8;1724;1722;30,00 %;115,8;115,7;89,0;-1299;-927;-703;41;5,18 %;43215;2239;36368;98;1;50;149;-5;26,8;1,00;0,94;-1 %;-2,4 %;3,0 %;-208;86432;-32;-43;-227;8501083;8145219;;;64,70 %;10682;9288;65013;61,99 %;15390;13077;91541;;;;;;;;;945263;1317;63,52 %;882445;774;59,30 %;;;0,00 %;;;;263;2,00;259;;;44,75 %;43,17 %;;;537;4,09;0,97;537;100,0 %;84;556;84;556
2021-09-30;Thu, 30;86645;3255;83422;1320;245;;245;0;-10,9 %;-38;283;1;6;1694;1692;26,90 %;113,8;113,7;89,6;-1325;-953;-729;15;4,76 %;44864;2136;37604;90;1;50;141;-5;24,2;1,02;0,96;-2 %;-2,7 %;5,5 %;-264;86677;-32;-47;-202;8513208;8162804;;;64,79 %;12125;9041;63289;62,12 %;17585;13256;92792;;;;;;;;;946794;1531;63,62 %;884044;1599;59,40 %;;;0,00 %;;;;276;2,10;264;;;44,00 %;44,00 %;;;528;4,02;0,98;528;100,0 %;89;571;89;571
2021-10-01;Fri, 1;86925;3271;83687;1320;280;;281;-1;28,9 %;17;264;0;5;1756;1755;35,52 %;118,0;117,9;87,0;-1441;-1069;-845;-101;4,44 %;45971;2041;38513;90;1;50;141;-5;31,0;1,04;0,99;4 %;5,5 %;8,2 %;-193;86958;-33;91;-140;8519814;8172698;;;64,84 %;6606;8590;60130;62,20 %;9894;12586;88103;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;288;2,19;259;;;45,25 %;43,17 %;;;543;4,13;0,95;543;100,0 %;69;570;69;570
2021-10-02;Sat, 2;87096;3191;83939;1320;171;;172;-1;4,9 %;-80;252;0;5;1763;1763;39,91 %;118,5;118,5;84,7;-1474;-1102;-878;-134;5,26 %;19169;1008;38749;90;1;50;141;-5;33,8;1,03;1,01;0 %;7,2 %;10,9 %;-159;87130;-34;118;-78;8526420;8182592;;;64,89 %;6606;8139;56970;62,27 %;9894;11916;83414;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;271;2,06;256;;;45,67 %;42,67 %;;;548;4,17;0,93;548;100,0 %;87;583;87;583
2021-10-03;Sun, 3;87228;3076;84187;1320;132;;133;-1;-4,3 %;-115;248;0;3;1756;1757;37,81 %;118,0;118,1;85,7;-1331;-959;-735;9;4,84 %;14188;687;38846;85;1;49;135;-6;32,3;1,02;1,02;-0 %;4,6 %;13,2 %;-133;87263;-35;78;-31;8528242;8185345;;;64,90 %;1822;8044;56311;62,29 %;2753;11739;82171;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;257;1,96;256;857;29,99 %;45,50 %;42,67 %;;29,87 %;546;4,16;0,94;546;100,0 %;73;587;73;587
2021-10-04;Mon, 4;87461;3074;84425;1321;233;;236;-3;-14,5 %;-2;238;1;4;1712;1717;35,92 %;115,0;115,4;84,9;-1186;-814;-590;154;5,28 %;47135;2489;37501;93;1;50;144;1;30,1;1,02;1,03;-2 %;2,4 %;12,8 %;-124;87499;-38;41;18;8534279;8193873;;;64,95 %;6037;7825;54776;62,36 %;8528;11330;79310;;;;;;;;;952000;5206;63,97 %;886701;2657;59,58 %;;;0,00 %;;;;280;2,13;253;907;30,87 %;43,42 %;42,17 %;;27,89 %;521;3,96;0,97;521;100,0 %;67;593;67;593
2021-10-05;Tue, 5;87779;3159;84660;1328;318;;320;-2;-15,6 %;85;235;7;11;1651;1658;39,60 %;110,9;111,4;79,8;-1236;-864;-640;104;5,32 %;47784;2542;37475;80;1;48;129;-12;31,1;1,00;1,01;-3 %;-4,7 %;11,8 %;-138;87819;-40;-82;22;8544168;8208638;;;65,02 %;9889;7681;53767;62,47 %;14765;11258;78809;;;;;;;;;953529;1529;64,07 %;887962;1261;59,67 %;;;0,00 %;;;;253;1,93;246;867;29,18 %;39,83 %;41,00 %;;28,37 %;478;3,64;1,00;478;100,0 %;94;563;94;563
2021-10-06;Wed, 6;88072;3215;84900;1332;293;;296;-3;9,2 %;56;240;4;13;1672;1683;29,85 %;112,4;113,1;87,1;-1286;-914;-690;54;5,10 %;45778;2335;37841;85;0;46;131;-18;25,3;0,98;1,00;2 %;-2,3 %;10,9 %;-77;88115;-43;-39;23;8556002;8224140;;;65,11 %;11834;7846;54919;62,59 %;15502;11274;78921;;;;;;;;;954899;1370;64,16 %;888938;976;59,73 %;;;0,00 %;;;;261;1,99;242;854;30,56 %;40,33 %;40,33 %;;28,34 %;484;3,68;1,06;484;100,0 %;89;568;89;568
2021-10-07;Thu, 7;88361;3267;85139;1334;289;;291;-2;18,8 %;52;239;2;14;1716;1729;15,28 %;115,3;116,2;100,8;-1297;-925;-701;43;4,15 %;49832;2068;38551;90;0;45;135;-6;14,5;0,97;1,00;3 %;2,2 %;9,3 %;12;88406;-45;37;35;8567505;8240064;;;65,20 %;11503;7757;54297;62,71 %;15924;11037;77260;;;;;;;;;956393;1494;64,26 %;890352;1414;59,83 %;;;0,00 %;;;;264;2,01;244;857;30,81 %;41,50 %;40,67 %;;28,47 %;498;3,79;1,07;498;100,0 %;72;551;72;551
2021-10-08;Fri, 8;88588;3244;85388;1334;227;;226;1;-19,6 %;-23;249;0;14;1663;1674;16,58 %;111,7;112,5;96,5;-1354;-982;-758;-14;4,34 %;51039;2215;39275;90;0;45;135;-6;15,2;0,96;0,99;-3 %;-4,6 %;7,3 %;-27;88632;-44;-81;10;8574994;8251810;;;65,26 %;7489;7883;55180;62,80 %;11746;11302;79112;;;;;;;;;958150;1757;64,38 %;891872;1520;59,93 %;;;0,00 %;;;;255;1,94;254;851;29,96 %;41,25 %;42,33 %;;29,85 %;495;3,77;1,03;495;100,0 %;70;552;70;552
2021-10-09;Sat, 9;88777;3188;85634;1334;189;;190;-1;10,5 %;-56;246;0;14;1681;1692;16,02 %;113,0;113,7;98,0;-1409;-1037;-813;-69;4,83 %;23279;1124;39862;90;0;45;135;-6;15,0;0,98;0,99;1 %;-4,0 %;5,4 %;-3;88822;-45;-71;-17;8582483;8263556;;;65,31 %;7489;8009;56063;62,89 %;11746;11566;80964;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;236;1,80;251;881;26,79 %;41,92 %;41,83 %;;28,49 %;503;3,83;0,99;503;100,0 %;85;550;85;550
2021-10-10;Sun, 10;88869;3039;85875;1334;92;;92;0;-30,8 %;-150;242;0;14;1641;1651;9,48 %;110,3;110,9;101,3;-1266;-894;-670;74;3,73 %;12607;470;39636;94;0;52;146;11;9,0;0,99;0,98;-2 %;-6,0 %;3,4 %;-37;88914;-45;-106;-43;8584319;8266007;;;65,33 %;1836;8011;56077;62,91 %;2451;11523;80662;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;232;1,77;261;932;24,89 %;42,75 %;43,50 %;8,75 %;28,00 %;513;3,90;0,99;513;100,0 %;67;544;67;544
2021-10-11;Mon, 11;89033;2952;86126;1342;164;;164;0;-30,5 %;-87;251;8;21;1572;1579;16,59 %;105,6;106,1;91,0;-1110;-738;-514;230;6,20 %;43528;2699;39121;90;2;47;139;-5;14,6;0,97;0,97;-4 %;-8,0 %;3,1 %;-122;89078;-45;-138;-69;8590045;8274718;;;65,37 %;5726;7967;55766;62,97 %;8711;11549;80845;;;;;;;;;960622;2472;64,55 %;893860;1988;60,06 %;;;0,00 %;;;;262;1,99;265;936;27,99 %;43,58 %;44,17 %;3,20 %;28,31 %;523;3,98;1,03;523;100,0 %;60;537;60;537
2021-10-12;Tue, 12;89392;3060;86378;1344;359;;360;-1;12,5 %;108;252;2;16;1613;1619;26,51 %;108,4;108,8;86,0;-1173;-801;-577;167;6,49 %;44743;2904;38687;91;1;44;136;7;22,4;0,97;0,97;3 %;-2,4 %;3,0 %;-99;89438;-46;-39;-62;8599664;8289535;;;65,45 %;9619;7928;55496;63,09 %;14817;11557;80897;;;;;;;;;962086;1464;64,65 %;895287;1427;60,16 %;;;0,00 %;;;;285;2,17;262;922;30,91 %;44,00 %;43,67 %;6,34 %;28,42 %;528;4,02;1,07;528;100,0 %;102;545;102;545
2021-10-13;Wed, 13;89726;3142;86629;1346;334;;333;1;12,5 %;82;251;2;14;1654;1656;21,11 %;111,1;111,3;91,9;-1217;-845;-621;123;6,22 %;41290;2568;38045;83;2;44;129;-2;19,2;0,96;0,97;2 %;-1,6 %;2,5 %;-73;89771;-45;-27;-61;8609759;8304126;;;65,52 %;10095;7680;53757;63,20 %;14591;11427;79986;;;;;;;;;962478;392;64,67 %;895929;642;60,20 %;;;0,00 %;;;;275;2,09;260;918;29,96 %;45,92 %;43,33 %;7,49 %;28,32 %;551;4,19;1,10;551;100,0 %;102;558;102;558
2021-10-14;Thu, 14;90053;3225;86874;1348;327;;328;-1;12,7 %;83;245;2;14;1692;1693;30,06 %;113,7;113,8;87,5;-1317;-945;-721;23;6,84 %;38796;2654;36469;74;2;43;119;-16;26,2;0,97;0,98;2 %;-2,1 %;1,4 %;-42;90099;-46;-36;-71;8620326;8319788;;;65,60 %;10567;7546;52821;63,32 %;15662;11389;79724;;;;;;;;;963375;897;64,73 %;898612;2683;60,38 %;;;0,00 %;;;;289;2,20;257;911;31,72 %;48,50 %;42,83 %;6,30 %;28,21 %;582;4,43;1,10;582;100,0 %;110;596;110;596
2021-10-15;Fri, 15;90447;3385;87111;1348;394;;397;-3;75,7 %;160;237;0;14;1859;1864;40,00 %;124,9;125,3;89,5;-1522;-1150;-926;-182;8,60 %;36406;3131;34378;74;2;43;119;-16;35,4;1,04;1,01;10 %;11,4 %;-0,8 %;141;90496;-49;190;-32;8627488;8331548;;;65,66 %;7162;7499;52494;63,41 %;11760;11391;79738;;;;;;;;;964523;1148;64,81 %;900844;2232;60,53 %;;;0,00 %;;;;275;2,09;255;910;30,22 %;49,42 %;42,50 %;6,93 %;28,02 %;593;4,51;1,06;593;100,0 %;106;632;106;632
2021-10-16;Sat, 16;90692;3390;87352;1348;245;;246;-1;29,5 %;6;240;0;14;1915;1920;41,60 %;128,7;129,0;91,1;-1678;-1306;-1082;-338;9,66 %;13830;1336;33029;74;2;43;119;-16;37,6;1,09;1,03;3 %;13,5 %;-3,7 %;202;90742;-50;228;10;8634651;8343309;;;65,71 %;7163;7453;52168;63,49 %;11761;11393;79753;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;273;2,08;261;921;29,64 %;50,58 %;43,50 %;4,54 %;28,34 %;607;4,62;1,01;607;100,0 %;100;647;100;647
2021-10-17;Sun, 17;90825;3275;87599;1349;133;;132;1;43,5 %;-115;247;1;15;1956;1960;38,78 %;131,4;131,7;94,9;-1648;-1276;-1052;-308;7,05 %;10611;748;32743;80;3;45;128;-18;36,5;1,14;1,06;2 %;18,7 %;-6,5 %;237;90874;-49;309;70;8636155;8345157;;;65,72 %;1504;7405;51836;63,51 %;1848;11307;79150;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;262;1,99;263;983;26,65 %;51,25 %;43,83 %;5,47 %;26,75 %;615;4,68;1,01;615;100,0 %;72;652;72;652
2021-10-18;Mon, 18;91176;3389;87838;1352;351;;353;-2;115,2 %;114;239;3;10;2143;2149;31,87 %;144,0;144,4;109,5;-1638;-1266;-1042;-298;8,40 %;48615;4084;33470;97;2;42;141;2;34,5;1,21;1,11;10 %;36,1 %;-9,2 %;437;91227;-51;570;171;8641399;8353014;;;65,76 %;5244;7336;51354;63,57 %;7857;11185;78296;;;;;;;;;966221;1698;64,93 %;903387;2543;60,70 %;;;0,00 %;;;;328;2,50;261;1030;31,84 %;55,17 %;43,50 %;10,04 %;25,34 %;662;5,04;1,06;662;100,0 %;101;693;101;693
2021-10-19;Tue, 19;91772;3745;88079;1353;596;;597;-1;65,8 %;355;242;1;9;2380;2386;40,61 %;159,9;160,3;114,0;-1903;-1531;-1307;-563;8,73 %;50547;4413;34299;87;5;45;137;1;45,9;1,23;1,16;11 %;47,4 %;-11,2 %;685;91824;-52;767;286;8650762;8366798;;;65,83 %;9363;7300;51098;63,67 %;13784;11038;77263;;;;;;;;;967375;1154;65,00 %;905197;1810;60,82 %;;;0,00 %;;;;367;2,79;270;1057;34,72 %;62,75 %;45,00 %;14,64 %;25,54 %;753;5,73;1,12;753;100,0 %;126;717;126;717
2021-10-20;Wed, 20;92195;3934;88315;1354;423;;425;-2;27,6 %;189;236;1;8;2469;2478;47,61 %;165,9;166,5;112,8;-1999;-1627;-1403;-659;8,88 %;47386;4208;35170;98;4;47;149;20;53,1;1,26;1,21;4 %;49,6 %;-12,3 %;792;92249;-54;822;407;8659725;8380227;;;65,90 %;8963;7138;49966;63,78 %;13429;10872;76101;;;;;;;;;968523;1148;65,08 %;905904;707;60,87 %;;;0,00 %;;;;376;2,86;285;1112;33,81 %;67,58 %;47,50 %;21,13 %;25,63 %;811;6,17;1,19;811;100,0 %;152;767;152;767
2021-10-21;Thu, 21;92718;4230;88541;1358;523;;522;1;59,1 %;296;226;4;10;2665;2672;48,72 %;179,1;179,5;120,7;-2127;-1755;-1531;-787;9,57 %;42040;4023;35634;94;2;49;145;26;58,4;1,30;1,26;8 %;57,8 %;-11,9 %;1005;92771;-53;979;552;8669190;8394679;;;65,97 %;9465;6981;48864;63,89 %;14452;10699;74891;;;;;;;;;969613;1090;65,15 %;907684;1780;60,99 %;;;0,00 %;;;;395;3,01;305;1164;33,93 %;70,50 %;50,83 %;27,77 %;26,20 %;846;6,44;1,23;846;100,0 %;138;795;138;795
2021-10-22;Fri, 22;93227;4511;88772;1358;509;;512;-3;29,0 %;281;231;0;10;2780;2787;64,88 %;186,8;187,3;113,6;-2389;-2017;-1793;-1049;10,91 %;42175;4601;36458;94;2;49;145;26;73,2;1,31;1,27;4 %;49,5 %;-9,5 %;1126;93283;-56;923;657;8676514;8406229;;;66,03 %;7324;7004;49026;63,97 %;11550;10669;74681;;;;;;;;;970531;918;65,22 %;909066;1382;61,08 %;;;0,00 %;;;;419;3,19;320;1187;35,30 %;75,33 %;53,33 %;30,44 %;26,96 %;904;6,88;1,22;904;100,0 %;137;826;137;826
