Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);Deaths 7D Sum;MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;IMC;ICU;SUM;Change over 7D;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;7D Hosp;7D Hosp Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %;7D Hosp Corrected;7D Hosp Inc Corr;R(t) LMU;7D Hosp Nowcast;Diff Hosp %;LMU Hosp reported;7D;LMU Hosp Nowcast;7D
2021-03-19;Fri, 19;56792;1919;54874;1099;222;0;222;0;34,5 %;99;123;0;5;1201;1203;7,56 %;80,9;81,1;75,4;-950;-579;-356;385;3,33 %;84601;2817;68252;84;1;63;148;26;5,5;1,11;1,10;5 %;18,2 %;8,0 %;336;56793;-1;185;189;1216071;570646;;;9,27 %;16757;22335;156342;4,35 %;13454;11712;81982;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;360;2,74;486;;;30,00 %;81,00 %;;;775;5,90;1,17;775;100,0 %;137;756;137;756
2021-03-20;Sat, 20;56939;1901;55039;1101;147;0;147;0;41,3 %;-18;165;2;7;1245;1246;0,00 %;83,9;83,9;83,9;-1009;-638;-415;326;4,00 %;38473;1539;68257;74;0;65;139;7;0,0;1,12;1,10;4 %;23,9 %;9,2 %;374;56940;-1;240;195;1235860;582660;;;9,42 %;19789;20577;144038;4,44 %;12014;12029;84200;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;342;2,60;496;;;28,50 %;82,67 %;;;778;5,92;1,16;778;100,0 %;111;780;111;780
2021-03-21;Sun, 21;57074;1819;55257;1101;135;0;136;-1;54,5 %;-82;218;0;7;1292;1294;1,40 %;87,0;87,2;86,0;-1000;-629;-406;335;3,75 %;14952;561;68419;83;1;67;151;18;1,0;1,14;1,11;4 %;25,3 %;10,2 %;356;57076;-2;261;201;1253377;590062;;;9,55 %;17517;19527;136686;4,50 %;7402;12131;84919;;;;;;;;;90100;0;6,07 %;48000;0;3,23 %;;;0,00 %;;;;346;2,63;514;;;28,83 %;85,67 %;;;795;6,05;1,14;795;100,0 %;111;807;111;807
2021-03-22;Mon, 22;57175;1750;55427;1104;101;0;101;0;-29,9 %;-69;170;3;9;1249;1251;5,38 %;84,2;84,3;80,0;-901;-530;-307;434;4,41 %;81044;3574;68709;96;1;62;159;29;4,2;1,14;1,12;-3 %;18,7 %;10,8 %;254;57177;-2;197;203;1278921;601757;;;9,74 %;25544;18829;131806;4,58 %;11695;12222;85552;;;;;;;;;100300;10200;6,76 %;51000;3000;3,44 %;;;0,00 %;;;;375;2,85;528;;;31,25 %;88,00 %;;;815;6,20;1,13;815;100,0 %;93;825;93;825
2021-03-23;Tue, 23;57414;1824;55592;1104;239;0;239;0;18,9 %;74;165;0;7;1288;1289;5,21 %;86,8;86,8;82,5;-905;-534;-311;430;4,63 %;88438;4095;68802;95;1;60;156;19;4,3;1,12;1,12;3 %;18,3 %;10,9 %;271;57416;-2;199;200;1308215;616286;;;9,97 %;29294;20381;142668;4,70 %;14529;12647;88530;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;371;2,82;518;;;30,92 %;86,33 %;;;820;6,24;1,13;820;100,0 %;144;829;144;829
2021-03-24;Wed, 24;57691;1998;55696;1107;277;0;278;-1;18,3 %;174;104;3;10;1329;1332;6,28 %;89,5;89,7;84,4;-973;-602;-379;362;4,10 %;92286;3784;69302;103;2;60;165;23;5,1;1,10;1,11;3 %;20,3 %;10,7 %;326;57694;-3;225;208;1344543;629971;;;10,24 %;36328;23182;162274;4,80 %;13685;12464;87250;;;;;;;;;100300;0;6,76 %;51000;0;3,44 %;;;0,00 %;;;;406;3,09;539;;;33,83 %;89,83 %;;;840;6,39;1,14;840;100,0 %;135;844;135;844
2021-03-25;Thu, 25;57956;2175;55784;1109;265;0;265;0;26,8 %;177;88;2;10;1386;1388;4,35 %;93,4;93,5;89,6;-1017;-646;-423;318;3,88 %;94446;3665;70606;109;1;63;173;27;3,8;1,08;1,11;4 %;21,1 %;9,7 %;355;57959;-3;242;221;1378435;643150;;;10,50 %;33892;25589;179121;4,90 %;13179;12280;85958;;;;;;;;;111400;11100;7,51 %;53100;2100;3,58 %;;;0,00 %;;;;433;3,30;525;;;36,08 %;87,50 %;;;894;6,80;1,15;894;100,0 %;155;886;155;886
2021-03-26;Fri, 26;58252;2327;55928;1110;296;0;296;0;33,3 %;152;144;1;11;1460;1462;6,83 %;98,4;98,5;92,2;-1166;-795;-572;169;4,22 %;91118;3845;71537;109;1;64;174;26;6,2;1,10;1,11;5 %;21,5 %;8,4 %;408;58255;-3;259;232;1416193;655132;;;10,79 %;37758;28589;200122;4,99 %;11982;12069;84486;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;458;3,49;558;;;38,17 %;93,00 %;;;918;6,99;1,15;918;100,0 %;176;925;176;925
2021-03-27;Sat, 27;58434;2308;56129;1111;182;0;182;0;23,8 %;-19;201;1;10;1495;1497;2,13 %;100,7;100,9;98,8;-1212;-841;-618;123;5,23 %;39071;2043;71622;116;2;65;183;44;1,9;1,12;1,11;2 %;20,1 %;7,4 %;407;58437;-3;251;233;1448037;664893;;;11,03 %;31844;30311;212177;5,07 %;9761;11748;82233;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;446;3,39;557;;;37,17 %;92,83 %;;;949;7,22;1,14;949;100,0 %;128;942;128;942
2021-03-28;Sun, 28;58544;2183;56364;1111;110;0;110;0;-19,1 %;-125;235;0;10;1470;1471;1,85 %;99,0;99,1;97,3;-1221;-850;-627;114;4,05 %;16800;680;71886;127;2;68;197;46;1,7;1,13;1,11;-2 %;13,7 %;6,5 %;364;58547;-3;177;221;1469357;671249;;;11,20 %;21320;30854;215980;5,11 %;6356;11598;81187;;;;;;;;;111400;0;7,51 %;53100;0;3,58 %;;;0,00 %;;;;426;3,24;559;;;35,50 %;93,17 %;;;942;7,17;1,12;942;100,0 %;98;929;98;929
2021-03-29;Mon, 29;58708;2141;56573;1114;164;0;167;-3;65,3 %;-42;209;3;10;1533;1537;6,37 %;103,3;103,6;97,4;-1146;-775;-552;189;4,43 %;81459;3609;71945;126;4;70;200;41;5,9;1,13;1,11;4 %;22,9 %;5,7 %;391;58714;-6;286;234;1497538;683285;;;11,41 %;28181;31231;218617;5,21 %;12036;11647;81528;;;;;;;;;149536;38136;10,08 %;78900;25800;5,32 %;;;0,00 %;;;;469;3,57;576;;;39,08 %;96,00 %;;;940;7,15;1,10;940;100,0 %;69;905;69;905
2021-03-30;Tue, 30;58997;2208;56795;1116;289;0;289;0;20,9 %;67;222;2;12;1583;1587;6,69 %;106,7;106,9;100,2;-1160;-789;-566;175;4,61 %;97884;4512;73295;136;3;68;207;51;6,5;1,11;1,11;3 %;23,1 %;5,5 %;384;59003;-6;298;248;1528049;697672;;;11,64 %;30511;31405;219834;5,32 %;14387;11627;81386;;;;;;;;;149536;0;10,08 %;78919;19;5,32 %;;;0,00 %;;;;469;3,57;598;;;39,08 %;99,67 %;;;980;7,46;1,10;980;100,0 %;159;920;159;920
2021-03-31;Wed, 31;59308;2374;56942;1119;311;0;313;-2;12,6 %;166;147;3;12;1617;1622;6,43 %;108,9;109,3;102,7;-1206;-835;-612;129;3,91 %;91154;3564;73133;131;2;68;201;36;6,2;1,09;1,11;2 %;21,8 %;5,3 %;376;59316;-8;290;258;1554388;716448;;;11,84 %;26339;29978;209845;5,46 %;18776;12354;86477;;;;;;;;;149536;0;10,08 %;78919;0;5,32 %;;;0,00 %;;;;472;3,59;613;;;39,33 %;102,17 %;;;999;7,60;1,11;999;100,0 %;157;942;157;942
2021-04-01;Thu, 1;59561;2491;57078;1120;253;0;253;0;-4,5 %;117;136;1;11;1605;1610;4,03 %;108,1;108,5;104,3;-1165;-794;-571;170;4,59 %;82246;3775;71390;129;4;71;204;31;3,8;1,09;1,11;-1 %;16,0 %;4,7 %;316;59569;-8;222;255;1575810;734849;;;12,01 %;21422;28196;197375;5,60 %;18401;13100;91699;;;;;;;;;154909;5373;10,44 %;78919;0;5,32 %;;;0,00 %;;;;468;3,56;616;;;39,00 %;102,67 %;;;990;7,53;1,13;990;100,0 %;163;950;163;950
2021-04-02;Fri, 2;59742;2571;57179;1120;181;0;181;0;-38,9 %;80;101;0;10;1490;1495;1,92 %;100,4;100,7;98,8;-1164;-793;-570;171;5,72 %;34473;1972;63298;114;5;74;193;19;1,6;1,06;1,08;-7 %;2,3 %;2,3 %;244;59750;-8;33;222;1599264;749965;;;12,19 %;23454;26153;183071;5,71 %;15116;13548;94833;;;;;;;;;154909;0;10,44 %;85468;6549;5,76 %;;;0,00 %;;;;445;3,39;642;;;37,08 %;107,00 %;;;978;7,44;1,13;978;100,0 %;169;943;169;943
2021-04-03;Sat, 3;59865;2455;57418;1120;123;0;123;0;-32,4 %;-116;239;0;9;1431;1436;2,43 %;96,4;96,8;94,5;-1177;-806;-583;158;4,76 %;39142;1863;63308;121;4;75;200;17;1,9;1,01;1,05;-4 %;-4,1 %;-0,2 %;147;59873;-8;-61;178;1619512;762436;;;12,34 %;20248;24496;171475;5,81 %;12471;13935;97543;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;433;3,30;645;;;36,08 %;107,50 %;;;961;7,31;1,09;961;100,0 %;128;943;128;943
2021-04-04;Sun, 4;59983;2295;57696;1120;118;0;118;0;7,3 %;-160;278;0;9;1439;1444;1,25 %;97,0;97,3;96,1;-1128;-757;-534;207;6,23 %;14119;880;62925;119;4;81;204;7;0,9;0,96;1,02;1 %;-1,8 %;-2,7 %;112;59991;-8;-27;149;1639759;774906;;;12,49 %;20247;24343;170402;5,90 %;12470;14808;103657;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;438;3,33;675;;;36,50 %;112,50 %;;;978;7,44;1,05;978;100,0 %;111;956;111;956
2021-04-05;Mon, 5;60071;2118;57961;1120;88;0;88;0;-47,3 %;-177;265;0;6;1363;1365;7,73 %;91,8;92,0;85,4;-927;-556;-333;408;5,93 %;33232;1971;56036;125;4;85;214;14;6,4;0,90;0,98;-5 %;-11,2 %;-6,5 %;-23;60079;-8;-172;83;1663332;788655;;;12,67 %;23573;23685;165794;6,01 %;13749;15053;105370;;;;;;;;;154909;0;10,44 %;85468;0;5,76 %;;;0,00 %;;;;423;3,22;682;;;35,25 %;113,67 %;;;949;7,22;1,01;949;100,0 %;94;981;94;981
2021-04-06;Tue, 6;60335;2087;58257;1128;264;0;265;-1;-8,3 %;-31;296;8;12;1338;1341;9,18 %;90,1;90,4;82,8;-878;-507;-284;457;5,58 %;81189;4530;53651;150;6;77;233;26;7,3;0,88;0,95;-2 %;-15,5 %;-11,3 %;-121;60344;-9;-246;6;1693785;807125;;;12,91 %;30453;23677;165736;6,15 %;18470;15636;109453;;;;;;;;;168196;13287;11,33 %;91326;5858;6,15 %;;;0,00 %;;;;431;3,28;719;;;35,92 %;119,83 %;;;925;7,04;0,99;925;100,0 %;135;957;135;957
2021-04-07;Wed, 7;60761;2331;58439;1128;426;0;426;0;36,1 %;244;182;0;9;1453;1454;12,13 %;97,9;98,0;87,4;-1052;-681;-458;283;6,18 %;84453;5219;52693;149;3;81;233;32;10,5;0,91;0,94;8 %;-10,4 %;-16,0 %;-43;60770;-9;-168;-60;1819424;820682;;;13,86 %;125639;37862;265036;6,25 %;13557;14891;104234;;;;;;;;;168196;0;11,33 %;91300;-26;6,15 %;;;0,00 %;;;;451;3,43;744;;;37,58 %;124,00 %;;;950;7,23;1,00;950;100,0 %;152;952;152;952
2021-04-08;Thu, 8;61109;2569;58549;1129;348;0;348;0;37,5 %;238;110;1;9;1548;1549;9,32 %;104,3;104,4;95,5;-1219;-848;-625;116;5,39 %;80878;4359;52498;154;5;86;245;41;8,8;0,95;0,94;7 %;-3,8 %;-19,9 %;78;61118;-9;-61;-100;1921024;834258;;;14,64 %;101600;49316;345214;6,36 %;13576;14201;99409;;;;;;;;;168196;0;11,33 %;99400;8100;6,70 %;;;0,00 %;;;;469;3,57;753;;;39,08 %;125,50 %;;;966;7,35;1,02;966;100,0 %;164;953;164;953
2021-04-09;Fri, 9;61413;2706;58716;1130;304;0;304;0;68,0 %;137;167;1;10;1671;1672;9,95 %;112,6;112,7;102,5;-1400;-1029;-806;-65;5,47 %;79918;4372;58990;165;6;87;258;65;10,1;1,05;0,97;8 %;11,8 %;-19,4 %;135;61422;-9;177;-80;2011889;846843;;;15,33 %;90865;58946;412625;6,45 %;12585;13840;96878;;;;;;;;;178905;10709;12,05 %;99357;-43;6,69 %;;;0,00 %;;;;519;3,95;759;;;43,25 %;126,50 %;;;1013;7,71;1,05;1013;100,0 %;169;953;169;953
2021-04-10;Sat, 10;61695;2699;59005;1131;282;0;282;0;129,3 %;-7;289;1;11;1830;1831;30,72 %;123,3;123,4;94,4;-1564;-1193;-970;-229;5,09 %;39041;1987;58976;156;5;92;253;53;28,9;1,16;1,03;10 %;27,5 %;-18,9 %;244;61704;-9;395;-15;2054376;850291;;;15,65 %;42487;62123;434864;6,48 %;3448;12551;87855;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;481;3,66;755;;;40,08 %;125,83 %;;;1039;7,91;1,04;1039;100,0 %;174;999;174;999
2021-04-11;Sun, 11;61940;2631;59318;1135;245;0;245;0;107,6 %;-68;313;4;15;1957;1958;3,94 %;131,9;131,9;126,9;-1721;-1350;-1127;-386;5,41 %;19423;1051;59733;166;4;93;263;59;5,0;1,25;1,10;7 %;35,6 %;-18,1 %;336;61949;-9;514;63;2095834;854132;;;15,97 %;41458;65154;456075;6,51 %;3841;11318;79226;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;516;3,93;758;;;43,00 %;126,33 %;;;1060;8,07;1,03;1060;100,0 %;156;1044;156;1044
2021-04-12;Mon, 12;62232;2670;59571;1136;292;0;292;0;231,8 %;39;253;1;16;2161;2162;8,17 %;145,6;145,7;134,7;-1748;-1377;-1154;-413;6,44 %;79765;5137;66381;169;5;93;267;53;10,9;1,34;1,19;10 %;58,4 %;-13,0 %;552;62241;-9;797;201;2156521;861619;;;16,43 %;60687;70456;493189;6,56 %;7487;10423;72964;;;;;;;;;178905;0;12,05 %;99357;0;6,69 %;;;0,00 %;;;;586;4,46;767;;;48,83 %;127,83 %;;;1136;8,65;1,04;1136;100,0 %;110;1060;110;1060
2021-04-13;Tue, 13;62706;2963;59752;1142;474;0;474;0;78,9 %;293;181;6;14;2371;2371;8,57 %;159,7;159,7;147,1;-1796;-1425;-1202;-461;6,66 %;85140;5670;66945;163;5;94;262;29;12,6;1,38;1,27;10 %;76,8 %;-6,2 %;876;62715;-9;1030;383;2242087;867844;;;17,08 %;85566;78329;548302;6,61 %;6225;8674;60719;;;;;;;;;200371;21466;13,50 %;104543;5186;7,04 %;;;0,00 %;;;;616;4,69;782;;;51,33 %;130,33 %;;;1164;8,86;1,05;1164;100,0 %;158;1083;158;1083
2021-04-14;Wed, 14;63229;3363;59875;1145;523;0;523;0;22,8 %;400;123;3;17;2468;2468;7,78 %;166,3;166,3;154,3;-1971;-1600;-1377;-636;6,02 %;94772;5705;68420;160;6;98;264;31;12,0;1,38;1,31;4 %;69,7 %;2,0 %;1032;63238;-9;1014;552;2359534;873011;;;17,98 %;117447;77159;540110;6,65 %;5167;7476;52329;;;;;;;;;200371;0;13,50 %;104543;0;7,04 %;;;0,00 %;;;;553;4,21;764;;;46,08 %;127,33 %;;;1126;8,57;1,09;1126;100,0 %;133;1064;133;1064
2021-04-15;Thu, 15;63631;3647;59993;1145;402;0;402;0;15,5 %;284;118;0;16;2522;2522;7,19 %;169,9;169,9;158,5;-2069;-1698;-1475;-734;6,16 %;75722;4664;67683;166;5;101;272;27;11,4;1,36;1,34;2 %;62,8 %;10,6 %;1078;63640;-9;973;700;2465258;877079;;;18,78 %;105724;77748;544234;6,68 %;4068;6117;42821;;;;;;;;;200371;0;13,50 %;104543;0;7,04 %;;;0,00 %;;;;535;4,07;755;;;44,58 %;125,83 %;;;1104;8,40;1,13;1104;100,0 %;144;1044;144;1044
2021-04-16;Fri, 16;64020;3948;60081;1146;389;0;389;0;28,0 %;301;88;1;16;2607;2607;5,97 %;175,6;175,6;165,7;-2176;-1805;-1582;-841;5,85 %;79445;4648;67615;167;8;102;277;19;9,9;1,31;1,33;3 %;55,9 %;13,9 %;1242;64029;-9;935;808;2555110;880970;;;19,47 %;89852;77603;543221;6,71 %;3891;4875;34127;;;;;;;;;242772;42401;16,36 %;105526;983;7,11 %;;;0,00 %;;;;506;3,85;760;;;42,17 %;126,67 %;;;1076;8,19;1,16;1076;100,0 %;161;1036;161;1036
2021-04-17;Sat, 17;64289;3952;60346;1148;269;0;269;0;-4,6 %;4;265;2;17;2594;2594;6,65 %;174,8;174,8;163,9;-2200;-1829;-1606;-865;6,70 %;36083;2418;67193;181;10;102;293;40;10,9;1,22;1,28;-0 %;41,7 %;17,2 %;1253;64298;-9;763;861;2616055;883190;;;19,93 %;60945;80240;561679;6,73 %;2220;4700;32899;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;475;3,61;770;;;39,58 %;128,33 %;;;1071;8,15;1,16;1071;100,0 %;154;1016;154;1016
2021-04-18;Sun, 18;64473;3710;60772;1148;184;0;184;0;-24,9 %;-242;426;0;13;2533;2533;5,83 %;170,7;170,7;161,3;-2092;-1721;-1498;-757;5,59 %;16192;905;66731;190;9;105;304;41;9,4;1,14;1,23;-2 %;29,4 %;20,0 %;1079;64482;-9;575;870;2665537;884775;;;20,31 %;49482;81386;569703;6,74 %;1585;4378;30643;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;461;3,51;766;;;38,42 %;127,67 %;;;1064;8,10;1,12;1064;100,0 %;125;985;125;985
2021-04-19;Mon, 19;64721;3610;61120;1151;248;0;248;0;-15,1 %;-100;348;3;15;2489;2489;7,92 %;167,7;167,7;155,4;-1866;-1495;-1272;-531;6,06 %;80774;4895;66875;197;7;108;312;45;12,3;1,07;1,17;-2 %;15,1 %;17,0 %;940;64730;-9;327;802;2724373;888575;;;20,76 %;58836;81122;567852;6,77 %;3800;3851;26956;;;;;;;;;242772;0;16,36 %;105526;0;7,11 %;;;0,00 %;;;;464;3,53;780;;;38,67 %;130,00 %;;;1064;8,10;1,09;1064;100,0 %;118;993;118;993
